 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
105	obj105-val53113	5.00	3.66	74.05	3
106	obj106-val53542	3.49	1.56	30.96	2
107	obj107-val53970	8.79	2.65	3.32	3
108	obj108-val54398	7.15	3.34	30.58	3
109	obj109-val54827	5.10	3.67	10.71	3
110	obj110-val55255	8.90	2.42	24.36	3
111	obj111-val55683	6.56	1.75	5.57	2
112	obj112-val56112	5.59	3.85	6.17	3
113	obj113-val56540	6.34	2.30	14.04	2
114	obj114-val56968	4.36	3.29	5.36	3
115	obj115-val57397	8.01	4.27	33.69	2
116	obj116-val57825	4.76	2.08	1.64	2
117	obj117-val58253	2.44	0.70	52.43	1
118	obj118-val58682	8.67	4.62	17.18	2
119	obj119-val59110	9.26	2.16	4.54	3
120	obj120-val59538	8.08	3.39	29.05	3
121	obj121-val60395	4.49	3.50	29.98	2
122	obj122-val60823	6.03	2.27	83.09	3
123	obj123-val61252	4.79	1.48	4.76	2
124	obj124-val61680	2.48	1.99	6.01	3
125	obj125-val62108	4.74	2.74	12.68	3
126	obj126-val62537	5.05	2.69	32.83	3
127	obj127-val62965	7.43	4.60	14.30	3
128	obj128-val63393	5.12	2.08	10.95	3
129	obj129-val63822	4.84	3.27	4.29	3
130	obj130-val64678	5.63	1.44	17.97	3
131	obj131-val65107	7.26	0.92	51.15	2
