 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
1	obj1-val2142	5.22	4.39	65.90	2
2	obj2-val2570	6.80	2.52	3.37	2
3	obj3-val2998	8.35	4.55	9.64	2
4	obj4-val3427	6.61	5.97	84.81	2
5	obj5-val4712	7.35	4.84	52.03	2
6	obj6-val5568	9.79	4.11	74.90	3
7	obj7-val5997	8.51	8.18	68.96	3
8	obj8-val6853	6.72	3.68	17.20	2
9	obj9-val8138	6.54	5.58	80.31	2
10	obj10-val8567	3.40	2.55	41.82	2
11	obj11-val8995	8.01	5.05	25.14	2
12	obj12-val9423	4.26	2.55	69.62	2
13	obj13-val10280	4.43	2.64	49.97	2
14	obj14-val10708	4.77	2.97	14.83	2
15	obj15-val11137	8.52	5.04	13.80	3
16	obj16-val11565	9.82	5.74	2.56	3
17	obj17-val11993	6.14	4.96	16.70	3
18	obj18-val12422	9.06	8.84	1.94	3
19	obj19-val12850	7.46	5.72	12.65	3
20	obj20-val13278	10.10	4.59	21.80	3
21	obj21-val13707	10.65	5.45	19.49	3
22	obj22-val14135	7.49	6.07	19.89	3
23	obj23-val14563	4.93	3.49	79.70	3
24	obj24-val14992	8.59	7.83	49.40	3
25	obj25-val15420	8.22	4.70	27.47	3
26	obj26-val16705	7.03	4.89	48.09	2
27	obj27-val17133	5.30	4.05	64.13	3
28	obj28-val17562	4.86	3.91	5.53	2
29	obj29-val17990	5.49	3.46	13.67	3
30	obj30-val18418	5.40	3.06	23.81	2
31	obj31-val19275	5.11	1.59	82.87	3
32	obj32-val19703	7.84	5.40	5.19	3
33	obj33-val20132	7.39	2.79	7.13	2
34	obj34-val20560	7.69	2.59	12.65	2
35	obj35-val21417	5.10	3.07	63.43	2
36	obj36-val21845	5.50	2.62	11.63	2
37	obj37-val22273	8.35	6.17	13.57	4
38	obj38-val22702	6.59	3.44	10.54	3
39	obj39-val23558	8.35	3.57	26.98	3
40	obj40-val23987	8.55	3.98	38.11	3
41	obj41-val24415	5.49	3.06	5.57	3
42	obj42-val24843	2.90	2.00	14.74	2
43	obj43-val25272	10.01	5.71	22.33	3
44	obj44-val25700	8.10	3.57	14.53	3
45	obj45-val26128	7.75	5.29	13.78	3
46	obj46-val26557	13.02	6.88	11.44	4
47	obj47-val26985	10.94	3.90	5.88	3
48	obj48-val27413	6.05	3.16	23.39	2
49	obj49-val28270	5.65	4.29	49.69	3
50	obj50-val28698	5.80	5.16	8.13	3
51	obj51-val29127	7.00	4.75	7.28	3
52	obj52-val29555	6.83	4.57	3.65	3
53	obj53-val29983	6.63	3.35	11.77	2
54	obj54-val30412	10.78	6.11	10.23	3
55	obj55-val30840	6.74	3.57	55.62	3
56	obj56-val31268	9.57	4.58	11.51	3
57	obj57-val31697	5.49	3.23	25.87	3
58	obj58-val32125	6.80	3.13	14.68	2
59	obj59-val32553	2.61	1.58	25.20	2
60	obj60-val32982	4.38	3.09	19.65	2
61	obj61-val33410	7.36	4.07	13.24	3
62	obj62-val33838	5.84	3.73	8.97	3
63	obj63-val34267	NaN	NaN	NaN	3
64	obj64-val34695	7.67	3.38	25.56	2
65	obj65-val35123	6.89	3.46	22.89	3
66	obj66-val35552	5.39	2.42	29.36	2
67	obj67-val35980	9.41	4.89	38.05	3
68	obj68-val36408	7.77	3.22	11.53	2
69	obj69-val36837	7.89	3.28	36.87	3
70	obj70-val37265	10.24	6.78	12.34	3
71	obj71-val37693	7.24	4.26	18.06	3
72	obj72-val38122	5.28	2.40	28.74	3
73	obj73-val38550	10.54	5.13	41.26	3
74	obj74-val38978	4.74	2.18	17.88	2
75	obj75-val39407	5.89	3.66	28.93	3
76	obj76-val39835	5.38	4.44	68.20	3
77	obj77-val40263	8.35	5.11	37.35	3
78	obj78-val40692	4.42	2.06	38.66	2
79	obj79-val41120	9.22	4.65	32.20	2
80	obj80-val41548	8.27	3.22	14.04	2
81	obj81-val41977	6.54	3.15	29.58	3
82	obj82-val42405	5.48	4.55	32.01	3
83	obj83-val42833	6.11	2.68	6.95	3
84	obj84-val43262	9.38	4.64	25.02	4
85	obj85-val44118	5.47	3.73	31.50	3
86	obj86-val44547	4.23	2.12	14.93	2
87	obj87-val44975	3.58	2.60	68.55	2
88	obj88-val45403	9.16	4.21	56.04	3
89	obj89-val45832	7.94	3.53	12.41	3
90	obj90-val46260	4.26	1.94	25.64	3
91	obj91-val46688	11.07	5.50	22.25	3
92	obj92-val47117	7.99	3.46	4.93	2
93	obj93-val47545	5.34	4.68	6.52	3
94	obj94-val47973	8.98	2.82	31.29	3
95	obj95-val48402	6.24	4.05	84.56	3
96	obj96-val48830	5.23	3.12	15.95	3
97	obj97-val49258	7.79	4.40	4.24	3
98	obj98-val49687	6.35	3.25	13.71	3
99	obj99-val50115	10.90	4.81	14.44	2
100	obj100-val50543	8.29	4.08	10.92	3
101	obj101-val50972	11.83	4.26	14.78	3
102	obj102-val51400	9.79	3.55	10.15	3
103	obj103-val51828	6.61	3.80	3.47	3
104	obj104-val52685	3.35	1.78	45	3
