 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
67	obj67-val33210	100.20	20.83	4.10	101.84	28.37	8.04
68	obj68-val33653	112.67	25.75	3.94	102.99	29.36	8.36
69	obj69-val34096	118.41	28.70	2.95	125.62	30.50	8.69
70	obj70-val34539	99.71	29.03	3.94	107.09	35.10	7.71
71	obj71-val34982	154.16	28.70	2.62	156.29	32.80	9.02
72	obj72-val35424	115.13	35.59	4.59	119.56	37.23	8.20
73	obj73-val35867	164.49	16.56	3.61	171.22	12.96	8.20
74	obj74-val36310	76.26	28.37	4.10	92.50	30.18	7.71
75	obj75-val36753	66.91	28.70	3.94	75.44	33.46	7.05
76	obj76-val37196	160.23	21.65	2.46	162.69	12.30	8.04
77	obj77-val37638	161.38	20.01	3.28	158.75	19.02	9.35
78	obj78-val38081	116.93	22.63	3.77	113.82	17.22	8.53
79	obj79-val38524	114.31	24.76	4.59	109.06	16.73	8.53
80	obj80-val38967	65.44	25.09	4.59	56.42	18.37	8.04
81	obj81-val39410	144.65	23.29	3.44	148.42	22.14	9.84
82	obj82-val39852	43.79	24.76	5.08	33.95	24.44	7.05
83	obj83-val40295	64.78	25.75	4.26	55.92	25.58	8.36
84	obj84-val40738	111.52	22.80	4.26	103.81	28.54	8.69
85	obj85-val41181	154.49	24.44	3.61	157.28	29.19	9.35
86	obj86-val41624	11.32	28.70	6.40	3.28	29.19	7.87
87	obj87-val42066	94.79	24.93	3.94	101.68	29.68	8.20
88	obj88-val42509	42.48	32.96	6.72	32.64	30.34	7.54
89	obj89-val42952	156.95	34.44	5.08	165.48	34.11	8.20
90	obj90-val43395	137.92	36.41	4.92	136.94	35.92	7.71
91	obj91-val43838	57.24	20.01	5.90	45.76	21.81	7.38
92	obj92-val44280	116.44	24.93	4.26	126.44	24.76	9.18
93	obj93-val44723	3.12	21.65	6.89	13.28	20.99	7.22
94	obj94-val45166	156.62	24.93	3.61	163.84	25.75	9.51
95	obj95-val45609	70.03	28.86	4.92	82.49	28.86	8.20
96	obj96-val46052	51.17	27.55	4.59	42.15	31.16	8.04
97	obj97-val46494	158.92	30.83	2.62	161.54	29.03	9.51
98	obj98-val46937	66.58	28.70	3.94	65.27	31.32	8.53
99	obj99-val47380	70.52	30.83	3.77	82.66	32.80	7.22
100	obj100-val47823	108.40	30.18	3.94	118.41	34.60	8.04
101	obj101-val48266	142.02	19.52	2.95	147.27	16.24	9.02
102	obj102-val48708	162.03	20.50	2.62	165.97	18.04	9.02
103	obj103-val49151	165.31	21.65	4.43	172.69	25.09	9.68
104	obj104-val49594	148.42	25.09	3.61	152.36	22.80	9.68
105	obj105-val50037	52.97	26.40	4.43	42.97	25.42	8.69
106	obj106-val50480	115.46	25.75	3.77	124.31	26.40	9.35
107	obj107-val50922	22.30	29.36	6.56	17.38	31.32	7.87
108	obj108-val51365	119.23	21.16	2.79	123.82	19.02	8.69
109	obj109-val51808	141.20	21.32	3.61	142.84	18.70	9.68
110	obj110-val52251	177.78	25.26	5.08	184.50	22.47	9.51
111	obj111-val52694	140.06	25.09	3.44	143.99	21.98	9.84
112	obj112-val53136	64.62	25.91	4.26	48.22	27.72	8.53
113	obj113-val53579	64.45	26.40	4.43	49.86	30.34	8.36
114	obj114-val54022	149.57	35.59	5.74	158.26	35.10	8.20
115	obj115-val54465	168.26	18.70	4.76	175.64	19.52	9.51
116	obj116-val54908	113.32	26.40	4.26	119.56	26.57	9.18
117	obj117-val55351	150.22	22.47	2.79	152.68	18.20	9.35
118	obj118-val55793	133.50	22.14	4.10	137.76	29.52	9.02
119	obj119-val56236	65.76	26.08	4.10	69.04	29.52	8.36
120	obj120-val56679	135.30	25.75	2.79	144.48	28.04	9.51
121	obj121-val57122	172.53	37.06	6.56	185.48	31.82	8.04
122	obj122-val57565	113.82	25.09	4.59	106.27	28.37	8.86
123	obj123-val58007	130.87	23.78	2.62	129.56	25.75	9.35
124	obj124-val58450	170.23	26.90	4.92	167.12	28.21	9.51
125	obj125-val58893	50.84	30.34	5.25	46.58	31.49	8.20
126	obj126-val59336	174.50	25.42	4.26	178.60	23.62	9.68
127	obj127-val59779	180.07	29.36	6.07	191.06	23.62	9.35
128	obj128-val60221	44.12	25.58	5.08	33.78	27.39	8.04
129	obj129-val60664	21.48	28.37	6.40	33.13	29.36	7.87
130	obj130-val61107	180.40	18.70	6.23	178.76	19.52	9.68
131	obj131-val61550	163.67	22.80	3.77	167.94	24.60	9.51
132	obj132-val61993	178.92	29.52	6.56	172.20	33.78	8.86
133	obj133-val62435	104.30	17.55	4.10	105.78	23.29	13.12
134	obj134-val62878	73.96	27.88	5.74	69.37	29.52	8.36
135	obj135-val63321	177.61	27.39	5.90	181.22	22.14	9.51
136	obj136-val64207	90.53	26.73	4.59	104.80	25.75	11.81
137	obj137-val64649	24.76	26.08	7.54	4.92	28.86	12.96
138	obj138-val65092	74.62	26.73	3.77	82.49	25.42	11.15
139	obj139-val65535	167.28	30.01	7.38	170.72	31.16	9.18
