 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
1	obj1-val2601	6.40	5.46	30.26	2
2	obj2-val3121	6.35	5.70	8.13	2
3	obj3-val3641	13.04	7.64	46.88	4
4	obj4-val4161	4.16	2.30	65.85	1
5	obj5-val4681	5.07	3.11	60.46	2
6	obj6-val5201	8.52	3.03	6.46	3
7	obj7-val5721	5.19	3.00	71.57	2
8	obj8-val6241	8.33	6.43	85.84	3
9	obj9-val6762	7.23	5.53	34.33	3
10	obj10-val7282	8.56	8.00	39.14	3
11	obj11-val7802	8.67	5.35	7.25	3
12	obj12-val8842	6.70	5.05	19.29	3
13	obj13-val9362	8.30	4.11	4.24	4
14	obj14-val9882	5.76	3.20	36.57	2
15	obj15-val10402	5.70	5.05	55.95	3
16	obj16-val10923	6.74	5.52	58.13	3
17	obj17-val11443	6.48	3.94	72.00	3
18	obj18-val11963	5.92	5.44	5.31	3
19	obj19-val12483	8.74	4.41	22.69	3
20	obj20-val13003	5.78	2.89	17.45	2
21	obj21-val13523	4.80	2.48	18.82	2
22	obj22-val14043	3.30	2.43	50.19	3
23	obj23-val14563	13.52	5.01	11.85	4
24	obj24-val15083	7.63	4.84	23.63	4
25	obj25-val15604	10.93	5.55	23.09	3
26	obj26-val16124	8.95	4.96	22.54	3
27	obj27-val16644	6.87	2.46	16.31	2
28	obj28-val17164	7.25	3.63	53.62	3
29	obj29-val17684	5.26	3.85	80.27	3
30	obj30-val18204	5.51	5.28	52.25	3
31	obj31-val18724	8.39	4.19	14.30	3
32	obj32-val19244	8.34	4.49	15.95	3
33	obj33-val19765	5.34	4.42	22.83	3
34	obj34-val20285	3.44	2.71	7.35	3
35	obj35-val20805	4.55	2.42	9.46	3
36	obj36-val21325	5.18	3.67	20.56	2
37	obj37-val21845	5.08	3.32	17.35	2
38	obj38-val22365	8.98	3.74	20.22	3
39	obj39-val22885	5.00	4.31	7.31	3
40	obj40-val23405	9.93	5.29	21.64	3
41	obj41-val23925	5.72	4.71	56.98	3
42	obj42-val24446	4.41	3.11	84.47	3
43	obj43-val24966	5.18	3.16	33.23	3
44	obj44-val25486	5.06	4.32	3.37	3
45	obj45-val26006	7.48	4.19	72.30	3
46	obj46-val26526	6.80	2.61	71.20	3
47	obj47-val27046	3.34	2.09	52.70	3
48	obj48-val27566	5.27	4.25	81.63	3
49	obj49-val28086	5.69	2.67	18.89	3
50	obj50-val28607	7.48	5.37	59.42	4
51	obj51-val29127	6.22	3.74	53.39	3
52	obj52-val29647	5.34	2.98	21.50	2
53	obj53-val30167	6.75	3.69	9.69	2
54	obj54-val30687	3.35	1.96	66.80	3
55	obj55-val31207	5.80	3.96	20.38	3
56	obj56-val31727	4.71	2.79	8.62	3
57	obj57-val32247	12.71	5.21	20.56	4
58	obj58-val32768	4.70	3.51	17.88	3
59	obj59-val33288	5.78	3.90	78.11	3
60	obj60-val33808	5.55	4.01	60.46	3
