 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
89	obj89-val44790	5.05	2.62	5.36	3
90	obj90-val45262	6.15	1.75	10.71	3
91	obj91-val45733	5.62	2.96	2.79	3
92	obj92-val46205	11.93	4.96	16.43	3
93	obj93-val46676	5.50	2.83	35.22	3
94	obj94-val47147	6.59	4.73	17.28	2
95	obj95-val47619	14.56	4.93	18.08	2
96	obj96-val48090	5.46	4.01	6.34	3
97	obj97-val48562	5.77	4.71	66.61	2
98	obj98-val49033	6.01	2.90	30.96	3
99	obj99-val49505	7.57	4.50	17.74	3
100	obj100-val49976	7.79	2.61	12.76	4
101	obj101-val50448	7.70	3.21	7.28	2
102	obj102-val50919	4.89	3.35	5.19	3
103	obj103-val51391	5.20	3.16	14.04	3
104	obj104-val51862	5.93	5.63	50.19	3
105	obj105-val52334	6.56	4.05	11.56	3
106	obj106-val52805	6.05	2.25	19.23	3
107	obj107-val53277	10.22	3.10	23.68	4
108	obj108-val53748	7.26	5.02	38.29	2
109	obj109-val54220	5.15	2.15	6.91	3
110	obj110-val54691	9.79	5.29	11.66	3
111	obj111-val55163	5.71	3.76	82.50	3
112	obj112-val55634	5.26	4.63	8.53	3
113	obj113-val56106	3.72	2.86	85.60	2
114	obj114-val56577	6.97	3.51	53.62	3
115	obj115-val57048	4.98	3.91	83.48	3
116	obj116-val57520	3.64	2.95	63.43	3
117	obj117-val57991	6.60	4.08	16.82	3
118	obj118-val58463	4.51	1.63	27.47	3
119	obj119-val58934	13.09	4.43	9.01	3
120	obj120-val59406	4.30	2.81	83.29	3
121	obj121-val59877	6.05	3.27	4.97	3
122	obj122-val60349	6.02	4.27	27.12	3
123	obj123-val60820	3.38	1.95	66.80	3
124	obj124-val61292	3.79	2.20	55.01	3
125	obj125-val61763	4.36	3.19	18.43	2
126	obj126-val62235	8.81	2.53	29.88	3
127	obj127-val62706	6.85	1.46	27.60	2
128	obj128-val63178	5.76	3.67	85.82	2
129	obj129-val63649	4.78	2.80	34.70	2
130	obj130-val64121	5.97	2.97	15.52	2
131	obj131-val64592	7.02	2.31	35.54	3
132	obj132-val65064	10.46	3.84	13.80	3
133	obj133-val65535	4.14	3.03	79.51	2
