 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
1	obj1-val1894	4.98	2.95	37.18	2
2	obj2-val2273	7.86	5.29	13.76	2
3	obj3-val2652	5.25	3.72	35.91	2
4	obj4-val3031	1.44	0.57	30.26	1
5	obj5-val3409	8.42	7.07	29.41	3
6	obj6-val4167	7.02	5.60	31.18	2
7	obj7-val4925	5.04	3.55	30.38	2
8	obj8-val5303	6.31	3.83	26.57	3
9	obj9-val6440	8.49	5.12	37.50	3
10	obj10-val6819	7.38	6.10	80.91	3
11	obj11-val7197	8.02	4.76	37.35	2
12	obj12-val7576	3.54	1.20	54.16	1
13	obj13-val7955	5.57	4.60	66.19	2
14	obj14-val8334	4.88	3.93	11.98	2
15	obj15-val8713	3.73	3.12	40.10	2
16	obj16-val9092	9.15	4.35	20.77	3
17	obj17-val9470	6.34	4.68	42.36	2
18	obj18-val9849	3.71	2.78	4.40	2
19	obj19-val10228	6.51	4.27	19.44	2
20	obj20-val10607	6.91	3.77	20.70	2
21	obj21-val10986	5.14	3.07	12.34	2
22	obj22-val11364	8.93	3.79	26.57	3
23	obj23-val11743	7.28	3.04	20.85	2
24	obj24-val12501	8.33	5.51	27.03	2
25	obj25-val12880	7.87	4.39	34.62	3
26	obj26-val13259	7.47	6.12	71.94	3
27	obj27-val13637	4.66	3.38	33.69	2
28	obj28-val14016	8.94	4.31	10.74	3
29	obj29-val14395	4.77	2.95	34.70	2
30	obj30-val14774	9.12	5.78	6.44	3
31	obj31-val15153	8.31	3.54	11.09	3
32	obj32-val15531	13.56	3.01	16.84	3
33	obj33-val15910	3.97	1.10	21.04	1
34	obj34-val16289	10.26	4.64	13.82	3
35	obj35-val16668	8.94	5.28	6.46	3
36	obj36-val17047	9.82	5.87	9.16	3
37	obj37-val17425	7.95	4.49	24.70	2
38	obj38-val17804	5.64	4.25	42.80	2
39	obj39-val18183	4.51	2.71	33.18	2
40	obj40-val18562	6.68	4.71	18.43	3
41	obj41-val18941	6.26	4.93	8.30	2
42	obj42-val19320	1.27	1.00	49.40	1
43	obj43-val20077	8.22	4.20	11.09	3
44	obj44-val20456	10.19	6.63	2.39	3
45	obj45-val20835	6.61	4.75	16.46	3
46	obj46-val21214	1.86	1.09	48.01	1
47	obj47-val21592	8.04	5.61	5.71	2
48	obj48-val21971	8.57	5.96	15.26	2
49	obj49-val22350	8.98	3.31	13.78	2
50	obj50-val22729	10.59	5.58	6.52	3
51	obj51-val23487	7.83	2.31	13.17	2
52	obj52-val23865	7.44	2.37	28.22	2
53	obj53-val24244	2.07	1.47	45	1
54	obj54-val24623	9.16	4.47	23.32	3
55	obj55-val25002	11.84	4.40	23.55	3
56	obj56-val25381	9.69	4.05	4.27	3
57	obj57-val25759	5.67	4.39	37.65	2
58	obj58-val26517	13.52	3.36	1.33	3
59	obj59-val26896	6.53	4.45	13.45	3
60	obj60-val27275	5.26	2.79	15.71	2
61	obj61-val27653	1.36	1.03	26.57	1
62	obj62-val28032	5.65	2.43	7.94	2
63	obj63-val28411	8.09	3.65	22.62	3
64	obj64-val28790	6.51	2.06	29.43	2
65	obj65-val29169	8.65	5.58	19.03	3
66	obj66-val29548	10.74	4.72	11.00	3
67	obj67-val29926	4.79	2.58	69.44	3
68	obj68-val30305	7.15	4.64	6.20	3
69	obj69-val31063	4.50	1.44	28.89	2
70	obj70-val31442	4.76	2.48	22.11	3
71	obj71-val32199	5.64	2.57	4.29	2
72	obj72-val32578	9.27	4.24	21.80	3
73	obj73-val32957	10.77	3.35	3.22	3
74	obj74-val33336	7.38	3.66	17.70	2
75	obj75-val33715	9.82	4.85	15.33	3
76	obj76-val34093	7.78	3.80	75.47	3
77	obj77-val34472	6.91	4.76	28.81	3
78	obj78-val34851	7.87	5.11	79.32	3
79	obj79-val35230	6.94	1.91	39.81	2
80	obj80-val35609	7.29	2.77	27.12	3
81	obj81-val36366	6.38	3.56	4.18	2
82	obj82-val36745	6.05	5.19	88.64	3
83	obj83-val37124	8.42	4.01	8.75	3
84	obj84-val37503	5.31	2.39	35.54	2
85	obj85-val37882	8.70	3.27	11.94	3
86	obj86-val38639	6.54	5.06	39.47	3
87	obj87-val39018	7.28	4.84	12.41	3
88	obj88-val39397	8.54	3.58	8.43	3
89	obj89-val39776	3.98	2.11	6.58	2
90	obj90-val40154	6.02	4.75	68.20	3
91	obj91-val40533	7.41	4.75	30.17	3
92	obj92-val40912	7.75	3.03	10.62	3
93	obj93-val41291	3.93	1.32	77.47	2
94	obj94-val42048	8.16	4.69	13.30	3
95	obj95-val42427	8.61	3.81	16.70	3
96	obj96-val42806	6.88	4.15	19.23	3
97	obj97-val43185	6.54	2.51	24.44	3
98	obj98-val43943	5.72	3.21	4.40	2
99	obj99-val44321	9.26	3.69	13.07	3
100	obj100-val44700	6.58	4.44	7.82	3
101	obj101-val45079	9.34	3.65	4.01	3
102	obj102-val45458	8.01	2.56	4.32	3
103	obj103-val45837	5.55	3.36	21.80	3
104	obj104-val46215	4.19	2.43	8.43	2
105	obj105-val46594	6.26	2.52	11.59	3
106	obj106-val46973	6.90	3.32	21.04	3
107	obj107-val47352	7.33	3.72	8.47	3
108	obj108-val47731	6.86	2.37	8.13	3
109	obj109-val48110	6.63	3.96	45.97	3
110	obj110-val48488	6.64	3.37	29.58	3
111	obj111-val48867	6.07	4.17	35.22	3
112	obj112-val49246	9.81	2.08	15.33	3
113	obj113-val49625	5.50	2.49	14.38	3
114	obj114-val50004	5.58	1.56	38.23	2
115	obj115-val50382	5.87	3.44	19.75	3
116	obj116-val50761	7.73	2.42	11.77	3
117	obj117-val51140	5.51	4.22	12.20	3
118	obj118-val51519	5.87	3.91	21.54	3
119	obj119-val51898	6.61	2.33	14.57	3
120	obj120-val52276	5.26	3.85	12.20	3
121	obj121-val52655	8.08	2.45	21.60	2
122	obj122-val53034	8.49	4.06	7.85	3
123	obj123-val53413	6.30	2.71	6.63	3
124	obj124-val53792	5.34	2.48	9.21	3
125	obj125-val54549	4.34	3.39	47.73	2
126	obj126-val54928	3.93	2.54	71.57	3
127	obj127-val55307	5.04	3.18	24.44	3
128	obj128-val55686	3.49	2.60	77.74	3
129	obj129-val56065	4.44	2.77	16.70	2
130	obj130-val57201	6.08	3.83	46.01	3
131	obj131-val57580	4.31	1.88	8.13	2
132	obj132-val58338	3.93	2.93	60.52	2
133	obj133-val58716	2.74	1.26	54.46	1
134	obj134-val59095	4.68	2.71	61.70	2
135	obj135-val59853	2.39	0.84	80.54	1
