 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
53	obj53-val26390	6.82	3.91	65.06	2
54	obj54-val26830	6.30	3.04	7.77	3
55	obj55-val27270	4.09	1.97	77.91	2
56	obj56-val27709	3.94	3.18	19.80	3
57	obj57-val28149	7.62	4.69	37.87	2
58	obj58-val28589	3.74	1.45	11.77	1
59	obj59-val29469	3.75	3.11	10.49	3
60	obj60-val29909	5.67	4.88	75.62	3
61	obj61-val30348	8.53	4.24	78.18	3
62	obj62-val30788	6.64	3.62	31.61	2
63	obj63-val31228	4.77	3.02	28.74	3
64	obj64-val31668	5.24	3.58	29.43	3
65	obj65-val32108	7.79	3.28	65.46	3
66	obj66-val32548	7.00	5.18	72.98	3
67	obj67-val32987	5.03	2.87	55.62	3
68	obj68-val33427	9.21	3.76	77.37	3
69	obj69-val33867	4.57	2.25	55.18	2
70	obj70-val34307	5.82	4.06	41.88	2
71	obj71-val34747	2.20	1.21	70.71	2
72	obj72-val35187	3.20	1.65	8.75	3
73	obj73-val35626	5.50	3.65	7.50	4
74	obj74-val36066	5.78	3.73	71.08	3
75	obj75-val36506	2.87	1.63	62.10	3
76	obj76-val36946	4.25	3.62	18.43	3
77	obj77-val37386	5.85	3.02	29.93	3
78	obj78-val37826	5.26	3.69	38.66	2
79	obj79-val38265	5.28	3.70	35.91	2
80	obj80-val38705	6.80	4.06	12.53	3
81	obj81-val39145	5.62	5.07	36.87	3
82	obj82-val39585	4.69	2.32	81.12	3
83	obj83-val40025	4.13	2.52	58.67	3
84	obj84-val40465	3.59	2.22	79.88	3
85	obj85-val40904	4.79	2.75	79.05	3
86	obj86-val41344	10.23	5.76	17.35	3
87	obj87-val41784	7.33	3.66	68.20	3
88	obj88-val42224	2.84	2.18	81.87	3
89	obj89-val42664	5.43	4.53	65.22	2
90	obj90-val43104	7.24	4.02	76.26	2
91	obj91-val43543	2.17	1.18	19.65	2
92	obj92-val43983	8.91	3.63	47.12	3
93	obj93-val44423	4.39	2.42	20.14	3
94	obj94-val44863	2.74	1.45	5.44	2
95	obj95-val45303	8.02	6.93	4.54	2
96	obj96-val45743	6.51	4.55	32.28	3
97	obj97-val46182	4.96	2.98	18.43	2
98	obj98-val46622	6.91	3.61	59.66	3
99	obj99-val47062	2.97	1.44	39.09	3
100	obj100-val47502	6.61	4.99	40.60	3
101	obj101-val47942	4.39	3.00	3.58	2
102	obj102-val48382	4.96	3.53	21.50	3
103	obj103-val48821	5.72	3.13	3.99	3
104	obj104-val49701	6.67	3.43	43.36	3
105	obj105-val50141	5.86	2.56	18.43	3
106	obj106-val50581	5.15	2.85	17.35	3
107	obj107-val51021	1.77	0.74	56.31	2
108	obj108-val51460	10.84	4.50	3.97	3
109	obj109-val51900	10.38	4.28	18.43	3
110	obj110-val52340	7.71	4.66	88.88	3
111	obj111-val52780	4.40	1.88	82.41	3
112	obj112-val53220	7.17	2.74	4.97	2
113	obj113-val53660	5.12	2.53	10.01	3
114	obj114-val54099	10.40	4.93	13.65	3
115	obj115-val54539	5.37	2.78	17.93	2
116	obj116-val54979	6.30	1.64	25.97	2
117	obj117-val55419	9.65	4.26	6.15	3
118	obj118-val55859	10.86	3.05	8.62	3
119	obj119-val56299	6.21	3.83	6.95	2
120	obj120-val56738	8.09	2.87	10.68	2
121	obj121-val57178	6.10	3.04	8.13	3
122	obj122-val57618	7.68	4.51	34.99	3
123	obj123-val58058	5.65	2.43	29.54	2
124	obj124-val58498	7.25	4.17	50.36	2
125	obj125-val58938	7.74	6.16	12.53	3
126	obj126-val59377	2.75	1.49	11.31	1
127	obj127-val59817	6.44	3.80	20.56	2
128	obj128-val60257	5.11	4.01	9.46	3
129	obj129-val60697	3.73	2.98	15.07	2
130	obj130-val61137	7.80	5.09	5.91	3
131	obj131-val61577	6.82	4.05	18.00	2
132	obj132-val62016	6.07	4.07	23.03	3
133	obj133-val62456	5.18	3.62	49.57	3
134	obj134-val62896	7.82	4.03	17.02	2
135	obj135-val63336	12.81	2.08	13.67	2
136	obj136-val63776	9.50	3.22	11.11	2
137	obj137-val64216	9.72	4.30	15.33	2
138	obj138-val64655	8.62	4.23	12.63	3
139	obj139-val65095	9.52	3.25	0.94	2
140	obj140-val65535	16.58	4.97	1.64	3
