 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
1	obj1-val2639	3.62	2.05	59.04	1
2	obj2-val3079	2.25	1.46	14.93	1
3	obj3-val3519	6.11	4.54	22.04	2
4	obj4-val3958	6.57	5.27	78.18	2
5	obj5-val4398	6.80	5.70	18.06	2
6	obj6-val4838	4.53	3.14	11.69	2
7	obj7-val5718	10.42	6.42	10.82	3
8	obj8-val6158	5.33	2.99	73.30	2
9	obj9-val7037	4.73	3.59	28.89	2
10	obj10-val7477	9.82	6.14	22.43	4
11	obj11-val7917	7.32	5.40	10.41	2
12	obj12-val8357	8.60	7.96	34.56	3
13	obj13-val8797	8.87	7.15	73.39	3
14	obj14-val9236	3.35	2.35	27.76	2
15	obj15-val9676	3.66	3.28	81.25	2
16	obj16-val10116	4.55	3.11	19.65	3
17	obj17-val10556	5.00	1.35	43.26	2
18	obj18-val10996	5.53	2.63	20.92	2
19	obj19-val11436	1.17	0.97	60.26	1
20	obj20-val11875	4.10	1.86	6.12	2
21	obj21-val12315	8.18	7.29	26.57	3
22	obj22-val12755	5.92	3.50	60.80	3
23	obj23-val13195	5.99	4.33	81.67	3
24	obj24-val13635	5.36	3.76	39.61	2
25	obj25-val14075	8.39	5.39	47.66	3
26	obj26-val14514	10.21	3.30	28.81	3
27	obj27-val14954	4.92	3.67	18.92	3
28	obj28-val15394	4.98	3.93	6.01	2
29	obj29-val15834	6.89	3.17	35.10	2
30	obj30-val16274	6.25	3.35	18.89	3
31	obj31-val16714	7.54	6.41	54.46	3
32	obj32-val17153	5.17	1.85	82.50	3
33	obj33-val17593	6.80	4.72	63.43	2
34	obj34-val18033	7.20	3.80	23.36	2
35	obj35-val18473	6.63	2.78	70.02	3
36	obj36-val18913	6.50	4.73	81.03	3
37	obj37-val19353	5.60	2.04	51.84	3
38	obj38-val19792	2.53	1.73	29.36	2
39	obj39-val20232	9.34	6.73	75.22	4
40	obj40-val20672	4.48	4.07	20.14	2
41	obj41-val21112	6.02	3.20	11.31	3
42	obj42-val21552	5.00	2.31	60.26	3
43	obj43-val21992	6.55	3.73	51.77	3
44	obj44-val22431	9.10	3.26	10.22	3
45	obj45-val22871	5.29	3.39	18.97	3
46	obj46-val23311	6.36	4.62	6.79	3
47	obj47-val23751	4.17	2.60	68.20	3
48	obj48-val24191	10.25	4.89	11.48	3
49	obj49-val24631	6.01	4.31	54.46	3
50	obj50-val25070	7.74	4.62	12.65	3
51	obj51-val25510	4.99	2.66	55.41	3
52	obj52-val25950	3.23	1.76	64.65	3
