 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
36	obj36-val19224	155.14	19.02	1.80	160.06	18.53	8.36
37	obj37-val19661	132.68	23.12	2.13	138.42	18.20	9.68
38	obj38-val20097	101.19	19.68	3.44	107.75	13.94	7.05
39	obj39-val20534	125.30	23.12	2.13	127.10	13.28	8.69
40	obj40-val20971	118.41	17.71	2.30	116.44	13.94	8.53
41	obj41-val21408	88.40	31.82	4.59	86.59	34.77	7.22
42	obj42-val21845	66.75	31.65	3.61	74.78	34.93	6.40
43	obj43-val22282	114.64	36.74	3.61	127.26	40.02	7.87
44	obj44-val22719	129.23	38.05	2.30	123.16	42.97	7.22
45	obj45-val23156	143.01	41.16	2.62	139.40	46.74	6.40
46	obj46-val23593	127.26	20.34	2.95	135.46	14.76	8.69
47	obj47-val24030	71.34	19.35	4.59	81.34	17.22	7.38
48	obj48-val24466	101.52	22.96	3.12	98.24	18.70	8.36
49	obj49-val24903	105.12	21.16	2.46	106.93	17.06	8.53
50	obj50-val25340	119.39	26.73	2.62	115.46	29.85	8.69
51	obj51-val25777	143.66	16.07	2.46	146.29	16.89	8.86
52	obj52-val26214	68.88	30.01	4.26	80.85	31.82	7.54
53	obj53-val26651	89.54	25.75	3.61	96.76	35.59	7.71
54	obj54-val27088	111.52	40.84	6.07	101.84	38.21	6.23
55	obj55-val27525	122.02	23.62	2.30	122.51	15.58	9.18
56	obj56-val27962	81.51	25.75	4.43	93.48	20.01	5.58
57	obj57-val28399	158.75	28.04	3.12	160.56	27.39	8.36
58	obj58-val28835	76.75	26.24	4.10	85.44	31.65	8.04
59	obj59-val29272	156.13	27.88	2.62	152.52	31.98	8.69
60	obj60-val29709	93.15	33.62	3.94	102.66	40.34	6.72
61	obj61-val30146	108.73	22.96	2.13	113.16	14.92	8.53
62	obj62-val30583	154.82	13.94	4.43	157.60	22.96	9.02
63	obj63-val31020	128.41	21.98	3.44	135.79	16.56	8.69
64	obj64-val31457	79.38	25.42	5.08	91.84	31.32	7.87
65	obj65-val31894	111.03	26.08	3.28	109.39	27.88	6.72
66	obj66-val32331	159.57	30.01	4.76	160.88	29.68	7.71
67	obj67-val32768	107.75	27.39	3.28	114.47	31.32	9.51
68	obj68-val33204	128.08	35.92	1.97	132.02	36.57	9.02
69	obj69-val33641	111.85	33.13	2.79	115.78	38.21	7.87
70	obj70-val34078	139.07	37.39	2.46	148.42	39.03	7.22
71	obj71-val34515	68.55	17.38	6.23	52.32	17.38	7.22
72	obj72-val34952	126.44	22.30	3.28	128.58	17.88	9.68
73	obj73-val35389	42.15	16.89	6.72	31.98	20.83	6.89
74	obj74-val35826	136.78	25.91	3.12	144.65	20.17	9.68
75	obj75-val36263	108.57	23.12	2.13	110.70	23.62	9.51
76	obj76-val36700	132.84	24.93	2.62	133.17	21.48	10.17
77	obj77-val37137	155.14	22.47	2.95	154.00	27.22	8.86
78	obj78-val37573	37.39	27.22	4.43	28.70	22.96	8.53
79	obj79-val38010	54.94	26.40	4.59	44.77	27.72	8.04
80	obj80-val38447	127.26	28.70	2.95	133.82	32.80	9.68
81	obj81-val38884	130.54	32.64	2.46	136.94	34.44	9.35
82	obj82-val39321	149.24	18.70	3.12	147.27	21.48	9.35
83	obj83-val39758	163.84	18.70	3.94	162.69	24.60	9.18
84	obj84-val40195	146.78	26.40	2.62	145.47	22.96	9.84
85	obj85-val40632	96.10	26.40	3.44	90.36	21.81	8.53
86	obj86-val41069	118.90	25.42	2.79	118.57	23.29	10.50
87	obj87-val41506	103.16	25.26	3.44	94.79	25.91	9.51
88	obj88-val41942	127.26	28.54	2.79	125.95	24.11	10.66
89	obj89-val42379	134.81	25.75	2.79	142.19	22.47	9.68
90	obj90-val42816	46.58	28.70	4.92	36.74	23.78	8.04
91	obj91-val43253	145.63	27.39	3.44	152.36	26.90	9.02
92	obj92-val43690	57.07	28.86	4.92	46.90	31.16	7.54
93	obj93-val44127	126.28	29.36	2.95	124.97	33.13	9.84
94	obj94-val44564	133.00	31.98	3.77	143.83	32.96	8.86
95	obj95-val45001	78.06	20.66	6.23	64.94	18.70	7.54
96	obj96-val45438	48.38	22.30	5.41	36.74	20.66	7.22
97	obj97-val46311	161.70	25.58	4.26	173.02	27.06	8.86
98	obj98-val46748	60.84	29.52	4.26	67.24	33.46	7.38
99	obj99-val47185	146.12	34.28	2.30	160.06	33.29	7.54
100	obj100-val47622	137.60	26.57	3.61	148.09	26.90	9.51
101	obj101-val48059	66.42	27.39	4.59	76.75	32.80	7.71
102	obj102-val48496	100.70	28.37	3.44	94.46	30.83	9.02
103	obj103-val48933	147.60	37.56	4.43	150.88	35.59	7.87
104	obj104-val49370	152.36	18.37	2.46	155.14	20.50	9.02
105	obj105-val49807	110.37	25.42	3.28	115.46	21.48	10.17
106	obj106-val50244	67.40	23.94	4.76	58.88	24.44	9.51
107	obj107-val50680	59.37	24.93	4.43	48.38	25.26	8.36
108	obj108-val51117	66.58	24.76	4.43	64.12	24.27	9.35
109	obj109-val51554	101.35	31.98	3.77	100.86	33.62	9.02
110	obj110-val51991	127.92	40.02	6.72	138.91	39.52	6.89
111	obj111-val52428	55.92	21.32	4.92	46.25	24.60	8.69
112	obj112-val52865	163.67	23.62	4.43	170.89	20.66	9.02
113	obj113-val53302	123.98	25.75	3.44	118.08	29.52	9.84
114	obj114-val53739	72.98	25.91	3.94	83.97	29.19	8.69
115	obj115-val54176	103.98	27.72	3.61	98.89	27.22	9.84
116	obj116-val54613	161.38	31.16	5.25	164.98	29.03	8.36
117	obj117-val55486	117.75	20.01	4.59	119.56	19.68	10.33
118	obj118-val55923	64.12	20.66	4.92	54.78	20.17	8.69
119	obj119-val56360	126.44	23.94	3.44	122.51	24.44	10.50
120	obj120-val56797	71.01	25.58	4.10	66.75	23.94	9.51
121	obj121-val57234	105.62	27.39	3.94	108.24	26.90	10.00
122	obj122-val57671	105.62	28.21	3.28	103.32	30.83	9.51
123	obj123-val58108	118.08	33.46	4.43	117.42	31.49	9.68
124	obj124-val58545	44.12	19.19	6.23	48.71	17.71	8.04
125	obj125-val58982	171.71	26.57	5.41	181.22	22.63	8.53
126	obj126-val59855	130.87	26.90	2.95	140.22	24.76	10.17
127	obj127-val60292	62.65	25.42	4.59	55.76	26.73	9.35
128	obj128-val60729	96.76	28.37	5.08	88.72	25.75	9.35
129	obj129-val61166	135.46	27.06	3.44	143.01	28.04	10.00
130	obj130-val61603	103.16	30.34	3.12	107.42	37.23	8.04
131	obj131-val62040	124.64	23.29	2.62	123.16	19.68	10.33
132	obj132-val62477	61.83	27.88	4.26	53.46	29.85	8.36
133	obj133-val63351	105.12	26.24	4.26	103.32	22.63	13.45
134	obj134-val63787	131.04	27.72	3.44	128.08	28.86	10.50
135	obj135-val64224	127.76	25.42	3.61	129.72	20.83	10.50
136	obj136-val64661	132.18	28.37	2.95	137.10	28.70	10.33
137	obj137-val65098	171.71	23.94	6.89	170.72	25.75	9.02
138	obj138-val65535	110.04	28.86	5.58	114.80	26.24	10.00
