 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
1	obj1-val3058	141.20	21.65	0.82	147.93	17.88	3.61
2	obj2-val3495	111.85	22.96	0.16	117.42	20.83	4.92
3	obj3-val3932	125.46	33.29	0.16	125.95	31.98	4.10
4	obj4-val4369	146.78	21.32	1.31	138.91	26.40	3.61
5	obj5-val4806	115.95	16.40	1.97	110.37	11.81	3.94
6	obj6-val5243	155.47	24.27	2.79	143.01	32.47	3.44
7	obj7-val5680	123	34.28	1.31	116.60	39.69	3.77
8	obj8-val6117	116.60	15.58	1.64	117.26	11.64	5.90
9	obj9-val6554	131.86	33.62	1.31	135.14	39.85	4.43
10	obj10-val6990	150.22	24.93	0.98	151.21	21.98	5.58
11	obj11-val7427	151.37	16.56	1.48	149.24	12.96	6.56
12	obj12-val7864	134.32	31.32	1.80	141.04	31.98	5.41
13	obj13-val8301	42.48	28.21	1.80	39.69	30.83	7.05
14	obj14-val8738	82.33	37.88	4.10	71.18	36.57	4.92
15	obj15-val9175	138.91	11.64	1.48	133.50	10.33	5.58
16	obj16-val10049	125.46	37.06	1.64	126.44	39.52	6.23
17	obj17-val10486	149.57	34.28	1.80	158.75	37.06	5.25
18	obj18-val10923	156.95	29.19	1.64	167.12	32.14	7.05
19	obj19-val11359	109.22	34.77	2.62	114.64	40.67	6.40
20	obj20-val11796	131.36	41.49	1.97	127.43	50.02	6.40
21	obj21-val12233	98.89	22.30	3.28	95.28	15.74	7.22
22	obj22-val12670	107.58	17.55	2.46	117.10	11.81	6.07
23	obj23-val13107	158.42	21.48	2.30	160.23	22.14	7.54
24	obj24-val13981	77.57	23.78	3.94	87.08	19.84	5.41
25	obj25-val14418	115.78	30.34	2.46	119.23	37.72	7.54
26	obj26-val14855	127.59	21.81	1.97	138.91	12.79	7.87
27	obj27-val15292	154.00	31.49	1.80	160.39	33.78	7.38
28	obj28-val15728	119.88	30.50	1.97	126.12	35.75	9.02
29	obj29-val16165	137.10	37.06	2.62	145.47	36.41	7.54
30	obj30-val16602	129.07	36.74	2.95	142.68	36.41	8.20
31	obj31-val17039	119.88	15.25	3.44	128.41	10.66	6.72
32	obj32-val17476	87.90	22.47	4.10	88.72	16.89	6.56
33	obj33-val17913	146.29	33.78	2.13	149.40	31.98	8.53
34	obj34-val18350	136.12	11.32	3.28	137.92	10.50	6.56
35	obj35-val18787	140.55	18.20	2.30	147.44	13.28	7.54
