 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
78	obj78-val37299	7.91	4.03	5.83	3
79	obj79-val37648	8.49	4.47	5.53	3
80	obj80-val37996	7.71	5.29	19.80	2
81	obj81-val38345	6.70	3.13	15.02	3
82	obj82-val38694	3.71	2.81	85.24	3
83	obj83-val39391	5.09	2.83	21.80	3
84	obj84-val39739	10.47	5.97	18.97	3
85	obj85-val40088	2.56	1.92	19.44	2
86	obj86-val40436	4.27	2.85	33.69	2
87	obj87-val40785	9.94	4.89	73.61	4
88	obj88-val41134	8.49	5.84	72.65	2
89	obj89-val41482	3.17	2.60	48.58	1
90	obj90-val42179	11.06	6.27	86.48	3
91	obj91-val42528	9.97	4.49	75.96	3
92	obj92-val42877	2.71	2.39	14.04	2
93	obj93-val43225	6.32	4.96	16.82	3
94	obj94-val43574	2.94	1.94	11.31	2
95	obj95-val43922	9.36	3.24	9.31	3
96	obj96-val44271	5.24	2.29	39.40	3
97	obj97-val44620	2.21	0.88	47.29	3
98	obj98-val44968	4.89	3.35	24.90	2
99	obj99-val45317	5.19	3.86	9.73	3
100	obj100-val45665	2.56	0.65	45	1
101	obj101-val46014	11.57	2.86	45	3
102	obj102-val46363	8.39	3.39	2.05	4
103	obj103-val46711	5.28	1.28	10.30	3
104	obj104-val47060	5.98	3.90	34.08	3
105	obj105-val47408	8.21	2.89	24.27	3
106	obj106-val47757	5.97	4.57	79.56	3
107	obj107-val48105	7.03	2.17	22.52	3
108	obj108-val48454	8.19	3.56	13.30	3
109	obj109-val48803	5.37	2.69	37.87	2
110	obj110-val49151	4.38	3.88	51.63	3
111	obj111-val49500	3.88	1.86	85.60	2
112	obj112-val49848	5.51	2.41	40.60	3
113	obj113-val50197	5.45	3.97	26.57	4
114	obj114-val50546	4.30	3.02	20.77	3
115	obj115-val50894	7.00	2.81	16.59	4
116	obj116-val51243	5.79	4.44	34.99	3
117	obj117-val51591	2.50	0.88	9.46	1
118	obj118-val51940	6.61	5.47	63.43	3
119	obj119-val52289	5.83	2.12	33.27	3
120	obj120-val52637	7.20	4.03	33.39	3
121	obj121-val52986	4.86	3.56	47.12	3
122	obj122-val53334	8.96	3.98	4.76	3
123	obj123-val53683	6.66	3.33	16.46	2
124	obj124-val54032	7.61	4.30	3.01	3
125	obj125-val54380	6.49	2.78	40.31	3
126	obj126-val54729	5.29	2.20	49.97	3
127	obj127-val55077	7.08	4.43	8.84	2
128	obj128-val55426	5.43	3.12	2.94	3
129	obj129-val55774	6.92	1.97	13.45	3
130	obj130-val56123	10.16	2.94	12.62	3
131	obj131-val56472	7.69	2.89	84.43	3
132	obj132-val56820	4.70	2.85	37.23	3
133	obj133-val57169	4.70	3.24	33.23	3
134	obj134-val57517	3.41	2.96	23.50	3
135	obj135-val57866	6.41	4.01	50.04	3
136	obj136-val58215	3.22	1.49	66.04	3
137	obj137-val58563	5.43	2.27	9.78	3
138	obj138-val58912	5.53	2.37	25.28	2
139	obj139-val59260	5.32	3.44	26.57	3
140	obj140-val59609	3.73	2.50	75.47	3
141	obj141-val59958	2.68	1.81	15.26	2
142	obj142-val60306	8.06	3.72	29.62	3
143	obj143-val60655	4.15	2.89	55.18	3
144	obj144-val61003	4.00	2.83	63.43	3
145	obj145-val61352	4.96	2.49	20.56	3
146	obj146-val61701	6.03	2.26	2.73	3
147	obj147-val62049	6.03	3.84	4.18	3
148	obj148-val62398	4.74	2.68	19.54	3
149	obj149-val62746	5.83	2.80	20.56	3
150	obj150-val63095	5.17	3.44	17.93	3
151	obj151-val63443	3.32	2.71	33.11	3
152	obj152-val63792	7.78	3.24	15.35	3
153	obj153-val64141	5.42	2.26	17.97	3
154	obj154-val64489	8.74	5.69	4.86	4
155	obj155-val64838	6.11	3.11	60.80	3
156	obj156-val65186	1.62	0.61	30.96	1
157	obj157-val65535	6.30	5.49	22.71	4
