 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
1	obj1-val3486	9.30	4.30	6.77	3
2	obj2-val3834	3.30	2.25	79.99	1
3	obj3-val4183	4.74	1.84	10.01	2
4	obj4-val4532	2.58	0.95	26.57	1
5	obj5-val5577	6.94	4.20	10.30	3
6	obj6-val5926	2.36	0.92	19.98	1
7	obj7-val6275	8.52	4.92	54.12	3
8	obj8-val6623	6.02	4.73	58.57	3
9	obj9-val7320	5.17	2.99	22.75	2
10	obj10-val7669	6.22	4.24	74.05	3
11	obj11-val8018	8.97	7.08	74.67	3
12	obj12-val8366	6.01	3.66	70.97	2
13	obj13-val8715	5.38	4.01	19.75	2
14	obj14-val9063	9.92	8.61	6.91	3
15	obj15-val10109	7.70	5.58	14.04	3
16	obj16-val10806	2.50	1.75	18.43	1
17	obj17-val11503	7.73	5.42	3.01	3
18	obj18-val11852	9.03	6.07	3.95	3
19	obj19-val12549	4.31	2.09	55.49	2
20	obj20-val12898	6.46	3.28	9.04	2
21	obj21-val13595	6.90	3.87	19.98	3
22	obj22-val13944	6.74	4.80	75.32	2
23	obj23-val14292	8.30	6.50	21.19	3
24	obj24-val14641	6.61	3.02	12.99	2
25	obj25-val14989	6.77	6.49	66.16	2
26	obj26-val15338	8.86	4.97	45	4
27	obj27-val15687	3.90	2.00	45	2
28	obj28-val16035	2.57	2.26	32.74	1
29	obj29-val16384	5.17	2.44	28.74	2
30	obj30-val16732	3.13	1.68	14.04	1
31	obj31-val17081	11.23	4.92	7.03	3
32	obj32-val17430	2.96	1.84	53.13	2
33	obj33-val17778	6.37	4.72	23.55	3
34	obj34-val18475	6.96	3.85	40.73	2
35	obj35-val18824	2.86	2.15	14.74	2
36	obj36-val19172	11.86	5.12	37.61	3
37	obj37-val19521	8.91	8.02	82.53	3
38	obj38-val19870	7.41	4.85	81.87	3
39	obj39-val20218	6.18	4.46	11.31	2
40	obj40-val20915	4.40	3.22	42.40	2
41	obj41-val21264	7.02	5.35	29.17	3
42	obj42-val21613	7.14	3.89	35.10	3
43	obj43-val21961	13.94	6.68	3.54	4
44	obj44-val22310	2.23	1.60	75.07	1
45	obj45-val23007	2.25	0.83	45	1
46	obj46-val23356	5.31	4.47	10.71	2
47	obj47-val23704	3.74	2.56	56.98	2
48	obj48-val24401	6.51	3.16	3.90	2
49	obj49-val25447	2.94	1.74	2.86	1
50	obj50-val25796	4.75	3.84	37.18	2
51	obj51-val26493	5.43	4.19	59.30	2
52	obj52-val26841	4.59	2.28	20.14	2
53	obj53-val27190	11.41	3.45	8.25	3
54	obj54-val27887	5.48	4.11	56.73	3
55	obj55-val28236	2.81	2.09	24.23	1
56	obj56-val28584	7.96	5.84	67.07	3
57	obj57-val29282	7.87	3.38	16.39	2
58	obj58-val29630	1.48	1.37	21.80	2
59	obj59-val29979	4.21	2.60	40.82	2
60	obj60-val30327	5.85	4.37	48.81	4
61	obj61-val30676	6.09	3.76	23.20	2
62	obj62-val31025	8.27	6.03	51.34	3
63	obj63-val31373	6.48	3.61	34.44	3
64	obj64-val31722	6.41	4.52	66.97	3
65	obj65-val32070	4.63	2.70	27.41	2
66	obj66-val32419	8.93	3.04	36.87	3
67	obj67-val33116	4.35	4.11	36.87	1
68	obj68-val33465	4.51	2.91	86.05	3
69	obj69-val33813	10.64	3.81	10.67	3
70	obj70-val34162	7.52	4.04	8.30	2
71	obj71-val34510	7.36	5.11	34.82	2
72	obj72-val34859	6.87	3.57	60.95	3
73	obj73-val35208	4.79	3.14	28.61	2
74	obj74-val35556	7.29	2.93	54.61	3
75	obj75-val35905	10.04	3.44	56.04	3
76	obj76-val36253	6.38	3.73	10.78	3
77	obj77-val36602	4.67	2.65	83.09	3
