 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
1	obj1-val2849	139.56	13.61	0	141.86	13.28	5.41
2	obj2-val3256	173.51	29.52	0.98	176.79	32.47	3.44
3	obj3-val3663	165.31	35.42	0.66	173.68	35.75	7.05
4	obj4-val4070	178.76	29.68	2.13	179.91	31.00	5.25
5	obj5-val4478	173.51	33.13	1.48	175.64	35.10	5.90
6	obj6-val4885	154.82	30.50	1.48	156.62	34.93	5.41
7	obj7-val5292	159.41	30.50	2.46	172.69	33.95	5.25
8	obj8-val5699	152.19	34.60	1.97	154.32	34.77	4.92
9	obj9-val6106	100.04	21.16	1.48	104.47	18.53	5.08
10	obj10-val6513	157.60	35.75	2.46	157.28	35.42	5.58
11	obj11-val6920	112.83	40.34	1.80	111.36	33.62	3.94
12	obj12-val7734	113.32	42.15	1.97	115.78	40.84	4.76
13	obj13-val8548	81.51	21.81	3.28	84.95	12.79	5.25
14	obj14-val8955	114.64	18.53	2.30	114.80	15.74	5.08
15	obj15-val9362	194.34	22.30	2.95	183.35	25.09	4.26
16	obj16-val10176	82.16	41.33	2.62	83.31	39.52	4.59
17	obj17-val10583	216.48	13.94	4.26	227.47	10.17	5.08
18	obj18-val10990	169.58	18.37	1.15	164.82	9.84	6.40
19	obj19-val11397	169.41	23.78	2.95	168.59	20.83	5.08
20	obj20-val11804	191.55	29.19	2.79	199.26	24.44	6.72
21	obj21-val12211	198.93	29.36	2.46	200.90	28.04	5.90
22	obj22-val12619	85.77	13.12	2.62	97.42	14.43	5.41
23	obj23-val13026	165.31	18.86	1.80	160.23	20.17	6.72
24	obj24-val13433	143.66	40.84	3.61	137.43	46.41	5.25
25	obj25-val13840	107.75	19.52	2.13	110.21	14.43	6.56
26	obj26-val14247	184.34	20.66	2.13	188.93	16.40	7.05
27	obj27-val14654	178.60	32.14	2.79	176.63	34.44	6.40
28	obj28-val15061	90.69	19.19	2.46	86.43	16.24	6.40
29	obj29-val15468	99.22	20.34	1.64	99.06	16.56	6.56
30	obj30-val15875	125.13	22.47	2.13	135.63	17.88	7.71
31	obj31-val16282	118.41	21.48	2.13	129.56	14.76	6.89
32	obj32-val16689	113.98	21.81	2.13	120.54	15.91	7.22
33	obj33-val17096	185.98	28.37	2.62	184.34	34.44	7.54
34	obj34-val17910	205	16.73	3.44	215.66	24.60	8.86
35	obj35-val18317	181.22	31.16	3.28	182.37	31.98	7.05
36	obj36-val18724	129.40	33.13	2.79	132.84	35.10	7.22
37	obj37-val19538	162.36	11.15	3.28	157.77	10.66	7.22
38	obj38-val19945	79.21	26.57	3.77	89.87	32.47	4.59
39	obj39-val20352	105.78	30.18	2.46	95.78	31.49	6.89
40	obj40-val20760	116.77	15.91	2.62	122.51	14.27	6.56
41	obj41-val21167	112.01	14.92	3.44	116.11	15.09	7.22
42	obj42-val21574	197.29	20.50	3.28	207.46	13.94	7.38
43	obj43-val21981	49.04	25.09	4.43	34.93	24.27	5.58
44	obj44-val22388	171.54	31.82	2.46	182.86	25.75	8.36
45	obj45-val22795	196.31	30.01	3.44	197.13	29.52	6.56
46	obj46-val23202	125.79	28.70	2.30	130.54	29.85	8.20
47	obj47-val23609	145.47	32.14	2.13	142.68	31.98	9.02
48	obj48-val24016	138.74	31.98	2.13	141.37	39.52	6.89
49	obj49-val24423	179.74	16.07	2.13	182.20	16.24	8.69
50	obj50-val24830	135.63	17.55	2.79	138.74	14.92	7.87
51	obj51-val25237	74.29	19.35	3.28	67.57	17.71	5.90
52	obj52-val25644	173.18	22.63	2.79	179.09	18.70	8.36
53	obj53-val26051	76.42	27.72	4.59	65.44	24.93	5.25
54	obj54-val26458	200.57	25.09	2.46	214.35	23.94	8.86
55	obj55-val26865	112.67	26.40	2.95	125.95	33.13	7.05
56	obj56-val27272	141.20	41	5.25	156.78	40.34	6.23
57	obj57-val28086	170.89	18.53	2.46	176.96	13.28	7.87
58	obj58-val28493	58.06	27.39	4.76	66.58	25.91	6.07
59	obj59-val28901	131.36	28.54	1.97	136.78	29.03	8.86
60	obj60-val29308	116.93	34.93	5.25	129.07	37.88	5.25
61	obj61-val30122	25.09	26.57	4.92	36.08	26.24	5.58
62	obj62-val30529	110.04	26.08	2.62	109.55	23.94	8.53
63	obj63-val30936	96.60	33.13	3.77	83.97	27.39	6.89
64	obj64-val31343	138.74	31.49	2.30	141.20	23.29	9.68
65	obj65-val31750	192.54	34.28	3.12	195.65	32.80	8.36
66	obj66-val32157	159.90	33.29	2.95	166.13	34.93	8.69
67	obj67-val32564	159.90	40.67	3.94	161.38	39.85	7.38
68	obj68-val32971	122.02	26.73	2.46	130.38	23.45	8.86
69	obj69-val33378	107.09	28.04	2.79	114.80	31.49	6.89
70	obj70-val33785	197.29	30.67	3.77	197.62	32.80	7.54
71	obj71-val34192	148.09	32.96	2.13	145.63	37.23	8.20
72	obj72-val34599	76.10	18.53	3.77	78.56	16.73	6.89
73	obj73-val35006	89.05	24.27	2.95	87.08	17.38	7.38
74	obj74-val35413	204.02	30.83	3.44	205.98	30.34	8.69
75	obj75-val35820	151.04	16.56	3.12	156.13	10.82	7.22
76	obj76-val36227	1.31	23.94	5.08	10.17	27.39	5.25
77	obj77-val36634	164.66	27.06	2.46	172.36	33.78	8.53
78	obj78-val37042	137.43	31.00	2.13	138.25	35.42	7.71
79	obj79-val37449	151.54	36.41	3.12	159.08	38.21	7.71
80	obj80-val37856	155.31	17.88	3.28	165.31	11.32	7.54
81	obj81-val38263	151.86	18.20	2.79	163.67	13.45	7.87
82	obj82-val38670	133.82	23.94	3.28	142.84	18.53	9.02
83	obj83-val39077	109.39	22.63	2.95	117.92	21.98	8.20
84	obj84-val39484	69.86	24.93	5.74	83.31	26.57	5.90
85	obj85-val39891	111.03	23.78	2.95	120.87	22.47	8.20
86	obj86-val40298	105.29	27.39	2.95	95.45	26.40	8.36
87	obj87-val40705	180.40	33.62	3.77	180.07	32.14	7.87
88	obj88-val41112	185.98	13.28	4.59	187.45	14.10	7.22
89	obj89-val41519	122.02	16.56	4.26	122.84	19.35	7.87
90	obj90-val41926	107.26	20.66	2.79	111.19	16.89	7.87
91	obj91-val42333	138.58	24.11	3.28	144.81	15.91	8.86
92	obj92-val42740	192.21	20.83	4.43	192.86	18.04	8.53
93	obj93-val43147	145.14	23.45	2.62	146.45	19.84	9.68
94	obj94-val43961	119.23	24.27	3.77	129.07	21.65	8.36
95	obj95-val44368	129.56	26.40	2.95	135.46	23.12	9.02
96	obj96-val44775	107.09	25.42	2.79	99.06	22.30	8.53
97	obj97-val45183	96.92	24.60	3.12	89.38	25.09	8.04
98	obj98-val45590	116.77	25.58	2.95	124.64	26.40	8.36
99	obj99-val45997	162.20	42.31	3.94	166.30	45.26	7.38
100	obj100-val46404	191.88	15.42	5.90	199.10	13.78	6.23
101	obj101-val46811	146.78	21.48	2.46	148.26	12.46	8.20
102	obj102-val47218	75.11	22.30	4.76	85.12	16.24	6.89
103	obj103-val47625	146.94	29.85	2.46	148.26	25.75	10.17
104	obj104-val48032	99.71	24.27	2.79	94.96	19.84	8.36
105	obj105-val48439	143.17	27.39	2.79	145.47	24.11	10.00
106	obj106-val48846	93.97	24.11	3.12	90.36	17.55	7.71
107	obj107-val49253	153.18	24.44	3.12	159.74	20.01	10.33
108	obj108-val49660	108.73	23.12	3.28	100.70	19.68	8.36
109	obj109-val50474	184.01	25.42	4.43	190.57	31.16	8.53
110	obj110-val50881	208.44	30.34	4.92	209.76	31.82	7.71
111	obj111-val51288	150.72	30.01	2.79	154.32	31.98	10.00
112	obj112-val51695	148.91	22.80	3.44	154.65	17.06	9.84
113	obj113-val52102	191.55	23.12	4.59	185.65	19.35	9.35
114	obj114-val52509	164	26.24	3.12	171.38	28.21	9.84
115	obj115-val52916	165.80	15.42	4.59	170.23	19.84	9.35
116	obj116-val53324	119.06	21.81	5.25	117.75	21.65	8.20
117	obj117-val53731	166.30	23.29	4.10	175.15	21.48	9.68
118	obj118-val54138	211.23	27.39	5.41	213.36	25.75	8.69
119	obj119-val54545	159.90	27.72	3.61	164.16	26.73	10.33
120	obj120-val54952	229.93	32.31	6.56	237.47	38.21	7.38
121	obj121-val55359	191.22	15.58	5.41	191.88	17.71	7.71
122	obj122-val55766	150.22	26.24	3.94	152.03	18.04	9.84
123	obj123-val56987	159.57	27.72	3.61	157.60	36.57	9.02
124	obj124-val57394	183.19	24.11	3.44	182.37	20.17	9.35
125	obj125-val57801	203.52	17.06	7.54	214.84	21.48	8.04
126	obj126-val58208	184.17	15.91	6.23	186.80	15.58	8.04
127	obj127-val59022	217.46	22.47	6.07	216.15	21.48	8.36
128	obj128-val59429	154.65	28.04	3.61	155.31	23.45	10.66
129	obj129-val59836	156.29	27.39	3.77	159.74	22.80	10.33
130	obj130-val60243	183.35	29.36	5.90	184.01	28.21	9.02
131	obj131-val60650	167.94	19.68	3.94	179.58	18.37	8.20
132	obj132-val61057	127.92	18.37	6.72	132.68	18.70	8.20
133	obj133-val61465	159.90	24.60	4.10	166.30	20.83	10.00
134	obj134-val61872	214.84	29.19	6.72	218.12	24.93	8.69
135	obj135-val62279	193.36	25.75	5.25	201.56	31.00	8.36
136	obj136-val62686	169.74	25.58	3.44	180.24	25.26	9.68
137	obj137-val63093	160.88	15.09	5.08	155.96	17.06	9.84
138	obj138-val63500	193.36	24.27	6.56	202.54	20.17	8.86
139	obj139-val63907	201.06	22.96	4.76	203.85	26.08	9.84
140	obj140-val64721	5.41	22.63	5.41	23.94	21.48	11.32
141	obj141-val65128	211.89	30.18	6.23	209.10	29.85	8.86
142	obj142-val65535	180.07	19.84	7.71	177.61	21.98	9.51
