 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
1	obj1-val1894	113.32	27.06	0.33	104.47	27.88	3.28
2	obj2-val2273	112.18	23.29	0.49	114.80	30.18	3.44
3	obj3-val2652	89.05	20.34	0.98	88.07	20.01	3.44
4	obj4-val3409	87.08	29.19	1.97	98.24	32.96	2.79
5	obj5-val3788	90.69	20.01	1.31	89.54	12.63	2.95
6	obj6-val4167	107.42	23.12	1.64	118.90	19.35	2.79
7	obj7-val4546	93.64	22.96	0.16	98.73	23.94	5.08
8	obj8-val4925	116.44	31.16	0.82	105.45	28.54	3.28
9	obj9-val5303	103.48	28.86	0	105.62	39.36	5.90
10	obj10-val5682	112.01	33.62	0.49	113.98	34.77	4.92
11	obj11-val6061	120.05	19.84	1.64	122.18	10.17	5.08
12	obj12-val6440	124.31	28.04	1.80	128.08	16.73	4.59
13	obj13-val6819	92.66	14.10	1.64	95.61	13.61	4.26
14	obj14-val7197	119.72	22.47	0.82	123.82	24.44	5.08
15	obj15-val7576	120.05	26.08	0.66	113.65	24.44	5.08
16	obj16-val7955	129.40	30.83	3.28	118.57	29.68	4.10
17	obj17-val8334	75.11	28.04	2.13	66.58	31.65	4.76
18	obj18-val8713	55.60	34.60	2.13	54.78	35.59	5.74
19	obj19-val9092	107.58	20.01	1.31	104.96	23.78	4.43
20	obj20-val9470	102.83	27.06	3.61	115.13	28.04	3.94
21	obj21-val9849	64.45	29.68	1.97	60.19	33.62	6.56
22	obj22-val10228	58.55	30.01	2.79	51.33	32.64	5.90
23	obj23-val10607	69.21	32.31	2.13	70.03	35.42	7.22
24	obj24-val10986	97.25	17.55	1.97	100.53	12.63	7.22
25	obj25-val11364	69.70	22.47	1.97	68.22	17.55	7.38
26	obj26-val11743	134.48	21.98	3.12	136.28	27.06	6.40
27	obj27-val12122	57.89	15.42	5.08	44.94	16.07	5.58
28	obj28-val12501	123.66	18.37	2.62	125.95	15.42	7.22
29	obj29-val12880	115.78	37.72	2.95	122.18	35.26	5.90
30	obj30-val13637	106.11	18.37	1.97	110.54	12.63	7.22
31	obj31-val14016	69.70	18.86	1.48	69.54	14.43	6.72
32	obj32-val14395	61.50	25.09	2.62	63.47	17.55	7.05
33	obj33-val14774	73.31	29.03	1.97	68.88	27.06	7.54
34	obj34-val15153	68.88	32.64	3.77	70.52	31.16	6.40
35	obj35-val15531	83.64	37.56	3.12	91.35	38.70	7.54
36	obj36-val15910	129.07	23.62	2.30	129.89	14.92	6.23
37	obj37-val16289	134.32	20.99	3.28	139.56	14.43	7.22
38	obj38-val17047	81.34	12.46	2.95	87.41	8.69	5.90
39	obj39-val17425	139.07	34.28	4.10	130.38	37.06	6.72
40	obj40-val17804	75.60	32.80	1.97	76.26	38.21	7.22
41	obj41-val18183	58.71	18.37	3.44	66.75	15.42	6.23
42	obj42-val18562	64.45	36.57	2.95	55.60	36.08	6.40
43	obj43-val18941	103.65	18.04	3.44	106.93	12.46	7.54
44	obj44-val19320	75.60	20.01	2.30	72.16	16.24	7.54
45	obj45-val19698	142.19	18.53	4.10	145.63	15.42	8.20
46	obj46-val20077	46.08	21.48	3.44	50.68	16.73	7.71
47	obj47-val20456	61.83	25.75	2.62	69.21	30.34	8.04
48	obj48-val20835	95.94	27.22	2.62	97.91	34.93	7.71
49	obj49-val21214	86.43	28.70	1.80	89.54	34.44	9.02
50	obj50-val21592	108.24	13.45	1.97	115.62	11.48	7.22
51	obj51-val21971	85.94	20.50	1.64	83.80	14.60	8.36
52	obj52-val22350	51.17	23.12	3.94	61.66	18.20	7.22
53	obj53-val22729	83.80	27.88	2.13	80.85	38.54	7.71
54	obj54-val23108	117.26	40.34	4.92	129.23	37.23	8.36
55	obj55-val23487	81.02	17.55	2.62	82	11.64	6.89
56	obj56-val23865	115.62	16.07	2.46	120.87	14.60	8.53
57	obj57-val24244	84.62	24.11	3.28	80.36	14.92	7.54
58	obj58-val24623	63.47	34.60	3.94	62.98	33.62	6.89
59	obj59-val25002	83.64	30.18	2.46	89.54	37.39	8.36
60	obj60-val25381	120.70	16.24	3.94	125.79	14.43	8.20
61	obj61-val25759	77.24	19.02	2.46	75.44	18.53	8.86
62	obj62-val26138	141.86	23.12	4.10	144.16	16.40	8.69
63	obj63-val26517	86.92	21.32	2.13	85.12	25.58	8.36
64	obj64-val26896	48.05	31.65	2.95	52.97	35.26	7.38
65	obj65-val27275	129.40	31.16	3.28	125.30	34.60	9.18
66	obj66-val27653	65.44	36.90	3.77	63.80	37.56	7.05
67	obj67-val28032	110.04	40.18	3.44	100.70	46.08	7.05
68	obj68-val28411	132.35	21.98	3.12	125.95	16.40	8.69
69	obj69-val28790	52.81	25.91	3.61	66.91	27.88	8.04
70	obj70-val29169	140.71	28.37	4.10	145.47	31.65	8.69
71	obj71-val29548	75.28	28.54	1.97	75.93	35.10	8.04
72	obj72-val29926	108.57	37.88	3.28	120.54	40.02	7.87
73	obj73-val30305	131.04	42.97	4.26	137.92	38.70	6.89
74	obj74-val30684	118.90	19.68	2.95	117.10	17.06	9.02
75	obj75-val31063	75.44	22.47	2.62	75.11	24.76	9.02
