 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
69	obj69-val36739	11.30	4.56	3.81	4
70	obj70-val37236	6.25	2.09	63.43	3
71	obj71-val37732	7.19	2.44	27.55	3
72	obj72-val38229	6.31	4.18	30.74	3
73	obj73-val38725	5.66	2.05	40.31	3
74	obj74-val39222	6.87	3.98	64.03	4
75	obj75-val39718	4.65	3.47	82.65	2
76	obj76-val40215	11.93	4.66	9.21	3
77	obj77-val40711	5.99	2.14	60.95	3
78	obj78-val41208	7.21	2.41	60.10	3
79	obj79-val41704	7.38	4.66	26.03	3
80	obj80-val42201	8.76	3.14	22.48	3
81	obj81-val42697	6.52	3.95	2.44	3
82	obj82-val43194	7.14	3.24	20.41	2
83	obj83-val43690	3.98	2.56	56.31	3
84	obj84-val44186	3.83	3.10	23.50	2
85	obj85-val44683	5.68	3.02	11.89	3
86	obj86-val45179	2.86	2.25	9.09	2
87	obj87-val45676	8.15	5.09	14.57	3
88	obj88-val46172	3.21	1.73	30.96	2
89	obj89-val46669	3.92	2.80	66.04	4
90	obj90-val47165	5.97	4.33	8.33	3
91	obj91-val47662	5.10	3.83	37.18	3
92	obj92-val48158	5.79	3.81	20.38	3
93	obj93-val48655	6.32	4.32	2.54	3
94	obj94-val49151	3.42	2.18	4.76	3
95	obj95-val49648	2.16	1.41	61.70	3
96	obj96-val50144	3.83	2.53	2.12	3
97	obj97-val50641	6.66	2.80	66.80	2
98	obj98-val51137	5.13	3.96	28.74	3
99	obj99-val51634	6.40	2.81	11.31	3
100	obj100-val52130	6.54	3.63	4.09	3
101	obj101-val52627	4.42	1.82	3.81	3
102	obj102-val53123	7.05	4.62	80.96	3
103	obj103-val53620	5.37	3.32	17.82	3
104	obj104-val54116	3.21	2.24	28.81	3
105	obj105-val54613	6.13	3.10	25.91	3
106	obj106-val55109	7.33	5.32	57.99	3
107	obj107-val55605	5.36	1.29	6.52	3
108	obj108-val56102	5.07	3.72	14.04	3
109	obj109-val56598	6.41	4.86	83.37	3
110	obj110-val57095	3.19	2.79	76.61	3
111	obj111-val57591	4.60	2.94	26.57	3
112	obj112-val58088	5.38	2.61	72.47	3
113	obj113-val58584	6.47	3.26	5.31	3
114	obj114-val59081	2.76	2.11	15.26	2
115	obj115-val59577	4.52	1.66	68.96	3
116	obj116-val60074	2.37	1.69	30.47	3
117	obj117-val60570	4.91	3.58	22.38	3
118	obj118-val61067	6.46	4.49	71.97	3
119	obj119-val61563	5.94	1.88	45	3
120	obj120-val62060	6.69	2.97	9.87	3
121	obj121-val62556	3.68	1.59	32.47	2
122	obj122-val63053	3.87	2.60	35.54	3
123	obj123-val63549	5.36	3.50	50.39	2
124	obj124-val64046	3.61	0.52	50.19	1
125	obj125-val64542	2.81	1.97	14.04	3
126	obj126-val65039	5.52	3.83	9.46	3
127	obj127-val65535	0.70	0.44	11.31	1
