 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
1	obj1-val2482	2.58	2.15	38.16	1
2	obj2-val2979	2.99	1.24	40.91	2
3	obj3-val3475	8.48	3.82	31.12	2
4	obj4-val3972	8.12	5.52	59.59	3
5	obj5-val4468	1.68	1.36	48.37	1
6	obj6-val4965	7.03	4.56	71.57	2
7	obj7-val5461	4.22	1.83	51.01	2
8	obj8-val5958	5.99	5.75	58.78	2
9	obj9-val6454	7.06	5.14	11.07	2
10	obj10-val6951	8.14	4.93	16.26	3
11	obj11-val7447	7.69	3.22	11.31	2
12	obj12-val7944	10.76	4.56	24.78	3
13	obj13-val8440	8.47	7.85	23.33	2
14	obj14-val8937	10.70	6.96	29.93	3
15	obj15-val9433	7.02	5.21	63.43	2
16	obj16-val9930	9.36	4.07	22.17	3
17	obj17-val10426	5.42	3.80	36.38	3
18	obj18-val10923	8.69	5.36	4.93	3
19	obj19-val11419	8.12	5.32	67.80	3
20	obj20-val11915	7.76	4.12	11.09	3
21	obj21-val12412	6.33	4.92	46.97	2
22	obj22-val12908	5.78	4.81	80.31	3
23	obj23-val13405	10.97	5.84	15.48	3
24	obj24-val13901	6.33	4.55	81.87	4
25	obj25-val14398	5.50	2.85	59.30	2
26	obj26-val14894	1.62	1.34	59.04	1
27	obj27-val15391	5.92	5.31	5.19	3
28	obj28-val15887	6.03	5.32	23.96	2
29	obj29-val16384	7.22	5.60	67.99	3
30	obj30-val16880	6.58	5.77	12.80	2
31	obj31-val17377	5.95	5.03	29.43	2
32	obj32-val17873	5.53	3.98	33.69	3
33	obj33-val18370	11.29	3.36	13.28	3
34	obj34-val18866	7.95	4.75	17.20	3
35	obj35-val19363	7.89	4.64	17.42	3
36	obj36-val19859	14.49	4.56	5.53	4
37	obj37-val20356	8.76	3.75	12.65	3
38	obj38-val20852	7.94	3.41	16.26	3
39	obj39-val21349	5.19	2.98	78.37	2
40	obj40-val21845	6.51	3.64	39.96	3
41	obj41-val22341	6.65	3.35	12.38	3
42	obj42-val22838	5.52	3.73	8.91	3
43	obj43-val23334	4.97	3.33	82.30	3
44	obj44-val23831	6.30	3.72	32.97	3
45	obj45-val24327	6.04	3.39	40.76	3
46	obj46-val24824	8.06	2.86	7.97	2
47	obj47-val25320	7.02	5.35	47.64	4
48	obj48-val25817	4.53	3.76	34.70	3
49	obj49-val26313	6.85	3.95	45	3
50	obj50-val26810	7.17	5.68	15.46	3
51	obj51-val27306	5.14	1.69	45	2
52	obj52-val27803	9.05	5.32	32.40	3
53	obj53-val28299	5.56	2.86	6.17	3
54	obj54-val28796	5.66	4.50	84.14	3
55	obj55-val29292	7.45	3.40	20.56	3
56	obj56-val30285	6.07	3.52	3.81	4
57	obj57-val30782	5.53	2.46	59.04	3
58	obj58-val31278	7.28	2.95	23.96	3
59	obj59-val31775	5.82	4.96	40.24	3
60	obj60-val32271	6.03	3.06	6.79	3
61	obj61-val32768	10.28	2.97	14.44	3
62	obj62-val33264	4.15	3.76	56.31	3
63	obj63-val33760	8.61	5.45	21.61	3
64	obj64-val34257	2.93	1.06	32.91	2
65	obj65-val34753	6.09	3.39	36.03	3
66	obj66-val35250	5.86	3.84	84.14	3
67	obj67-val35746	8.33	4.63	4.16	3
68	obj68-val36243	10.69	3.28	4.93	2
