 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
152	obj152-val47498	11.81	19.52	4.59	16.73	16.56	9.35
153	obj153-val47798	190.40	19.84	3.94	200.74	15.09	7.38
154	obj154-val48099	9.35	21.16	4.43	2.46	18.04	9.02
155	obj155-val48400	231.73	24.44	4.10	236.49	21.81	8.36
156	obj156-val48700	20.34	24.44	4.76	30.01	22.63	8.20
157	obj157-val49001	186.96	25.91	3.77	199.26	21.48	8.04
158	obj158-val49302	43.13	29.19	5.90	54.12	25.26	7.71
159	obj159-val49602	19.19	24.44	5.08	27.55	26.08	8.04
160	obj160-val49903	42.31	28.04	5.74	39.69	26.57	7.05
161	obj161-val50203	169.08	29.85	4.43	179.91	32.96	8.69
162	obj162-val50504	46.41	14.76	7.22	36.08	18.37	7.22
163	obj163-val50805	156.78	22.80	4.76	147.44	19.35	8.86
164	obj164-val51105	27.22	25.75	5.58	39.36	25.09	6.72
165	obj165-val51406	187.29	27.72	4.43	198.44	31.32	7.38
166	obj166-val51707	153.83	36.41	7.38	141.37	35.26	7.71
167	obj167-val52007	127.92	44.94	5.74	126.44	41.66	7.87
168	obj168-val52608	35.26	15.25	6.07	37.39	16.73	9.02
169	obj169-val52909	201.39	17.22	5.25	202.21	18.04	7.87
170	obj170-val53210	171.05	22.14	3.77	173.84	18.20	9.02
171	obj171-val53510	168.43	25.09	4.43	166.13	19.02	9.18
172	obj172-val53811	36.57	21.65	5.25	39.52	19.84	7.87
173	obj173-val54111	171.22	23.78	4.10	180.40	19.52	8.86
174	obj174-val54412	176.14	24.11	4.10	187.78	22.14	8.86
175	obj175-val54713	157.11	27.22	4.76	145.63	27.39	9.18
176	obj176-val55013	90.53	24.93	6.40	85.12	27.55	7.71
177	obj177-val55314	86.43	23.29	6.72	76.26	23.78	7.05
178	obj178-val55615	83.15	30.50	7.22	67.24	25.75	7.71
179	obj179-val55915	90.53	29.68	7.38	105.45	29.19	7.87
180	obj180-val56216	110.04	28.70	6.23	109.55	24.27	8.86
181	obj181-val56516	167.61	30.67	3.94	171.38	33.29	9.18
182	obj182-val56817	161.87	33.13	4.43	155.47	35.59	8.20
183	obj183-val57118	177.28	20.66	4.10	187.78	16.89	8.04
184	obj184-val57418	98.07	23.94	6.56	106.60	25.58	8.69
185	obj185-val57719	109.88	29.03	6.40	117.10	27.22	8.36
186	obj186-val58020	173.51	28.70	4.10	186.96	28.04	8.69
187	obj187-val58320	163.51	29.52	4.26	156.78	31.00	9.18
188	obj188-val58921	47.07	14.92	6.89	55.76	14.60	7.22
189	obj189-val59222	164.49	20.66	4.92	156.78	21.16	9.35
190	obj190-val59523	245.18	17.55	5.74	247.31	20.83	8.04
191	obj191-val59823	173.02	27.22	4.10	183.02	25.09	9.35
192	obj192-val60124	127.59	30.01	6.40	119.06	29.36	8.53
193	obj193-val60424	170.07	27.55	4.26	178.27	31.16	9.02
194	obj194-val60725	167.77	30.01	4.10	162.69	30.50	9.51
195	obj195-val61026	117.42	19.35	6.72	130.05	20.99	7.87
196	obj196-val61326	11.81	24.76	4.76	8.69	17.71	9.35
197	obj197-val61627	230.09	27.06	5.25	231.40	25.75	8.36
198	obj198-val61928	159.57	27.22	4.76	148.26	30.83	9.02
199	obj199-val62228	14.92	24.93	5.08	20.01	16.73	9.18
200	obj200-val62529	169.41	24.60	4.26	176.63	26.90	9.51
201	obj201-val62829	146.45	31.98	5.41	134.32	31.65	8.53
202	obj202-val63130	132.02	30.67	6.07	123.82	37.39	12.30
203	obj203-val63431	124.31	25.58	6.40	124.15	24.60	9.68
204	obj204-val63731	168.26	26.73	4.26	165.80	23.94	9.84
205	obj205-val64032	168.76	27.22	4.43	171.38	27.39	9.68
206	obj206-val64333	156.46	31.82	5.74	143.66	31.98	8.53
207	obj207-val64633	11.81	26.90	5.58	0.66	24.60	8.53
208	obj208-val64934	162.85	26.90	4.92	156.46	29.03	9.18
209	obj209-val65234	148.26	29.36	5.58	137.60	25.42	8.36
210	obj210-val65535	265.02	33.46	7.22	247.48	30.67	11.48
