 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
1	obj1-val2142	180.07	22.80	0.49	181.88	26.24	3.28
2	obj2-val2570	137.10	13.28	1.31	144.81	15.42	4.76
3	obj3-val2998	174.99	31.82	0.66	183.35	30.67	3.61
4	obj4-val3427	184.17	27.22	0	188.27	25.58	4.26
5	obj5-val4712	187.94	32.64	0.66	189.75	30.50	5.25
6	obj6-val5568	162.85	21.32	1.80	168.59	12.96	4.92
7	obj7-val5997	184.50	19.02	1.31	190.90	13.78	6.07
8	obj8-val6853	203.52	18.86	2.13	210.41	20.83	5.08
9	obj9-val8138	169.58	20.83	1.31	170.40	15.91	5.58
10	obj10-val8567	107.09	18.53	2.62	112.50	12.63	5.58
11	obj11-val8995	101.02	32.31	3.61	111.52	27.88	3.77
12	obj12-val9423	184.17	31.16	1.15	186.47	37.39	4.76
13	obj13-val10280	101.02	18.53	2.46	101.52	13.78	5.74
14	obj14-val10708	101.68	19.52	2.46	96.43	14.60	4.92
15	obj15-val11137	149.24	33.95	1.48	152.52	36.08	6.40
16	obj16-val11565	136.28	26.90	2.30	145.96	22.80	5.58
17	obj17-val11993	177.12	16.89	1.15	183.68	12.14	6.07
18	obj18-val12422	192.86	20.99	1.64	199.75	17.55	6.07
19	obj19-val12850	142.35	22.47	2.30	150.88	17.88	6.89
20	obj20-val13278	169.58	33.29	1.48	179.25	39.69	5.90
21	obj21-val13707	121.85	26.57	2.95	135.30	31.00	6.07
22	obj22-val14135	158.42	22.63	1.80	152.19	17.06	6.56
23	obj23-val14563	190.90	26.08	1.15	191.06	18.86	7.05
24	obj24-val14992	180.40	32.31	1.97	178.27	32.96	7.22
25	obj25-val15420	160.39	36.90	1.64	158.59	33.78	6.89
26	obj26-val16705	133.17	39.20	3.28	140.22	43.95	4.76
27	obj27-val17133	175.48	17.22	1.80	173.02	17.22	7.38
28	obj28-val17562	221.24	18.86	3.44	225.17	15.42	7.05
29	obj29-val17990	141.04	31.00	2.62	150.22	36.74	6.23
30	obj30-val18418	184.17	38.38	1.97	179.42	39.85	5.90
31	obj31-val19275	157.28	18.37	0.66	166.13	11.97	5.58
32	obj32-val19703	98.56	24.60	2.62	94.63	17.55	6.56
33	obj33-val20132	118.41	33.13	4.26	106.27	34.93	4.92
34	obj34-val20560	118.57	33.46	4.59	129.40	34.77	5.08
35	obj35-val21417	80.85	34.93	4.43	83.80	44.44	5.08
36	obj36-val21845	193.52	15.42	2.30	195.49	15.09	7.22
37	obj37-val22273	158.26	21.32	2.46	171.38	14.92	6.72
38	obj38-val22702	127.43	17.55	2.62	135.46	17.06	7.22
39	obj39-val23558	116.77	26.90	2.62	126.12	32.64	6.23
40	obj40-val23987	176.46	27.72	1.64	168.76	36.24	6.07
41	obj41-val24415	194.34	34.77	2.30	202.05	35.75	6.56
42	obj42-val24843	185.81	38.54	2.62	184.66	40.34	5.90
43	obj43-val25272	207.13	15.58	3.12	218.61	12.30	6.23
44	obj44-val25700	132.68	17.38	2.46	139.89	12.63	6.23
45	obj45-val26128	130.71	22.63	2.95	142.52	18.70	7.22
46	obj46-val26557	113.32	24.93	2.95	99.55	19.52	6.89
47	obj47-val26985	99.06	26.90	3.44	85.77	25.91	6.23
48	obj48-val27413	132.02	34.60	3.61	139.73	33.13	6.72
49	obj49-val28270	112.34	20.01	2.46	118.90	14.43	6.89
50	obj50-val28698	138.09	22.63	2.30	144.65	13.28	6.40
51	obj51-val29127	117.10	20.17	3.28	126.12	15.74	6.89
52	obj52-val29555	124.31	20.50	2.46	134.15	18.04	7.38
53	obj53-val29983	118.08	24.60	3.28	128.58	22.96	5.58
54	obj54-val30412	89.05	24.27	3.12	78.06	24.11	7.22
55	obj55-val30840	167.61	30.83	1.64	164.33	26.08	7.71
56	obj56-val31268	138.74	30.34	2.79	148.26	30.01	7.38
57	obj57-val31697	149.08	31.00	1.97	155.64	31.65	7.38
58	obj58-val32125	206.31	15.91	2.95	198.77	10.99	6.07
59	obj59-val32553	169.25	14.10	2.46	175.81	12.96	6.23
60	obj60-val32982	123.66	17.22	2.95	130.22	14.76	6.89
61	obj61-val33410	200.57	19.19	2.30	211.07	16.24	7.22
62	obj62-val33838	176.79	18.53	1.48	180.56	16.73	7.54
63	obj63-val34267	55.27	24.44	5.58	69.37	22.63	6.07
64	obj64-val34695	42.15	23.62	4.43	33.78	28.37	6.07
65	obj65-val35123	102.17	27.88	2.79	90.53	27.55	7.54
66	obj66-val35552	114.80	28.70	3.12	105.94	31.16	5.90
67	obj67-val35980	209.10	31.65	3.28	222.88	31.00	7.38
68	obj68-val36408	98.73	33.78	4.43	87.90	32.47	5.74
69	obj69-val36837	110.04	20.83	3.12	102.50	15.42	6.56
70	obj70-val37265	228.29	22.47	4.59	239.93	24.60	6.72
71	obj71-val37693	208.94	26.57	2.95	218.94	25.58	7.38
72	obj72-val38122	144.65	27.72	2.62	148.26	24.60	7.71
73	obj73-val38550	201.56	31.32	4.43	209.92	19.84	7.22
74	obj74-val38978	17.06	26.90	4.92	7.87	26.24	6.89
75	obj75-val39407	116.77	26.57	2.79	128.74	30.34	6.89
76	obj76-val39835	162.85	28.21	2.13	155.96	31.16	7.38
77	obj77-val40263	165.15	32.47	6.07	180.24	32.14	6.89
78	obj78-val40692	100.37	32.47	3.28	105.29	32.47	6.72
79	obj79-val41120	225.34	35.42	4.92	234.36	41.66	6.07
80	obj80-val41548	85.28	19.35	4.10	93.32	16.07	6.56
81	obj81-val41977	163.02	25.42	2.46	158.26	17.71	7.22
82	obj82-val42405	150.88	26.73	3.61	154.82	17.55	7.05
83	obj83-val42833	159.57	26.73	2.62	157.28	22.63	7.87
84	obj84-val43262	200.41	28.86	2.30	214.18	31.32	7.05
85	obj85-val44118	167.12	31.65	1.80	162.52	33.95	7.05
86	obj86-val44547	189.09	35.59	2.13	190.73	37.72	6.40
87	obj87-val44975	165.64	20.50	3.44	167.61	21.98	8.04
88	obj88-val45403	199.26	26.24	2.95	209.43	19.84	7.22
89	obj89-val45832	129.07	25.42	3.12	139.56	20.66	7.38
90	obj90-val46260	177.12	27.22	1.97	183.02	27.55	8.04
91	obj91-val46688	220.09	28.37	5.25	233.86	26.57	6.23
92	obj92-val47117	59.70	31.49	5.41	47.40	30.50	6.07
93	obj93-val47545	194.01	30.18	3.28	204.34	30.67	7.22
94	obj94-val47973	137.76	23.45	2.46	146.12	16.07	6.89
95	obj95-val48402	113.98	24.93	3.28	121.52	18.53	7.71
96	obj96-val48830	178.76	22.47	1.80	180.56	23.62	8.20
97	obj97-val49258	215.99	24.44	3.44	229.93	25.91	7.05
98	obj98-val49687	177.12	25.42	2.95	168.92	24.27	8.04
99	obj99-val50115	44.12	27.88	5.08	55.76	25.58	5.74
100	obj100-val50543	132.68	27.22	3.61	144.81	29.52	7.05
101	obj101-val50972	68.72	30.34	5.90	55.10	27.06	6.07
102	obj102-val51400	92.17	30.18	4.10	81.67	26.08	7.38
103	obj103-val51828	185.98	32.96	2.62	195.32	33.29	7.22
104	obj104-val52685	181.71	20.01	2.62	187.62	14.27	6.89
105	obj105-val53113	113.32	25.26	2.95	115.95	16.56	7.38
106	obj106-val53542	129.23	22.14	4.43	129.89	20.17	7.71
107	obj107-val53970	108.24	25.42	3.12	96.43	23.45	7.54
108	obj108-val54398	115.29	27.22	2.79	107.42	24.11	7.38
109	obj109-val54827	193.68	28.70	2.46	194.18	25.09	8.20
110	obj110-val55255	110.37	26.73	3.28	96.92	27.22	7.54
111	obj111-val55683	83.97	31.65	4.76	73.47	31.32	6.40
112	obj112-val56112	159.74	30.83	2.13	152.85	35.10	6.89
113	obj113-val56540	235.50	16.56	6.07	225.01	14.92	7.05
114	obj114-val56968	182.20	25.09	2.79	189.58	23.62	8.20
115	obj115-val57397	82	29.36	4.26	72.16	29.03	7.22
116	obj116-val57825	154.00	28.70	3.28	152.03	24.44	7.87
117	obj117-val58253	236.98	18.37	6.23	241.24	21.81	6.72
118	obj118-val58682	74.46	24.93	4.43	64.12	26.90	7.05
119	obj119-val59110	122.51	26.08	3.12	134.15	24.76	7.71
120	obj120-val59538	182.70	28.04	2.62	190.57	26.24	8.20
121	obj121-val60395	192.04	15.25	5.41	186.47	16.89	7.38
122	obj122-val60823	192.70	16.89	4.26	196.96	25.26	8.04
123	obj123-val61252	70.03	23.12	5.58	76.42	23.94	7.22
124	obj124-val61680	199.26	25.26	2.46	202.70	20.83	7.87
125	obj125-val62108	211.07	17.88	4.26	222.06	17.06	7.38
126	obj126-val62537	184.34	23.12	2.95	191.72	22.96	8.20
127	obj127-val62965	221.56	21.65	4.59	232.06	18.20	7.05
128	obj128-val63393	169.58	23.45	3.12	174.99	19.02	7.87
129	obj129-val63822	210.90	20.83	4.43	221.56	22.30	7.54
130	obj130-val64678	136.94	23.94	2.79	147.44	22.96	7.38
131	obj131-val65107	234.03	18.04	5.90	227.63	22.30	7.05
