 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
1	obj1-val2507	145.80	27.39	1.48	153.83	28.21	2.13
2	obj2-val2865	175.48	24.44	1.48	176.96	34.93	3.77
3	obj3-val3223	162.85	23.45	0.16	163.34	34.60	4.92
4	obj4-val3581	63.14	31.49	0.49	64.29	35.59	4.43
5	obj5-val3939	133.66	17.38	1.64	136.45	26.24	3.28
6	obj6-val4297	145.96	24.76	1.15	158.42	10.99	5.74
7	obj7-val4655	70.19	15.58	3.12	59.20	16.40	3.44
8	obj8-val5014	152.36	24.44	1.80	161.87	25.58	3.94
9	obj9-val5372	151.04	12.63	1.64	152.85	12.30	5.25
10	obj10-val5730	178.43	23.62	1.64	179.09	16.89	5.58
11	obj11-val6088	145.47	26.08	1.64	150.88	31.98	7.54
12	obj12-val6446	192.04	28.70	2.46	197.95	35.26	5.08
13	obj13-val6804	187.29	17.88	2.46	184.34	11.81	4.76
14	obj14-val7162	118.57	20.17	2.79	127.26	14.10	4.59
15	obj15-val7520	45.92	27.39	3.28	53.46	19.19	3.61
16	obj16-val7879	179.25	34.77	2.79	188.76	27.88	4.59
17	obj17-val8237	166.62	32.64	1.64	169.90	31.00	6.56
18	obj18-val8595	139.89	24.27	1.80	151.70	13.28	6.23
19	obj19-val8953	68.72	21.98	1.48	77.41	17.55	5.25
20	obj20-val9311	143.66	29.36	1.97	152.03	35.59	8.20
21	obj21-val9669	127.10	19.52	2.13	137.10	13.12	5.58
22	obj22-val10027	63.14	24.27	1.97	52.64	20.99	5.41
23	obj23-val10385	19.84	23.12	3.61	11.15	22.30	4.92
24	obj24-val10743	10.50	30.67	4.76	0.98	25.75	5.41
25	obj25-val11102	149.40	33.46	2.46	158.26	38.38	8.20
26	obj26-val11460	163.67	13.94	2.62	172.04	9.84	6.23
27	obj27-val11818	162.85	21.81	1.64	155.96	13.28	6.89
28	obj28-val12176	125.95	24.60	2.46	129.89	15.09	6.23
29	obj29-val12534	64.78	20.50	1.80	55.43	18.53	4.26
30	obj30-val12892	207.46	25.75	4.59	194.18	28.70	4.59
31	obj31-val13250	158.92	27.88	1.80	155.47	36.74	6.89
32	obj32-val13608	78.39	23.29	2.13	87.58	18.20	5.74
33	obj33-val13966	68.72	23.45	1.48	61.50	19.52	5.74
34	obj34-val14325	175.81	23.78	1.48	176.96	16.89	8.36
35	obj35-val14683	81.51	25.58	2.79	93.64	22.14	5.90
36	obj36-val15041	54.94	32.47	3.77	42.80	30.01	4.76
37	obj37-val15399	131.36	19.68	2.13	137.92	15.74	6.72
38	obj38-val15757	89.05	27.72	3.12	97.91	24.27	5.41
39	obj39-val16115	61.17	29.03	2.30	51.33	29.85	6.23
40	obj40-val16473	163.51	18.20	2.46	159.41	10.82	6.23
41	obj41-val16831	194.34	18.37	2.95	203.52	15.74	8.69
42	obj42-val17190	75.60	36.08	4.92	63.80	36.74	5.25
43	obj43-val17548	186.30	36.57	2.30	175.81	44.44	6.40
44	obj44-val17906	140.06	19.84	1.64	145.96	13.61	6.23
45	obj45-val18264	160.72	23.45	2.30	152.36	14.92	7.22
46	obj46-val18622	66.91	24.93	1.97	62.32	28.37	6.56
47	obj47-val18980	64.12	24.76	2.13	55.60	27.55	6.07
48	obj48-val19338	47.56	33.95	4.26	64.29	36.08	4.26
49	obj49-val19696	157.44	32.64	2.30	164.49	39.20	8.04
50	obj50-val20054	171.87	13.61	2.79	184.83	10.66	6.89
51	obj51-val20413	144.81	23.94	1.31	151.04	16.40	7.54
52	obj52-val20771	77.74	31.49	2.62	92.66	30.50	7.38
53	obj53-val21129	173.68	31.65	2.46	177.61	35.26	8.86
54	obj54-val21487	124.80	32.96	2.79	124.15	37.06	7.54
55	obj55-val21845	71.01	30.34	2.62	65.11	26.90	6.72
56	obj56-val22203	133.50	29.03	2.79	137.76	35.92	8.53
57	obj57-val22561	126.94	34.44	2.95	135.30	39.85	7.05
58	obj58-val22919	77.08	24.93	1.97	86.43	20.50	7.05
59	obj59-val23277	179.09	31.65	2.62	181.71	36.08	9.35
60	obj60-val23636	74.78	33.46	3.12	89.05	34.60	6.89
61	obj61-val24352	187.29	18.53	2.79	184.83	13.12	7.87
62	obj62-val24710	171.22	17.71	2.13	177.78	14.76	8.53
63	obj63-val25068	118.08	22.14	3.44	123.82	14.76	5.41
64	obj64-val25426	72.65	24.11	2.46	80.03	19.19	6.89
65	obj65-val25784	140.38	22.80	1.64	142.35	19.02	7.87
66	obj66-val26142	97.91	27.06	4.26	109.22	24.11	5.90
67	obj67-val26500	142.19	27.22	1.97	137.92	26.57	7.54
68	obj68-val26859	154.49	27.88	2.62	151.37	27.06	9.02
69	obj69-val27217	70.03	33.13	4.26	54.94	30.34	6.07
70	obj70-val27575	166.62	17.88	3.12	172.36	12.30	7.54
71	obj71-val27933	114.80	18.86	5.74	107.09	20.17	5.90
72	obj72-val28291	69.04	22.63	1.80	74.13	21.16	7.22
73	obj73-val28649	190.57	32.47	3.12	196.14	37.06	9.35
74	obj74-val29007	135.96	34.11	2.46	144.32	37.56	8.20
75	obj75-val29365	208.12	20.83	3.61	214.68	13.28	7.87
76	obj76-val29724	137.27	25.09	3.28	138.42	18.20	8.04
77	obj77-val30082	125.46	24.44	2.46	125.95	19.52	7.71
78	obj78-val30440	142.19	26.90	1.97	151.54	18.04	7.87
79	obj79-val30798	134.15	26.73	2.95	126.61	26.90	8.86
80	obj80-val31156	88.89	34.44	3.61	98.24	34.77	6.72
81	obj81-val31514	172.36	31.49	3.28	174.00	37.06	8.86
82	obj82-val31872	188.93	37.72	4.43	196.31	39.85	8.20
83	obj83-val32230	141.37	37.88	3.77	153.18	39.52	7.87
84	obj84-val32588	170.72	19.84	1.97	173.35	14.92	8.53
85	obj85-val32947	133.50	25.58	2.95	128.25	19.02	7.87
86	obj86-val33305	192.37	23.29	3.28	191.06	20.17	10.17
87	obj87-val33663	118.08	23.45	3.28	114.14	20.66	7.22
88	obj88-val34021	85.28	28.86	3.77	97.25	25.26	7.71
89	obj89-val34379	144.65	28.86	2.62	150.55	26.90	9.68
90	obj90-val34737	85.12	28.86	3.28	100.37	29.36	6.89
91	obj91-val35095	72.32	31.32	2.95	85.12	30.83	7.54
92	obj92-val35453	136.61	31.00	2.95	143.34	33.13	9.02
93	obj93-val35811	110.21	33.13	4.43	117.59	36.57	6.72
94	obj94-val36170	186.47	34.44	3.44	191.22	36.24	9.35
95	obj95-val36528	187.94	20.17	3.28	195.82	12.96	8.04
96	obj96-val36886	73.14	28.54	2.46	84.46	21.98	7.87
97	obj97-val37244	134.15	27.22	2.79	128.25	30.67	9.02
98	obj98-val37602	173.68	36.74	3.77	180.89	38.05	9.18
99	obj99-val37960	186.80	22.47	3.12	188.44	17.38	9.68
100	obj100-val38318	202.21	22.96	2.95	201.72	18.37	9.18
101	obj101-val38676	133.82	25.58	2.95	132.84	26.90	9.18
102	obj102-val39035	76.42	29.52	3.12	92.66	24.93	7.22
103	obj103-val39393	123.98	28.54	3.12	115.46	30.34	7.71
104	obj104-val39751	132.51	30.01	3.28	123.33	33.29	8.04
105	obj105-val40109	195.00	20.01	3.77	196.14	19.19	9.84
106	obj106-val40467	170.56	22.96	4.43	178.92	21.81	9.84
107	obj107-val40825	129.23	27.88	2.95	121.85	28.04	8.69
108	obj108-val41183	141.70	29.03	2.62	145.14	27.22	9.02
109	obj109-val41541	161.38	27.55	3.77	150.88	28.86	9.68
110	obj110-val41899	94.46	32.96	6.07	104.96	30.50	6.56
111	obj111-val42258	141.04	30.50	3.12	147.93	31.00	9.35
112	obj112-val42616	123.66	29.85	3.12	115.13	32.96	7.05
113	obj113-val42974	165.31	34.60	3.61	169.08	36.24	8.69
114	obj114-val43332	202.21	33.95	4.10	212.05	35.10	9.51
115	obj115-val43690	211.89	21.32	4.10	219.60	17.88	9.51
116	obj116-val44048	161.54	24.27	3.28	156.95	22.80	10.00
117	obj117-val44406	179.91	28.54	3.61	178.43	23.45	10.17
118	obj118-val44764	136.61	30.01	2.46	138.58	30.83	8.86
119	obj119-val45122	180.73	25.75	3.12	178.76	19.35	9.84
120	obj120-val45481	197.13	25.42	3.94	194.01	21.65	10.17
121	obj121-val45839	134.48	28.37	3.12	137.92	29.36	9.51
122	obj122-val46197	188.93	13.45	6.07	185.98	13.78	8.36
123	obj123-val46555	164	19.35	1.97	166.62	14.60	8.69
124	obj124-val46913	181.06	16.56	3.94	183.35	15.25	8.86
125	obj125-val47271	166.95	21.65	2.62	170.72	19.02	9.84
126	obj126-val47629	188.27	21.81	3.77	188.27	23.94	10.33
127	obj127-val47987	132.51	31.16	4.26	135.30	33.62	8.86
128	obj128-val48345	142.35	32.64	2.62	149.90	34.60	9.18
129	obj129-val48704	199.75	33.62	4.43	203.03	36.74	9.84
130	obj130-val49062	165.64	37.23	3.61	169.90	39.03	8.53
131	obj131-val49420	160.06	22.47	2.95	162.03	16.07	9.18
132	obj132-val49778	183.02	24.93	3.61	185.32	19.52	10.00
133	obj133-val50136	162.52	26.90	3.77	156.78	25.42	9.68
134	obj134-val50494	158.59	32.80	4.43	151.54	32.47	9.35
135	obj135-val50852	159.90	32.80	3.61	161.21	34.93	9.51
136	obj136-val51210	211.40	21.81	4.26	212.38	18.86	9.84
137	obj137-val51569	163.67	28.37	4.26	154.32	29.52	9.84
138	obj138-val51927	184.01	32.14	4.92	184.50	29.68	10.33
139	obj139-val52285	190.08	29.36	3.77	196.14	31.32	10.33
140	obj140-val52643	188.76	19.35	4.10	193.68	17.22	9.35
141	obj141-val53001	219.92	19.52	5.74	225.83	19.68	9.84
142	obj142-val53359	163.18	22.96	3.94	167.44	20.83	10.17
143	obj143-val53717	204.51	22.96	4.76	208.61	21.65	10.66
144	obj144-val54075	200.24	24.27	4.76	205.82	23.12	10.50
145	obj145-val54433	194.01	27.72	3.77	194.50	24.93	10.66
146	obj146-val54792	189.09	31.00	3.94	188.76	28.21	10.50
147	obj147-val55150	195.65	31.16	4.92	200.24	33.95	10.17
148	obj148-val55508	205	27.72	5.25	215.00	24.27	10.82
149	obj149-val55866	182.70	27.55	3.94	182.86	25.42	10.66
150	obj150-val56224	169.90	28.70	3.28	180.24	30.01	10.17
151	obj151-val56582	184.01	35.10	4.92	194.01	37.72	9.02
152	obj152-val56940	202.38	22.47	2.95	209.59	15.74	9.02
153	obj153-val57298	168.10	27.22	3.44	180.07	25.58	10.00
154	obj154-val57656	167.12	28.04	3.94	167.12	28.21	10.33
155	obj155-val58015	167.28	26.57	4.10	174.50	25.42	9.84
156	obj156-val58373	184.99	27.22	4.10	185.65	24.76	10.66
157	obj157-val58731	141.37	30.67	5.41	138.25	24.60	8.20
158	obj158-val59089	202.54	31.82	5.25	209.92	23.78	10.82
159	obj159-val59447	210.41	30.18	5.25	208.28	30.50	10.66
160	obj160-val59805	164.98	27.72	4.10	157.60	27.06	10.33
161	obj161-val60163	189.42	28.21	4.43	188.76	25.26	10.33
162	obj162-val60521	195.82	28.86	4.76	198.60	25.09	10.82
163	obj163-val60880	197.13	39.20	6.23	199.59	39.36	9.02
164	obj164-val61238	165.80	28.70	3.77	173.35	32.14	9.68
165	obj165-val61596	201.23	32.47	4.92	205.82	31.16	10.66
166	obj166-val61954	212.54	33.62	5.25	218.45	28.54	11.15
167	obj167-val62312	216.81	23.62	5.58	224.84	23.12	11.32
168	obj168-val62670	165.97	25.42	4.26	165.48	23.94	10.66
169	obj169-val63028	211.23	29.36	6.23	211.56	28.54	11.15
170	obj170-val63386	214.35	25.09	5.08	218.28	20.50	10.33
171	obj171-val63744	221.24	27.55	7.22	228.29	22.14	10.66
172	obj172-val64103	219.43	32.47	6.56	229.60	34.11	10.99
173	obj173-val64461	214.35	27.39	4.43	214.84	31.49	11.15
174	obj174-val64819	192.37	23.78	6.89	189.91	24.60	10.66
175	obj175-val65177	218.94	30.50	6.56	221.89	25.09	11.32
176	obj176-val65535	229.44	29.36	8.53	229.93	23.29	10.82
