 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
1	obj1-val2657	5.54	5.01	6.34	2
2	obj2-val3100	7.84	3.45	62.90	2
3	obj3-val3542	2.25	1.28	70.35	1
4	obj4-val3985	8.41	5.81	17.82	2
5	obj5-val4428	5.62	4.96	57.17	2
6	obj6-val4871	5.50	3.11	50.83	2
7	obj7-val5314	2.25	0.99	12.09	1
8	obj8-val5756	10.19	5.33	6.91	4
9	obj9-val6642	10.25	5.99	56.08	3
10	obj10-val7085	9.77	7.17	81.51	3
11	obj11-val7528	7.01	4.23	26.57	3
12	obj12-val7970	6.68	2.70	5.19	2
13	obj13-val8856	7.30	4.67	71.57	2
14	obj14-val9299	5.47	4.91	83.99	2
15	obj15-val9742	8.23	5.91	19.44	3
16	obj16-val10627	6.84	2.24	22.31	2
17	obj17-val11070	7.22	5.61	67.56	3
18	obj18-val11513	9.03	2.59	16.50	3
19	obj19-val11956	4.17	2.33	8.43	1
20	obj20-val12399	3.81	1.52	73.07	2
21	obj21-val12841	7.30	7.20	66.04	4
22	obj22-val13284	7.23	5.77	8.13	3
23	obj23-val13727	5.20	3.32	65.77	3
24	obj24-val14170	6.25	4.33	66.04	2
25	obj25-val14613	8.08	4.09	54.25	2
26	obj26-val15055	8.19	6.00	7.39	3
27	obj27-val15498	5.77	3.77	68.75	3
28	obj28-val15941	7.91	4.02	2.16	2
29	obj29-val16384	7.62	3.62	36.66	2
30	obj30-val16827	8.26	7.17	29.36	3
31	obj31-val17269	5.06	2.65	85.24	3
32	obj32-val17712	6.36	5.48	50.91	3
33	obj33-val18155	6.58	3.74	27.15	3
34	obj34-val18598	5.15	3.89	39.17	3
35	obj35-val19041	9.09	3.67	19.98	3
36	obj36-val19483	5.74	2.01	59.53	3
37	obj37-val19926	6.59	5.71	68.20	4
38	obj38-val20369	4.61	3.12	71.57	2
39	obj39-val20812	5.48	1.81	29.20	3
40	obj40-val21255	6.55	2.74	3.37	2
41	obj41-val21697	5.79	2.22	45.88	3
42	obj42-val22140	6.67	2.24	6.79	2
43	obj43-val22583	5.59	3.99	52.25	3
44	obj44-val23026	5.31	3.43	53.13	3
45	obj45-val23469	7.18	5.92	21.25	3
46	obj46-val23911	5.66	3.78	7.13	3
47	obj47-val24354	6.85	2.84	8.84	2
48	obj48-val24797	7.81	5.04	24.44	3
49	obj49-val25240	4.41	2.64	43.83	2
50	obj50-val25683	5.53	3.50	72.03	3
51	obj51-val26125	6.27	3.76	4.18	2
52	obj52-val26568	5.25	3.70	29.20	3
53	obj53-val27011	4.16	3.20	12.99	2
54	obj54-val27454	4.42	3.19	75.53	3
55	obj55-val27897	4.15	2.02	75.47	2
56	obj56-val28339	3.43	2.85	9.87	2
57	obj57-val28782	5.65	4.22	7.31	2
58	obj58-val29225	10.59	4.89	30.68	3
59	obj59-val29668	7.50	3.69	15.15	3
60	obj60-val30111	6.33	5.81	26.57	2
61	obj61-val30553	4.81	3.46	54.87	4
62	obj62-val30996	4.64	2.52	52.77	3
63	obj63-val31439	7.00	5.70	22.71	3
64	obj64-val31882	12.34	3.91	7.70	3
65	obj65-val32325	5.51	4.34	87.27	3
66	obj66-val32768	4.61	2.08	10.95	2
67	obj67-val33210	6.68	4.15	65.06	2
68	obj68-val33653	8.48	4.37	18.74	3
69	obj69-val34096	4.46	2.22	46.01	3
70	obj70-val34539	6.03	2.03	34.70	3
71	obj71-val34982	5.58	3.84	23.20	3
72	obj72-val35424	5.46	2.09	15.95	2
73	obj73-val35867	4.36	4.09	9.78	3
74	obj74-val36310	8.82	4.49	10.46	4
75	obj75-val36753	6.32	2.86	42.36	2
76	obj76-val37196	8.36	4.98	87.04	3
77	obj77-val37638	4.76	4.36	86.63	3
78	obj78-val38081	6.60	3.25	82.06	3
79	obj79-val38524	8.55	3.37	54.58	3
80	obj80-val38967	8.34	3.65	38.05	3
81	obj81-val39410	5.17	3.44	6.91	3
82	obj82-val39852	6.80	4.72	22.89	2
83	obj83-val40295	6.29	4.70	42.58	3
84	obj84-val40738	8.27	3.53	30.26	3
85	obj85-val41181	5.82	3.62	39.61	3
86	obj86-val41624	7.75	4.69	11.77	2
87	obj87-val42066	5.85	3.07	11.89	3
88	obj88-val42509	7.50	2.81	18.80	2
89	obj89-val42952	7.70	3.59	7.43	2
90	obj90-val43395	0.96	0.68	23.20	1
91	obj91-val43838	5.03	3.09	9.93	2
92	obj92-val44280	5.98	2.66	31.70	3
93	obj93-val44723	9.15	3.55	7.25	2
94	obj94-val45166	6.55	4.79	24.23	3
