 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
95	obj95-val45609	8.61	2.20	5.91	3
96	obj96-val46052	8.43	4.47	6.77	3
97	obj97-val46494	5.05	3.06	82.09	3
98	obj98-val46937	3.89	2.85	67.07	2
99	obj99-val47380	6.12	4.32	12.01	3
100	obj100-val47823	7.52	3.18	4.76	3
101	obj101-val48266	3.29	1.66	73.74	3
102	obj102-val48708	6.88	3.00	67.48	3
103	obj103-val49151	7.80	4.02	54.46	3
104	obj104-val49594	4.53	2.62	13.13	3
105	obj105-val50037	7.24	3.09	7.13	3
106	obj106-val50480	5.89	3.08	4.76	3
107	obj107-val50922	3.61	2.24	9.09	1
108	obj108-val51365	5.13	2.07	40.60	3
109	obj109-val51808	4.32	2.35	55.78	3
110	obj110-val52251	7.40	3.80	57.88	3
111	obj111-val52694	4.49	2.61	5.53	3
112	obj112-val53136	12.75	2.25	8.13	4
113	obj113-val53579	13.05	3.18	15.56	4
114	obj114-val54022	7.09	2.06	13.09	2
115	obj115-val54465	5.65	3.63	72.41	3
116	obj116-val54908	4.69	3.31	81.38	3
117	obj117-val55351	3.55	1.87	61.39	3
118	obj118-val55793	4.56	2.09	67.52	3
119	obj119-val56236	5.58	2.21	29.25	2
120	obj120-val56679	4.38	4.05	19.03	4
121	obj121-val57122	6.49	3.09	49.69	3
122	obj122-val57565	4.17	2.25	22.93	3
123	obj123-val58007	3.39	2.45	14.62	3
124	obj124-val58450	4.27	2.39	24.15	2
125	obj125-val58893	3.50	1.76	36.87	2
126	obj126-val59336	3.77	3.05	45	3
127	obj127-val59779	7.03	4.42	38.85	3
128	obj128-val60221	7.06	2.88	2.44	3
129	obj129-val60664	10.98	4.41	12.26	2
130	obj130-val61107	2.32	1.58	71.57	2
131	obj131-val61550	4.43	3.59	36.87	3
132	obj132-val61993	5.79	3.69	39.61	2
133	obj133-val62435	7.91	3.85	29.15	5
134	obj134-val62878	4.47	1.36	34.59	2
135	obj135-val63321	3.50	2.51	25.71	2
136	obj136-val64207	8.16	3.10	32.11	5
137	obj137-val64649	20.58	4.77	8.25	5
138	obj138-val65092	10.39	3.66	26.20	4
139	obj139-val65535	1.30	0.63	20.56	1
