 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
133	obj133-val53746	8.13	4.35	10.41	3
134	obj134-val54092	4.71	3.05	59.35	3
135	obj135-val54439	5.04	2.20	64.89	3
136	obj136-val54786	6.27	2.68	3.43	4
137	obj137-val55133	4.70	2.83	3.09	3
138	obj138-val55479	5.34	2.01	22.83	3
139	obj139-val55826	4.05	3.53	24.62	3
140	obj140-val56173	8.95	6.93	5.71	3
141	obj141-val56520	3.50	2.84	19.80	2
142	obj142-val56866	3.62	2.73	70.82	4
143	obj143-val57213	7.91	2.38	15.95	2
144	obj144-val57560	4.55	2.31	29.25	2
145	obj145-val57907	6.74	3.41	17.20	2
146	obj146-val58253	14.56	4.05	5.08	3
147	obj147-val58600	14.83	5.32	9.07	3
148	obj148-val58947	6.23	2.83	12.68	3
149	obj149-val59294	7.53	4.71	7.97	3
150	obj150-val59640	4.31	2.35	57.80	3
151	obj151-val59987	3.72	2.48	15.64	4
152	obj152-val60334	9.43	3.70	13.82	3
153	obj153-val60681	14.21	3.58	4.71	3
154	obj154-val61027	6.74	2.72	55.56	3
155	obj155-val61374	3.42	2.39	33.69	2
156	obj156-val61721	3.39	0.98	45	1
157	obj157-val62068	9.60	3.04	17.30	3
158	obj158-val62414	6.20	4.63	15.95	3
159	obj159-val62761	2.46	2.07	16.39	3
160	obj160-val63108	7.34	2.93	52.65	4
161	obj161-val63455	3.36	1.98	11.31	2
162	obj162-val63801	8.07	3.05	15.64	2
163	obj163-val64148	5.98	4.18	7.13	4
164	obj164-val64495	3.56	1.10	31.43	1
165	obj165-val64842	2.23	1.15	14.04	3
166	obj166-val65188	3.94	2.67	70.20	2
167	obj167-val65535	5.06	2.28	53.84	3
