 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
1	obj1-val1734	6.98	6.13	16.82	3
2	obj2-val2427	4.44	3.93	45	2
3	obj3-val2774	2.06	1.71	26.57	1
4	obj4-val3467	1.97	1.32	29.36	1
5	obj5-val3814	7.35	4.38	49.14	2
6	obj6-val4161	5.48	2.94	63.43	2
7	obj7-val4508	2.84	2.65	36.25	1
8	obj8-val4854	12.84	6.46	83.13	4
9	obj9-val5201	6.63	4.65	57.03	2
10	obj10-val5548	1.83	1.03	29.74	1
11	obj11-val5895	5.32	3.96	23.96	2
12	obj12-val6241	2.90	1.73	34.38	2
13	obj13-val6588	6.26	5.08	29.74	2
14	obj14-val6935	1.74	1.06	19.98	1
15	obj15-val7282	7.94	3.61	16.09	2
16	obj16-val7628	4.33	3.55	3.47	2
17	obj17-val7975	6.87	3.74	63.43	2
18	obj18-val8322	7.40	4.51	12.17	2
19	obj19-val9015	6.15	3.82	23.39	2
20	obj20-val9362	8.26	7.18	7.72	3
21	obj21-val10056	5.66	3.70	22.99	2
22	obj22-val10402	7.77	5.00	15.46	3
23	obj23-val10749	6.54	5.29	23.81	2
24	obj24-val11443	4.40	1.73	50.44	2
25	obj25-val12136	4.99	2.17	60.02	2
26	obj26-val12483	6.41	4.68	38.23	2
27	obj27-val13176	6.77	4.69	80.73	3
28	obj28-val13523	3.58	2.60	4.57	2
29	obj29-val13870	3.72	1.80	9.09	2
30	obj30-val14563	7.34	7.02	63.95	3
31	obj31-val14910	4.08	3.02	64.29	3
32	obj32-val15257	8.91	3.46	20.45	3
33	obj33-val15604	10.28	3.98	87.47	3
34	obj34-val16644	8.14	5.70	79.32	3
35	obj35-val16991	5.64	2.75	9.73	2
36	obj36-val17684	5.70	2.91	85.91	3
37	obj37-val18031	4.10	2.60	10.12	2
38	obj38-val18378	5.78	3.69	73.18	3
39	obj39-val18724	5.22	2.15	71.57	2
40	obj40-val19071	5.13	3.53	13.24	2
41	obj41-val19418	11.13	4.45	26.57	3
42	obj42-val19765	6.16	4.43	48.81	2
43	obj43-val20111	4.41	1.77	21.04	2
44	obj44-val20458	5.37	3.38	31.83	3
45	obj45-val20805	2.53	1.15	17.35	1
46	obj46-val21152	4.08	2.73	69.68	2
47	obj47-val21498	5.72	4.31	68.75	3
48	obj48-val21845	7.82	3.71	76.29	2
49	obj49-val22538	0.61	0.34	45	1
50	obj50-val23232	8.49	5.70	5.40	4
51	obj51-val23579	3.96	2.28	29.05	2
52	obj52-val23925	9.30	4.25	4.21	3
53	obj53-val24272	8.03	4.69	42.65	3
54	obj54-val24619	6.23	4.25	65.77	3
55	obj55-val25312	7.69	3.01	22.25	2
56	obj56-val25659	10.48	3.40	11.47	3
57	obj57-val26006	4.95	2.44	62.10	3
58	obj58-val26699	8.32	3.08	82.75	3
59	obj59-val27046	6.51	3.29	4.09	2
60	obj60-val27393	6.83	4.81	74.54	3
61	obj61-val27740	4.58	4.02	71.03	3
62	obj62-val28086	3.52	0.98	9.87	1
63	obj63-val28433	2.82	0.70	36.87	1
64	obj64-val28780	3.72	1.72	23.50	3
65	obj65-val29127	6.22	4.89	55.01	4
66	obj66-val29473	5.89	2.79	59.86	2
67	obj67-val29820	11.31	5.11	16.53	3
68	obj68-val30167	5.77	5.40	11.31	3
69	obj69-val30514	6.98	2.83	69.72	3
70	obj70-val31207	4.90	3.54	48.50	3
71	obj71-val31554	8.75	4.25	72.18	3
72	obj72-val31901	8.75	4.44	27.90	3
73	obj73-val32247	6.37	4.55	13.71	4
74	obj74-val32594	7.52	5.81	28.61	3
75	obj75-val32941	6.94	3.16	67.48	2
76	obj76-val33288	5.93	3.87	13.32	2
77	obj77-val33634	7.76	2.57	23.20	3
78	obj78-val33981	6.50	4.11	83.21	4
79	obj79-val34328	6.18	2.59	53.13	2
80	obj80-val34675	2.81	1.39	23.96	1
81	obj81-val35021	8.25	4.55	53.81	3
82	obj82-val35368	5.15	2.64	26.57	2
83	obj83-val35715	6.15	3.28	65.22	3
84	obj84-val36408	4.39	1.61	3.69	2
85	obj85-val36755	4.71	3.43	67.52	2
86	obj86-val37102	4.51	2.75	70.46	3
87	obj87-val37449	3.33	2.29	38.29	2
88	obj88-val37795	7.31	4.90	9.64	3
89	obj89-val38142	5.35	4.04	83.48	3
90	obj90-val38489	8.20	3.79	87.71	3
91	obj91-val38836	7.34	3.26	88.98	4
92	obj92-val39182	6.36	4.65	36.87	3
93	obj93-val39529	2.99	1.84	45	3
94	obj94-val39876	2.59	0.37	47.49	2
95	obj95-val40223	3.62	1.40	65.56	2
96	obj96-val40569	3.75	2.16	10.49	2
97	obj97-val40916	3.46	2.32	17.10	3
98	obj98-val41263	9.05	2.78	10.39	4
99	obj99-val41610	5.51	3.09	47.12	3
100	obj100-val41956	4.83	2.18	29.05	3
101	obj101-val42303	6.55	5.15	13.09	3
102	obj102-val42650	4.72	3.18	70.56	3
103	obj103-val42997	6.84	3.58	65.14	3
104	obj104-val43343	7.09	4.86	27.10	4
105	obj105-val43690	6.38	3.41	19.65	4
106	obj106-val44037	4.53	2.71	27.30	4
107	obj107-val44383	4.47	2.22	11.00	3
108	obj108-val44730	7.40	3.80	10.62	4
109	obj109-val45077	5.83	3.24	29.74	3
110	obj110-val45424	3.91	2.32	33.69	3
111	obj111-val45770	6.16	3.68	84.56	3
112	obj112-val46117	4.68	2.14	19.18	3
113	obj113-val46464	6.47	3.54	5.44	3
114	obj114-val46811	6.44	3.92	22.31	3
115	obj115-val47504	7.73	2.09	53.53	3
116	obj116-val47851	6.27	2.44	81.25	3
117	obj117-val48198	2.43	2.33	27.90	3
118	obj118-val48544	9.80	2.39	25.77	3
119	obj119-val48891	2.21	1.01	23.20	1
120	obj120-val49238	4.10	2.85	32.20	3
121	obj121-val49585	4.32	1.24	33.69	3
122	obj122-val49931	5.48	3.51	69.62	3
123	obj123-val50278	4.05	1.55	7.59	2
124	obj124-val50625	2.91	2.10	34.51	3
125	obj125-val50972	4.27	3.80	86.63	3
126	obj126-val51318	8.59	3.90	19.38	3
127	obj127-val51665	6.79	3.33	7.28	4
128	obj128-val52012	4.84	2.07	3.37	3
129	obj129-val52359	9.40	3.88	14.50	2
130	obj130-val52705	4.49	1.61	19.18	2
131	obj131-val53052	3.50	2.51	9.87	3
132	obj132-val53399	6.32	2.37	27.76	2
