 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
1	obj1-val2801	123.82	21.32	0.66	111.36	23.78	2.13
2	obj2-val3361	123.82	26.90	1.31	125.62	22.80	3.28
3	obj3-val3921	147.44	20.83	0.98	145.14	11.32	4.26
4	obj4-val4481	136.61	25.42	0.16	143.66	27.06	4.43
5	obj5-val5041	131.53	34.93	0.66	131.36	35.42	4.59
6	obj6-val5601	153.18	19.02	1.64	160.72	15.42	5.41
7	obj7-val6161	108.08	23.62	2.13	115.62	18.86	4.59
8	obj8-val6722	124.48	21.16	0.49	124.15	14.76	6.40
9	obj9-val7282	122.51	15.91	1.48	129.72	10.17	5.74
10	obj10-val7842	119.72	28.70	0.82	125.79	33.29	5.74
11	obj11-val8402	140.38	30.67	0.66	149.40	37.56	4.10
12	obj12-val8962	149.90	18.20	1.31	155.47	15.25	6.40
13	obj13-val9522	112.67	27.22	0.98	121.52	32.64	6.56
14	obj14-val10082	145.47	28.21	1.15	139.24	31.65	6.07
15	obj15-val10642	145.47	28.37	0.98	153.50	35.59	4.92
16	obj16-val11203	159.41	34.77	2.13	170.40	34.93	4.76
17	obj17-val11763	135.96	15.25	1.64	145.30	12.46	5.74
18	obj18-val12323	118.57	15.09	1.64	117.75	11.81	6.23
19	obj19-val12883	105.12	29.36	1.64	110.21	37.06	5.74
20	obj20-val13443	161.87	19.35	2.46	171.05	20.34	6.07
21	obj21-val14003	107.91	25.26	2.13	119.23	27.88	7.22
22	obj22-val14563	129.72	23.78	1.64	132.35	31.82	6.56
23	obj23-val15123	133.17	27.06	0.49	137.27	33.46	6.07
24	obj24-val15684	105.78	22.30	2.46	115.46	17.55	6.72
25	obj25-val16244	153.18	29.85	2.13	162.85	34.28	5.90
26	obj26-val16804	129.89	12.63	2.30	139.24	10.00	5.58
27	obj27-val17364	131.20	18.04	1.48	136.61	15.42	6.72
28	obj28-val17924	163.51	25.09	2.30	178.10	21.65	6.89
29	obj29-val18484	140.55	22.80	1.64	137.92	27.06	7.38
30	obj30-val19044	159.74	28.04	1.48	168.43	31.49	6.56
31	obj31-val19604	128.41	18.86	1.31	127.92	13.94	6.56
32	obj32-val20165	83.80	21.65	3.61	88.72	14.92	7.38
33	obj33-val20725	151.86	24.27	2.62	165.48	30.18	7.05
34	obj34-val21285	136.12	26.08	0.66	135.30	26.24	7.54
35	obj35-val21845	116.11	31.82	0.98	122.34	35.59	6.07
36	obj36-val22405	147.11	22.63	0.66	149.40	17.06	6.89
37	obj37-val22965	152.52	26.73	1.80	157.60	30.83	7.05
38	obj38-val23525	125.30	28.21	1.15	130.54	28.04	7.22
39	obj39-val24086	95.78	38.05	3.28	86.26	35.75	5.58
40	obj40-val24646	117.42	18.04	1.97	116.28	16.24	7.54
41	obj41-val25206	131.53	18.53	1.31	127.92	20.83	7.38
42	obj42-val25766	151.86	20.83	1.80	155.64	24.93	7.54
43	obj43-val26326	121.52	24.11	2.13	125.62	31.00	7.22
44	obj44-val26886	147.11	25.75	0.66	143.34	28.54	7.22
45	obj45-val27446	98.40	26.08	2.62	88.56	30.01	7.87
46	obj46-val28006	108.40	30.67	2.13	118.08	32.31	6.89
47	obj47-val28567	108.57	15.91	2.13	110.04	13.28	7.71
48	obj48-val29127	135.63	18.86	2.13	132.84	19.68	7.71
49	obj49-val29687	118.90	23.12	2.30	115.29	23.94	8.04
50	obj50-val30247	129.40	23.45	1.97	125.62	25.58	7.54
51	obj51-val30807	163.18	25.09	2.62	171.22	24.44	7.38
52	obj52-val31367	79.54	26.40	4.26	85.28	34.44	6.72
53	obj53-val31927	103.32	30.83	2.30	98.89	34.60	7.54
54	obj54-val32487	112.18	36.74	3.44	114.96	35.26	6.23
55	obj55-val33048	95.61	31.49	2.46	106.44	37.39	5.74
56	obj56-val33608	114.14	15.09	2.30	112.01	14.76	8.04
57	obj57-val34168	152.52	19.19	2.13	161.70	19.84	6.89
58	obj58-val34728	108.57	23.45	2.30	113.98	24.11	8.53
59	obj59-val35288	132.68	24.11	1.64	137.76	19.84	7.71
60	obj60-val35848	142.68	19.02	1.80	141.53	17.06	7.38
61	obj61-val36408	161.05	19.35	3.61	170.89	16.40	6.23
62	obj62-val36968	121.69	23.29	1.97	121.85	20.66	7.87
63	obj63-val37529	156.95	22.63	3.28	166.79	27.06	7.38
64	obj64-val38089	118.90	19.35	2.62	119.23	20.99	8.20
65	obj65-val38649	143.17	21.48	3.12	151.04	20.83	7.54
66	obj66-val39209	151.86	25.75	2.79	144.32	25.09	7.71
67	obj67-val39769	89.71	26.08	3.28	83.31	22.80	8.20
68	obj68-val40329	95.28	32.47	2.30	89.54	34.93	7.05
69	obj69-val40889	101.35	15.42	3.61	95.45	14.10	7.54
70	obj70-val41449	107.75	25.75	2.13	108.24	24.93	9.18
71	obj71-val42010	102.17	28.04	2.46	107.91	32.31	8.20
72	obj72-val42570	52.64	32.14	6.40	62.81	31.98	7.05
73	obj73-val43130	98.07	21.98	2.95	103.65	17.06	8.69
74	obj74-val43690	102.99	21.65	2.62	111.68	18.04	8.69
75	obj75-val44250	162.85	23.29	2.62	171.87	21.98	7.22
76	obj76-val44810	169.90	29.19	4.10	173.18	27.88	7.22
77	obj77-val45370	137.10	27.06	0.49	138.91	29.85	7.22
78	obj78-val45931	90.20	27.22	3.28	84.30	30.01	8.04
79	obj79-val46491	52.48	31.32	6.23	42.15	31.65	7.05
80	obj80-val47051	79.70	24.76	4.26	86.26	17.22	7.71
81	obj81-val47611	97.42	22.96	3.28	89.22	23.94	8.69
82	obj82-val48171	71.67	21.16	4.76	81.34	23.94	8.20
83	obj83-val48731	102.50	23.62	2.62	101.19	24.93	9.35
84	obj84-val49291	74.95	32.96	6.23	63.47	32.64	6.72
85	obj85-val49851	103.48	20.99	1.97	104.96	14.43	8.04
86	obj86-val50412	97.09	20.17	3.28	90.04	17.22	8.20
87	obj87-val50972	37.88	22.30	6.23	49.53	15.25	7.54
88	obj88-val51532	94.14	21.48	2.62	86.92	20.83	8.86
89	obj89-val52092	66.42	25.58	4.59	80.69	27.22	8.36
90	obj90-val52652	99.55	29.36	2.95	101.35	29.68	8.86
91	obj91-val53212	82.49	34.77	5.90	73.80	34.44	6.40
92	obj92-val53772	72.16	18.04	5.08	82	15.91	7.05
93	obj93-val54332	98.73	25.91	2.79	89.05	25.42	8.20
94	obj94-val54893	69.86	28.04	4.76	81.84	29.52	7.71
95	obj95-val55453	99.55	25.42	2.95	101.02	18.37	9.02
96	obj96-val56013	47.40	21.16	6.23	60.68	16.89	7.71
97	obj97-val56573	65.44	23.45	4.92	76.75	24.93	8.69
98	obj98-val57133	3.12	23.29	7.22	17.55	23.94	7.71
99	obj99-val57693	47.40	25.75	4.92	42.64	19.68	8.86
100	obj100-val58253	61.66	29.68	5.25	73.31	27.55	8.69
101	obj101-val58813	58.22	15.42	6.72	69.54	14.43	7.54
102	obj102-val59374	61.01	22.80	4.76	68.55	18.20	9.02
103	obj103-val59934	58.06	25.75	5.08	47.56	20.83	9.02
104	obj104-val60494	28.70	24.44	7.05	41	31.98	7.22
105	obj105-val61054	34.93	23.62	6.56	45.43	29.68	7.71
106	obj106-val61614	53.96	28.86	5.25	45.26	26.40	8.36
107	obj107-val62174	65.44	18.04	5.41	76.10	19.84	8.69
108	obj108-val62734	176.30	26.24	5.58	172.20	22.96	7.54
109	obj109-val63294	62.48	24.11	4.92	72.16	25.58	8.86
110	obj110-val63855	57.40	28.70	4.92	53.96	22.63	9.68
111	obj111-val64415	58.22	25.58	5.08	65.93	27.22	9.02
112	obj112-val64975	61.17	23.94	4.76	55.76	21.48	10.00
113	obj113-val65535	30.34	22.30	7.05	44.28	24.60	8.53
