 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
1	obj1-val2412	8.01	3.68	31.16	2
2	obj2-val2814	7.04	4.91	13.76	2
3	obj3-val3216	9.08	8.66	84.99	3
4	obj4-val3618	7.58	5.24	62.45	2
5	obj5-val4021	6.36	4.37	83.66	2
6	obj6-val4423	4.05	2.95	77.91	2
7	obj7-val4825	9.99	7.30	69.57	2
8	obj8-val5629	4.93	3.98	55.30	2
9	obj9-val6031	8.78	5.55	10.39	2
10	obj10-val6433	2.88	1.62	22.38	1
11	obj11-val6835	12.52	6.76	48.37	4
12	obj12-val7237	8.89	8.15	25.20	3
13	obj13-val7639	5.30	1.71	50.44	2
14	obj14-val8041	2.74	2.11	45	1
15	obj15-val8845	1.69	0.55	22.62	1
16	obj16-val9649	7.81	6.59	11.94	3
17	obj17-val10051	5.57	4.13	79.56	2
18	obj18-val10453	7.44	5.98	66.04	3
19	obj19-val10855	9.44	8.24	74.05	3
20	obj20-val11258	4.93	3.03	4.29	2
21	obj21-val12464	4.95	4.33	15.26	3
22	obj22-val12866	6.65	3.44	9.46	3
23	obj23-val13268	1.08	0.82	60.26	2
24	obj24-val13670	6.28	5.35	34.38	3
25	obj25-val14072	9.36	3.64	21.45	3
26	obj26-val14474	6.50	3.01	10.30	2
27	obj27-val14876	9.47	4.15	20.35	3
28	obj28-val15680	5.30	3.03	38.66	2
29	obj29-val16082	10.12	6.04	5.71	3
30	obj30-val16484	7.06	2.46	29.74	3
31	obj31-val16886	8.70	7.80	32.01	3
32	obj32-val17288	5.17	3.71	36.87	3
33	obj33-val18092	9.30	4.71	62.56	2
34	obj34-val18495	5.74	2.85	6.34	2
35	obj35-val18897	9.79	6.61	49.97	3
36	obj36-val19299	8.62	7.14	19.98	3
37	obj37-val19701	5.33	4.20	67.01	3
38	obj38-val20505	7.20	3.53	7.59	3
39	obj39-val21309	9.37	5.53	13.63	3
40	obj40-val21711	7.16	3.83	14.35	3
41	obj41-val22113	8.22	6.00	24.78	4
42	obj42-val22515	7.26	5.12	45.83	2
43	obj43-val22917	8.07	4.43	8.75	3
44	obj44-val23319	5.49	4.31	33.27	3
45	obj45-val23721	6.63	3.54	30.74	2
46	obj46-val24123	9.26	3.19	32.11	3
47	obj47-val24525	7.05	3.44	73.30	3
48	obj48-val24927	7.99	2.13	26.57	3
49	obj49-val25329	8.84	4.59	21.45	4
50	obj50-val25732	9.66	4.52	14.50	3
51	obj51-val26134	4.94	2.07	19.98	2
52	obj52-val26536	7.75	3.86	24.54	2
53	obj53-val26938	7.92	5.06	59.38	3
54	obj54-val27340	2.59	1.65	54.78	2
55	obj55-val27742	7.04	3.46	9.87	3
56	obj56-val28144	5.35	3.32	27.98	2
57	obj57-val28546	4.97	2.54	6.91	2
58	obj58-val28948	9.54	4.26	16.22	3
59	obj59-val29350	5.38	4.20	62.10	3
60	obj60-val29752	6.76	4.39	62.85	3
61	obj61-val30154	7.64	4.05	6.58	3
62	obj62-val30556	7.26	4.71	42.58	3
63	obj63-val30958	7.57	3.77	47.49	3
64	obj64-val31360	7.11	3.34	42.65	4
65	obj65-val31762	8.91	4.46	23.96	3
66	obj66-val32164	7.80	3.76	42.58	3
67	obj67-val32566	4.49	3.87	61.26	3
68	obj68-val32969	8.45	2.76	27.60	3
69	obj69-val33371	4.81	2.87	11.63	2
70	obj70-val33773	7.24	4.83	25.14	3
71	obj71-val34175	6.71	4.48	42.36	3
72	obj72-val34577	9.26	3.33	16.78	3
73	obj73-val34979	4.23	3.83	29.98	3
74	obj74-val35381	6.56	3.85	73.18	3
75	obj75-val35783	6.73	4.60	35.54	3
76	obj76-val36185	6.43	2.57	9.46	3
77	obj77-val36587	5.82	2.78	41.63	4
78	obj78-val36989	8.27	2.23	11.51	4
79	obj79-val37391	5.84	3.52	20.92	3
80	obj80-val37793	5.83	3.18	87.40	3
81	obj81-val38195	5.34	1.41	59.62	2
82	obj82-val38597	5.51	3.71	38.66	3
83	obj83-val38999	4.35	3.62	60.95	3
84	obj84-val39401	4.74	3.90	71.57	3
85	obj85-val39803	5.17	3.02	54.87	3
86	obj86-val40206	3.73	2.31	38.99	3
87	obj87-val40608	5.44	4.65	36.87	3
88	obj88-val41010	8.61	3.76	11.31	3
89	obj89-val41412	6.72	3.20	46.74	3
90	obj90-val41814	7.83	5.29	41.08	2
91	obj91-val42216	8.26	5.22	19.38	3
92	obj92-val42618	6.74	5.64	27.76	3
93	obj93-val43020	6.16	3.14	48.81	3
94	obj94-val43422	5.84	3.53	74.05	3
95	obj95-val43824	6.92	2.78	9.66	3
96	obj96-val44226	6.07	4.19	60.07	3
97	obj97-val44628	5.98	4.30	8.47	3
98	obj98-val45030	3.77	2.16	31.33	3
99	obj99-val45432	3.40	0.98	32.28	2
100	obj100-val45834	5.88	3.41	70.25	3
101	obj101-val46236	4.89	3.94	9.46	4
102	obj102-val46638	4.14	3.09	37.69	3
103	obj103-val47040	11.50	5.64	14.42	3
104	obj104-val47443	3.69	0.89	34.29	2
105	obj105-val47845	4.55	3.73	83.29	3
106	obj106-val48247	3.45	1.87	56.31	3
107	obj107-val48649	6.87	4.61	12.01	3
108	obj108-val49051	5.06	3.00	6.34	3
109	obj109-val49453	10.26	4.24	2.39	4
110	obj110-val49855	6.73	4.54	26.00	3
111	obj111-val50257	2.91	1.89	79.22	2
112	obj112-val50659	5.94	2.82	70.56	3
113	obj113-val51061	8.11	1.93	28.07	2
114	obj114-val51463	7.51	5.86	34.46	4
115	obj115-val51865	5.74	2.91	52.25	3
116	obj116-val52267	7.37	3.15	14.30	3
117	obj117-val52669	8.38	5.64	9.16	2
118	obj118-val53071	7.98	2.37	16.59	3
119	obj119-val53473	3.99	1.84	15.64	3
120	obj120-val53875	3.33	2.71	71.57	3
121	obj121-val54277	7.16	3.84	5.08	3
122	obj122-val54680	7.74	3.39	5.95	3
123	obj123-val55082	4.74	3.24	20.14	3
124	obj124-val55484	5.07	4.38	4.90	3
125	obj125-val55886	7.84	4.43	22.20	3
126	obj126-val56288	5.60	2.73	9.21	3
127	obj127-val56690	9.52	5.20	8.53	3
128	obj128-val57092	6.91	4.63	16.82	3
129	obj129-val57494	5.37	3.28	28.30	3
130	obj130-val57896	3.48	1.54	18.43	2
131	obj131-val58298	5.44	2.80	59.86	3
132	obj132-val58700	4.60	3.65	34.70	3
133	obj133-val59102	4.63	1.58	5.71	3
134	obj134-val59504	4.92	1.85	73.30	3
135	obj135-val59906	3.31	1.88	45	3
136	obj136-val60308	8.19	2.95	14.74	3
137	obj137-val60710	10.45	5.26	23.10	3
138	obj138-val61112	6.86	4.08	5.83	3
139	obj139-val61514	5.32	1.81	38.16	3
140	obj140-val61917	6.16	3.49	20.10	3
141	obj141-val62319	4.02	1.67	83.66	2
142	obj142-val62721	4.08	1.96	5.19	2
143	obj143-val63123	3.33	1.19	8.13	3
144	obj144-val63927	5.55	3.26	4.18	3
145	obj145-val64731	1.86	0.40	75.96	1
146	obj146-val65535	4.96	2.55	62.59	3
