 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
92	obj92-val31744	7.92	3.50	14.57	3
93	obj93-val32000	3.48	2.56	20.85	2
94	obj94-val32256	5.72	3.03	37.48	2
95	obj95-val32512	7.80	3.34	10.41	2
96	obj96-val32768	7.12	2.12	14.04	2
97	obj97-val33023	3.17	2.05	62.45	2
98	obj98-val33279	6.74	2.71	45	2
99	obj99-val33535	5.83	3.83	2.86	3
100	obj100-val33791	4.81	3.61	62.70	3
101	obj101-val34047	6.95	4.67	6.46	3
102	obj102-val34303	4.11	3.45	12.53	2
103	obj103-val34559	30.75	12.29	53.13	12
104	obj104-val34815	2.62	1.15	22.62	1
105	obj105-val35071	4.65	1.66	8.13	1
106	obj106-val35327	5.65	5.37	81.87	3
107	obj107-val35583	3.27	0.97	12.80	1
108	obj108-val35839	5.83	4.09	21.80	2
109	obj109-val36095	2.30	0.68	26.57	1
110	obj110-val36351	8.20	5.11	38.33	3
111	obj111-val36607	8.11	2.94	70.56	3
112	obj112-val36863	24.73	15.38	14.30	9
113	obj113-val37375	13.50	5.34	3.37	5
114	obj114-val37631	3.40	2.04	41.42	2
115	obj115-val37887	2.20	1.68	11.31	2
116	obj116-val38143	8.11	2.42	20.43	2
117	obj117-val38399	6.90	4.63	45.88	2
118	obj118-val38655	6.45	4.85	15.59	3
119	obj119-val38911	5.59	3.92	12.38	2
120	obj120-val39167	4.53	3.63	7.59	3
121	obj121-val39423	1.87	1.28	55.01	1
122	obj122-val39679	6.71	1.64	40.24	3
123	obj123-val39935	10.71	3.01	18.97	3
124	obj124-val40191	7.85	4.62	37.50	3
125	obj125-val40447	7.46	4.38	14.93	3
126	obj126-val40703	6.69	4.34	84.29	3
127	obj127-val40959	7.01	4.11	9.87	2
128	obj128-val41215	9.55	3.85	9.31	2
129	obj129-val41727	2.92	1.78	62.10	2
130	obj130-val42239	4.62	1.61	5.71	3
131	obj131-val42495	14.90	6.23	6.28	5
132	obj132-val42751	23.54	8.54	15.44	6
133	obj133-val43263	9.55	3.38	30.80	3
134	obj134-val43519	3.68	3.03	46.55	3
135	obj135-val43775	6.28	4.25	35.54	3
136	obj136-val44031	4.75	2.61	11.00	3
137	obj137-val44287	9.14	6.17	51.89	3
138	obj138-val44543	5.74	4.58	15.38	3
139	obj139-val44799	1.56	0.73	48.01	1
140	obj140-val45055	3.61	1.09	30.58	2
141	obj141-val45311	4.54	3.79	8.88	3
142	obj142-val45567	4.11	2.57	17.24	2
143	obj143-val45823	6.15	4.30	33.31	2
144	obj144-val46079	8.42	5.03	27.55	3
145	obj145-val46335	9.69	4.84	10.06	3
146	obj146-val46591	3.14	1.99	37.41	2
147	obj147-val46847	8.76	3.81	5.10	3
148	obj148-val47103	10.37	3.19	5.36	2
149	obj149-val47359	5.03	2.69	10.01	3
150	obj150-val47615	1.27	1.05	23.96	1
151	obj151-val47871	9.46	4.49	16.70	3
152	obj152-val48127	3.62	1.86	24.44	2
153	obj153-val48383	12.71	4.24	16.05	3
154	obj154-val48639	7.45	3.91	15.26	3
155	obj155-val48895	5.23	3.27	7.91	3
156	obj156-val49151	8.90	4.18	51.50	4
157	obj157-val49407	3.05	0.91	47.12	3
158	obj158-val49663	5.68	3.17	5.71	3
159	obj159-val49919	5.47	1.89	31.50	3
160	obj160-val50175	4.58	2.59	18.43	3
161	obj161-val50431	7.42	3.85	15.26	3
162	obj162-val50687	5.74	3.13	4.09	3
163	obj163-val50943	6.81	3.00	27.65	3
164	obj164-val51199	4.33	3.44	23.96	3
165	obj165-val51455	4.35	4.08	67.83	2
166	obj166-val51711	6.93	5.31	50.79	3
167	obj167-val51967	7.66	2.02	8.47	2
168	obj168-val52223	3.06	2.24	60.26	3
169	obj169-val52479	6.82	2.65	2.54	3
170	obj170-val52735	6.62	3.89	27.18	3
171	obj171-val52991	6.32	4.20	39.37	3
172	obj172-val53247	1.52	0.52	11.31	1
173	obj173-val53759	2.70	1.53	63.43	2
174	obj174-val54015	5.15	1.41	33.69	2
175	obj175-val54271	4.90	1.55	22.11	2
176	obj176-val54783	7.58	2.94	63.43	2
177	obj177-val55039	3.29	1.96	34.99	3
178	obj178-val55295	5.98	5.73	71.57	3
179	obj179-val55551	7.44	3.96	52.82	3
180	obj180-val55807	6.10	5.12	81.87	2
181	obj181-val56063	5.96	2.78	19.03	3
182	obj182-val56319	1.83	0.99	77.01	2
183	obj183-val56575	6.02	3.65	6.63	3
184	obj184-val56831	5.92	3.85	30.47	3
185	obj185-val57087	3.84	2.61	80.54	3
186	obj186-val57343	7.78	5.07	5.60	2
187	obj187-val57599	3.92	2.23	33.18	3
188	obj188-val57855	1.74	0.76	71.57	1
189	obj189-val58111	0.91	0.75	74.05	1
190	obj190-val58367	3.72	2.58	45	2
191	obj191-val58623	5.57	3.08	64.13	3
192	obj192-val58879	7.12	6.04	4.86	2
193	obj193-val59135	5.35	4.71	39.40	3
194	obj194-val59391	5.41	3.56	84.81	3
195	obj195-val59647	6.67	3.93	78.18	2
196	obj196-val59903	6.13	3.02	19.75	2
197	obj197-val60415	7.06	4.18	21.12	3
198	obj198-val60927	5.14	3.60	78.11	3
199	obj199-val61183	13.38	7.19	13.89	5
200	obj200-val61439	1.27	0.92	52.13	2
201	obj201-val61695	7.31	3.97	55.67	2
202	obj202-val61951	7.09	5.73	33.34	3
203	obj203-val62207	5.32	3.36	23.63	3
204	obj204-val62463	10.79	7.40	50.19	4
205	obj205-val62975	6.99	3.18	3.65	2
206	obj206-val63231	9.91	3.06	15.10	3
207	obj207-val63743	9.95	2.80	4.54	3
208	obj208-val63999	11.00	3.45	5.40	3
209	obj209-val64511	9.73	7.50	13.06	6
210	obj210-val64767	6.97	2.80	47.64	2
211	obj211-val65023	7.08	3.06	15.35	3
212	obj212-val65279	12.84	4.13	8.23	4
213	obj213-val65535	7.44	2.48	43.41	2
