 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
91	obj91-val49907	90.53	30.18	3.61	99.88	32.80	8.20
92	obj92-val50412	76.59	34.93	6.89	63.63	32.14	8.04
93	obj93-val50916	74.62	14.76	6.23	82.66	15.74	8.69
94	obj94-val51420	100.70	22.14	3.94	107.75	16.24	7.38
95	obj95-val51924	121.85	22.14	4.43	133.17	19.68	8.04
96	obj96-val52428	77.24	29.68	4.92	85.77	33.62	8.69
97	obj97-val52932	79.05	17.55	5.41	93.15	21.16	9.18
98	obj98-val53436	89.71	19.84	5.41	102.99	19.68	7.38
99	obj99-val53940	121.03	25.75	3.94	128.74	22.47	8.36
100	obj100-val54444	71.18	27.55	4.92	77.41	32.64	9.02
101	obj101-val54949	71.50	19.68	5.58	80.52	17.88	9.35
102	obj102-val55453	74.95	24.11	5.25	80.85	31.98	9.02
103	obj103-val55957	69.37	15.74	6.23	64.12	14.60	9.35
104	obj104-val56461	71.67	24.44	5.25	66.91	21.48	9.68
105	obj105-val56965	71.18	27.22	4.92	69.21	24.76	9.84
106	obj106-val57469	81.84	28.21	4.76	85.12	25.26	10.17
107	obj107-val57973	66.58	26.40	6.07	60.52	28.04	9.18
108	obj108-val58477	62.65	21.81	6.07	51.50	21.16	10.00
109	obj109-val58982	92.99	23.78	6.89	81.67	20.50	9.68
110	obj110-val59486	47.07	26.57	8.04	59.86	29.36	8.04
111	obj111-val59990	41.16	28.86	7.54	54.94	31.82	8.20
112	obj112-val60494	65.93	19.19	6.23	59.37	18.04	10.50
113	obj113-val60998	73.47	22.96	5.41	66.91	19.19	10.50
114	obj114-val61502	55.43	23.12	6.40	45.10	22.30	10.17
115	obj115-val62006	56.42	16.89	8.69	41.49	20.01	8.69
116	obj116-val62510	65.76	23.45	5.74	59.04	21.98	10.66
117	obj117-val63014	61.34	25.26	7.05	51.99	22.96	10.00
118	obj118-val63519	37.72	30.83	8.36	25.91	30.67	10.00
119	obj119-val64023	73.96	23.45	5.25	80.85	23.94	10.50
120	obj120-val64527	41.82	20.50	9.02	30.67	21.16	9.68
121	obj121-val65031	47.23	25.58	7.38	36.08	22.96	10.17
122	obj122-val65535	29.03	21.16	9.68	15.25	26.57	10.00
