 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
79	obj79-val47088	209.26	19.02	2.62	214.18	23.12	8.36
80	obj80-val47574	151.04	26.73	2.46	148.75	24.11	7.71
81	obj81-val48059	211.40	23.29	2.95	219.43	25.42	8.20
82	obj82-val48544	163.67	20.01	1.64	159.57	19.02	7.71
83	obj83-val49030	238.46	22.80	6.07	236.00	15.58	6.72
84	obj84-val49515	185.98	23.94	2.46	194.01	20.17	8.53
85	obj85-val50001	137.27	24.93	2.95	127.10	21.65	7.05
86	obj86-val50486	138.42	23.78	3.44	145.47	24.76	7.71
87	obj87-val50972	130.38	22.80	2.62	117.42	25.58	6.72
88	obj88-val51457	160.23	25.75	1.97	154.82	25.42	7.71
89	obj89-val51943	184.17	29.52	2.30	190.08	29.19	8.20
90	obj90-val52428	174.00	30.18	2.95	162.52	31.32	6.89
91	obj91-val53399	194.83	21.65	3.12	199.92	17.88	8.04
92	obj92-val53884	139.73	22.80	2.62	134.15	20.50	7.87
93	obj93-val54370	177.78	25.75	3.12	169.90	25.26	8.36
94	obj94-val54855	185.98	27.39	3.12	196.96	24.11	8.20
95	obj95-val55341	171.05	27.22	3.61	158.59	23.45	7.87
96	obj96-val55826	139.40	28.70	2.30	131.86	28.37	6.56
97	obj97-val56312	219.76	21.81	4.26	228.62	21.16	8.20
98	obj98-val56797	179.74	24.27	3.44	184.66	22.14	8.53
99	obj99-val57282	171.71	26.40	3.61	160.39	20.99	7.87
100	obj100-val57768	185.48	26.40	3.12	175.97	24.76	8.53
101	obj101-val58253	174.82	29.03	2.79	179.58	30.67	8.20
102	obj102-val58739	151.37	25.91	2.46	160.23	31.49	6.72
103	obj103-val59224	204.51	30.50	2.95	215.00	32.96	7.38
104	obj104-val59710	161.05	23.78	3.94	150.72	20.17	6.89
105	obj105-val60195	230.58	19.68	5.41	231.08	18.04	8.04
106	obj106-val60681	208.44	23.29	4.10	207.46	25.42	7.22
107	obj107-val61166	201.06	22.47	3.61	211.23	18.70	8.04
108	obj108-val61651	212.05	27.88	5.08	213.69	27.72	7.87
109	obj109-val62137	190.08	28.37	2.95	199.10	26.40	8.20
110	obj110-val62622	229.27	21.48	6.23	231.40	24.76	8.04
111	obj111-val63108	202.38	23.62	3.94	205	23.94	8.36
112	obj112-val63593	202.21	23.78	4.92	199.42	22.96	8.53
113	obj113-val64564	241.57	20.17	6.72	238.95	25.58	7.05
114	obj114-val65535	228.45	29.19	5.90	226.98	28.54	8.04
