Nb	Obj	Type	Label	CX (pix)	CY (pix)	CZ (pix)	CX (unit)	CY (unit)	CZ (unit)	Xmin (pix)	Ymin (pix)	Zmin (pix)	Xmax (pix)	Ymax (pix)	Zmax (pix)	VolBounding (pix)	RatioVolbox	Vol (unit)	Vol (pix)	Surf (unit)	Surf (pix)	SurfCorr (pix)	Comp (pix)	Spher (pix)	CompCorr (pix)	SpherCorr (pix)	Comp (unit)	Spher (unit)	CompDiscrete	Feret (unit)	Ell_MajRad	Ell_Elon	Ell_Flatness	volEllipsoid (unit)	RatioVolEllipsoid	Moment1	Moment2	Moment3	Moment4	Moment5	DCMin (unit)	DCMax (unit)	DCMean (unit)	DCSD (unit)	
0	1	0	obj1-val3901	1305.0836035864174	160.5551793208699	9.035768790537963	214.03371098817246	26.331049408622665	3.6143075162151854	1280	130	0	1328	190	29	89670.0	0.23383517341362775	225.58213120000002	20968	380.9982400000216	8280.0	5651.051533333334	0.08759420573317317	0.44411162924631387	0.27553615016084115	0.6507180625984239	0.1040621646756546	0.47036097234471413	0.9693379241765274	13.328442573547363	6.23747275915926	1.4980284708645426	1.4467500908938373	313.09845219859875	0.7204830608901029	1199.5509232538122	394108.63289028784	3.589480430620773E7	3.651080685359261	0.020795794729127133	0.8261663701164483	8.725847460216304	3.8800480286406054	1.2515571172174715	
1	2	0	obj2-val4681	1173.6395552223887	102.90011244377811	9.47151424287856	192.47688705647175	16.87561844077961	3.7886056971514246	1156	73	1	1195	135	25	63000.0	0.2540952380952381	172.22046720000003	16008	328.51561600000366	7100.0	4652.810266666666	0.0809750973052197	0.4326308884178924	0.28772691901712333	0.6601766584170351	0.09461366019694831	0.4556712441542123	0.964342196587022	11.794931411743164	5.7119719363454164	1.6691283170038358	1.2962282546391168	216.16523492902584	0.7967075152327139	953.8135617855044	238846.07539709818	1.7109662664266326E7	3.8089816176942013	0.019717459959792183	1.1564110327807233	6.675604209672203	3.583517462036814	0.9769562303612322	
2	3	0	obj3-val6241	1095.5479701596114	196.8305863983345	11.365544760582928	179.66986710617627	32.28021616932686	4.546217904233171	1077	181	2	1117	214	23	30668.0	0.37589670014347204	124.02283520000002	11528	204.7310399999875	4354.0	2896.0566666666673	0.182093747982317	0.5668027189482391	0.6187840960218	0.8521441122310675	0.20272373830378915	0.5874466521246539	0.9804537540931536	8.680293083190918	3.8385352873009966	1.1636551871781056	1.3340280183746376	131.15100701284183	0.9456491263376738	589.8660918077201	109536.88981837028	6298150.114778558	3.1764824329178714	0.030686878424533853	1.8375099305217457	4.918673192343612	3.098182818825869	0.4751656487327874	
3	4	0	obj4-val7022	1091.3489481381482	156.71220609742377	14.625109686128923	178.9812274946563	25.7008017999775	5.850043874451569	1059	128	1	1121	185	32	116928.0	0.3801057060755337	478.15708800000004	44445	513.777888000083	11182.0	7454.862566666668	0.15978637004835916	0.5426421303812867	0.5392364862664055	0.8139413085573944	0.19066340379693467	0.575558343375026	0.9859009578468916	12.547698974609375	5.27332459693744	1.0683084081142056	1.0930138336484305	492.4057903068705	0.9710630894531306	1349.0576020454564	601896.4075880268	8.87801861068495E7	3.023703731560268	0.036159679326360786	3.6874740726865087	6.965341455090224	4.788351805306372	0.408228064002504	
4	5	0	obj5-val7802	1315.567559177338	83.6616220411331	12.807838571982925	215.75307970508342	13.72050601474583	5.12313542879317	1291	59	5	1338	119	27	67344.0	0.19133107626514612	138.621984	12885	302.10243199999326	6636.0	4462.593766666667	0.06425428380301289	0.4005294243307127	0.2112803734283719	0.5955977547866549	0.07882317598107581	0.4287640300912561	0.954894981115756	12.330063819885254	6.201888439562322	1.954470291369801	1.4113092157447913	185.3446750627429	0.7479145756578853	996.2035516719097	218634.6526627802	1.2578532469979383E7	4.539177592741567	0.012722888405670959	0.9147118854606017	6.587577665234063	3.550898325898103	1.1573857952956996	
5	6	0	obj6-val8582	960.1650470381475	173.57371032771633	14.407629484131087	157.4670677142562	28.466088493745477	5.763051793652435	925	146	7	992	195	25	64600.0	0.29947368421052634	208.13200640000002	19346	370.12832000002226	8368.0	5791.6401000000005	0.07223866738293638	0.4164762966574032	0.2178863587343317	0.6017415684655117	0.09662136469890352	0.458871826567411	0.9638121288826486	12.506388664245605	5.753044390903573	1.5412975459807399	1.3453322690027647	249.56244406131268	0.8339876906673747	1017.3920088433692	284473.82204715937	2.2804901931153614E7	3.6386001784260915	0.02165525203327588	1.4818167390535755	7.030828270917443	3.7478462375836585	0.9899902812433995	
6	7	0	obj7-val9362	1265.0683105722653	180.65885765893975	15.759079339883412	207.47120293385152	29.62805265606612	6.303631735953365	1238	146	0	1300	205	36	139860.0	0.26125411125411124	393.1011776000001	36539	546.339104000061	11322.0	7329.8387999999995	0.1040390161498615	0.4703260926818406	0.38342675795209186	0.7264863730038867	0.1071702403917592	0.47499793866400747	0.9778239481807675	15.251408576965332	7.679357713035739	1.7122256126661446	1.2305214966346587	525.8381586651074	0.7475706567167485	1717.21675257982	773058.8584340209	1.0124508412682787E8	3.8145004654809993	0.019993949719287897	1.7186707994250883	8.373438842060088	5.046444078146343	1.3771743395140534	
7	8	0	obj8-val10142	1220.6121570736955	198.89112426035504	11.348789671866594	200.18039376008608	32.618144378698226	4.539515868746638	1183	181	4	1244	219	23	48360.0	0.1922043010752688	99.99932800000002	9295	252.62559999997467	5680.0	3878.848133333333	0.05332196611221354	0.3763880350226959	0.1674336840131055	0.5511641282253652	0.0701478658114574	0.4124188803181091	0.9430032252422116	11.367240905761719	5.4723297011226055	1.589349653240349	1.96224293954134	138.48848859944178	0.7220768239390194	834.3328859819238	167170.7322389399	7022586.54033572	4.164074388547646	0.012091467522225004	1.074542875023858	6.826004815789864	3.3794614925993174	1.1904718794903315	
8	9	0	obj9-val10923	1033.1079901610728	116.46318336903911	17.315440768071095	169.42971038641596	19.099962072522416	6.926176307228438	1003	94	4	1071	138	39	111780.0	0.2254965110037574	271.17623040000007	25206	440.6653760000444	9258.0	6012.379633333334	0.09055422289585588	0.44905884019439374	0.330613857147001	0.6914705437193676	0.09719162130366145	0.4597728050472372	0.9719332666644339	14.252278327941895	6.60144138224611	1.3498737376590286	1.8431972236321752	358.7953436910018	0.755796403627634	1385.6107118526409	524395.9301569189	4.713715265429027E7	3.661197454805324	0.017719017979384286	1.7390071040009787	8.700586927348283	4.517649206849429	1.340729214254262	
9	10	0	obj10-val11703	1144.3966889234428	108.3236074270557	15.854294338242019	187.68105698344462	17.765071618037137	6.3417177352968075	1129	90	5	1163	126	30	33670.0	0.3247104247104247	117.62158720000002	10933	211.5324479999864	4368.0	2889.3669666666665	0.1622120752988778	0.545374285262178	0.5604320448022676	0.8244689792685835	0.16530860400194	0.5488227176750688	0.97745281093299	10.236576080322266	4.258699199401235	1.5381036422330239	1.0828949306399207	126.2879648061518	0.931376060898167	601.2091063106901	106347.16644772986	5839742.229331721	3.39879661663157	0.026873054148099883	2.0389375511695857	5.82912123669454	3.1117419628633267	0.5942828059917433	
