 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
1	obj1-val3378	199.10	25.26	0.49	192.04	27.06	4.10
2	obj2-val4054	190.40	21.48	0.98	192.04	21.98	4.43
3	obj3-val4729	212.38	35.75	2.62	215.99	24.93	3.44
4	obj4-val6081	181.55	27.39	1.31	185.65	33.78	6.07
5	obj5-val6756	181.88	20.99	2.30	182.70	13.94	6.40
6	obj6-val7432	208.61	20.34	2.46	216.32	15.58	6.56
7	obj7-val8107	181.88	21.16	2.13	187.94	31.16	5.90
8	obj8-val9459	197.46	19.84	2.46	204.18	14.76	7.22
9	obj9-val10134	203.69	24.93	2.30	203.85	28.54	7.22
10	obj10-val10810	201.56	16.89	2.13	210.74	10.99	5.58
11	obj11-val11486	173.51	16.73	3.28	183.19	12.63	7.38
12	obj12-val12161	190.40	30.50	3.44	189.58	33.29	5.25
13	obj13-val12837	187.94	19.52	3.12	201.88	13.61	6.89
14	obj14-val13512	70.03	28.86	5.08	83.80	24.11	5.74
15	obj15-val14188	180.89	26.73	1.48	187.45	31.49	6.72
16	obj16-val14864	177.94	33.78	3.94	167.77	31.65	5.08
17	obj17-val15539	191.06	29.52	1.97	203.69	33.95	6.07
18	obj18-val16215	229.60	17.71	3.94	227.96	16.07	6.89
19	obj19-val16890	212.38	22.63	3.12	220.09	20.34	7.22
20	obj20-val17566	225.01	23.29	3.94	237.47	24.11	7.05
21	obj21-val18242	126.28	15.91	3.61	137.43	12.63	6.56
22	obj22-val18917	65.27	18.86	5.08	53.46	19.68	5.74
23	obj23-val19593	58.88	24.60	4.92	47.40	21.81	5.90
24	obj24-val20269	206.97	33.78	3.28	203.69	35.92	5.74
25	obj25-val20944	183.02	11.32	4.26	196.96	8.20	5.58
26	obj26-val21620	195.16	12.63	2.79	205.66	9.68	5.74
27	obj27-val22295	208.12	20.50	2.30	212.71	18.70	7.38
28	obj28-val22971	146.78	21.98	3.77	147.11	20.17	7.54
29	obj29-val23647	167.12	20.66	4.43	159.57	21.98	7.71
30	obj30-val24322	0.49	21.98	4.10	9.02	24.44	6.72
31	obj31-val24998	186.63	25.58	1.64	189.26	25.26	8.69
32	obj32-val25674	196.31	23.94	1.48	197.13	24.60	8.53
33	obj33-val26349	223.04	24.44	3.61	220.25	35.10	5.90
34	obj34-val27025	145.80	28.54	3.61	150.55	31.49	6.40
35	obj35-val27700	216.64	34.11	4.10	206.48	29.19	7.38
36	obj36-val28376	131.69	29.68	3.77	145.14	33.13	5.74
37	obj37-val29052	188.11	15.42	2.95	187.12	14.43	7.87
38	obj38-val29727	123.33	20.17	3.77	129.23	15.25	7.05
39	obj39-val30403	194.01	19.02	2.13	197.13	18.37	8.36
40	obj40-val31078	196.64	20.99	2.62	202.70	17.06	7.71
41	obj41-val31754	87.25	22.14	4.92	86.76	18.86	6.23
42	obj42-val32430	157.44	23.45	4.26	165.97	27.06	7.38
43	obj43-val33105	207.46	22.96	3.28	214.84	23.94	7.87
44	obj44-val33781	135.79	24.60	4.10	146.12	29.36	6.40
45	obj45-val34457	131.53	23.29	4.10	112.67	23.78	7.05
46	obj46-val35132	216.81	25.26	3.12	215.99	33.62	7.05
47	obj47-val35808	155.96	29.85	4.26	164.66	32.64	6.89
48	obj48-val36483	140.22	14.27	4.26	152.36	13.61	7.05
49	obj49-val37159	44.94	17.88	5.41	28.86	18.20	6.07
50	obj50-val37835	220.25	22.63	3.28	225.66	16.56	7.54
51	obj51-val38510	146.62	22.80	3.94	145.14	18.20	7.71
52	obj52-val39186	38.38	21.65	5.08	45.76	22.47	5.74
53	obj53-val39861	156.95	25.58	4.10	169.25	31.00	7.38
54	obj54-val40537	179.42	29.03	1.97	169.25	29.36	6.72
55	obj55-val41213	110.04	14.92	5.74	121.03	13.61	5.90
56	obj56-val41888	135.30	18.86	3.61	143.99	14.27	6.89
57	obj57-val42564	176.14	17.22	3.12	164.16	19.19	8.04
58	obj58-val43240	142.02	18.70	5.58	125.13	20.66	7.54
59	obj59-val43915	154.98	22.47	4.26	164	16.89	8.04
60	obj60-val44591	155.14	21.98	4.26	145.80	18.37	7.54
61	obj61-val45266	168.10	24.27	3.94	176.46	27.72	8.04
62	obj62-val45942	178.10	20.01	2.79	175.15	23.78	9.02
63	obj63-val46618	128.90	27.39	3.94	136.28	30.01	7.05
64	obj64-val47293	156.13	14.76	5.74	166.95	12.63	6.07
65	obj65-val47969	127.10	21.48	4.10	114.47	21.16	7.38
66	obj66-val48645	136.28	23.78	4.26	151.54	25.09	7.38
67	obj67-val49320	114.96	30.34	6.07	104.96	28.86	6.56
68	obj68-val49996	109.55	16.56	4.92	102.34	17.06	7.54
69	obj69-val50671	207.30	22.80	3.12	210.25	22.14	8.20
70	obj70-val51347	149.40	23.78	4.59	161.87	24.93	8.04
71	obj71-val52023	219.27	23.62	3.94	225.83	24.60	8.20
72	obj72-val52698	146.45	25.91	4.26	158.92	30.01	6.72
73	obj73-val53374	127.43	27.55	4.10	119.23	27.88	7.54
74	obj74-val54049	163.51	16.07	5.25	172.86	12.79	6.07
75	obj75-val54725	142.52	18.37	5.08	154.32	15.74	7.22
76	obj76-val55401	115.29	20.66	4.26	121.85	15.58	7.38
77	obj77-val56076	110.54	20.17	4.92	103.81	18.86	7.71
78	obj78-val56752	115.46	23.45	4.26	110.04	18.86	7.71
79	obj79-val57428	137.27	23.12	4.10	143.34	21.48	8.04
80	obj80-val58103	132.51	25.09	3.77	122.84	27.22	8.20
81	obj81-val58779	187.62	19.52	3.44	192.86	15.42	8.36
82	obj82-val59454	177.28	18.86	3.61	168.92	20.34	8.20
83	obj83-val60130	183.84	21.98	4.26	178.27	17.71	8.36
84	obj84-val60806	90.69	24.44	5.90	99.55	17.22	6.07
85	obj85-val61481	193.52	21.65	3.77	186.80	21.32	8.53
86	obj86-val62157	196.64	22.96	3.94	205.82	25.26	8.04
87	obj87-val62833	182.70	25.75	3.12	186.47	23.45	8.69
88	obj88-val63508	170.40	21.16	4.43	164.16	24.11	8.36
89	obj89-val64184	228.94	16.07	6.89	227.30	28.37	7.22
