 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
1	obj1-val4608	137.92	25.91	0.16	132.51	29.36	4.10
2	obj2-val5120	109.72	19.84	1.48	109.06	28.86	3.28
3	obj3-val5632	137.60	17.22	0.16	135.30	12.14	4.26
4	obj4-val5888	134.15	22.14	0.98	133.00	14.76	3.28
5	obj5-val6144	115.62	19.19	1.64	111.19	26.08	1.97
6	obj6-val6400	146.45	30.67	0	144.48	29.03	4.92
7	obj7-val6656	97.25	21.32	1.31	94.79	20.17	3.61
8	obj8-val6912	123	23.94	1.64	117.59	25.58	4.59
9	obj9-val7168	129.23	26.57	1.15	127.92	27.72	4.26
10	obj10-val7424	129.89	30.34	0.16	134.64	28.86	4.76
11	obj11-val7936	129.72	18.20	1.64	130.38	27.22	3.61
12	obj12-val8192	104.63	22.47	1.80	106.11	17.71	5.08
13	obj13-val8448	125.95	32.64	1.64	128.90	39.85	3.94
14	obj14-val8704	106.60	5.41	1.31	101.84	8.04	3.94
15	obj15-val8960	105.78	11.97	1.80	107.75	12.96	4.76
16	obj16-val9216	108.73	18.86	1.64	113.65	14.76	5.58
17	obj17-val9472	150.88	30.83	0.66	158.59	30.50	5.58
18	obj18-val9728	136.28	32.80	1.31	142.35	25.91	4.10
19	obj19-val9984	144.81	17.55	0.98	142.68	13.28	5.25
20	obj20-val10240	145.30	18.53	0.82	147.93	13.12	5.08
21	obj21-val10496	107.58	16.24	1.97	106.27	17.06	5.08
22	obj22-val10752	119.23	18.04	2.62	114.14	21.81	2.79
23	obj23-val11008	120.87	32.80	1.64	113.49	39.69	5.74
24	obj24-val11264	135.46	34.60	1.15	136.45	42.80	6.23
25	obj25-val11520	160.88	21.81	1.97	156.95	15.42	5.25
26	obj26-val11776	103.16	24.60	1.31	97.09	22.96	6.72
27	obj27-val12032	97.42	20.50	1.48	102.17	14.92	5.58
28	obj28-val12288	119.88	19.84	1.97	126.28	14.27	5.74
29	obj29-val12544	171.22	24.76	2.79	176.14	23.94	4.76
30	obj30-val12800	101.19	28.37	1.97	99.55	27.55	4.10
31	obj31-val13056	56.42	29.68	2.95	52.15	32.14	4.43
32	obj32-val13312	123.49	35.92	1.97	124.97	41.82	6.72
33	obj33-val13568	88.56	14.27	1.15	91.35	12.46	5.58
34	obj34-val14080	152.03	36.41	2.95	152.36	38.05	5.08
35	obj35-val14336	63.63	21.48	1.64	67.24	15.09	6.40
36	obj36-val14592	114.31	19.02	1.48	114.64	15.74	6.40
37	obj37-val14848	105.62	26.40	2.46	112.34	21.32	5.08
38	obj38-val15104	187.12	7.71	2.46	182.53	11.64	4.92
39	obj39-val15360	70.85	14.43	2.46	69.86	13.94	5.41
40	obj40-val15872	135.30	20.83	2.30	135.30	20.17	5.25
41	obj41-val16128	92.00	22.14	1.64	98.40	30.50	7.05
42	obj42-val16640	23.29	32.96	2.79	22.14	30.83	6.23
43	obj43-val16896	121.03	38.38	2.62	122.34	41	5.25
44	obj44-val17664	80.85	16.07	0.82	85.94	13.28	5.58
45	obj45-val17920	169.08	23.12	2.95	176.14	28.04	7.54
46	obj46-val18176	86.26	31.82	2.13	89.38	37.23	6.56
47	obj47-val18432	163.51	16.56	2.95	163.84	18.04	6.23
48	obj48-val18688	134.64	22.63	2.13	136.45	24.93	5.74
49	obj49-val18944	133.00	14.27	2.79	141.70	13.12	4.76
50	obj50-val19200	125.46	22.96	1.80	135.14	13.45	5.25
51	obj51-val19456	140.06	24.76	1.15	135.14	18.53	7.22
52	obj52-val19712	177.61	19.02	4.43	166.30	14.43	5.90
53	obj53-val20224	58.88	28.04	2.62	61.99	32.47	6.40
54	obj54-val20480	52.97	31.98	2.79	56.42	34.11	6.56
55	obj55-val20736	22.30	31.49	2.79	10.50	33.46	5.08
56	obj56-val20992	150.72	35.75	2.13	148.42	35.26	5.08
57	obj57-val21248	76.92	12.96	2.95	67.90	13.12	5.25
58	obj58-val21504	60.68	16.56	2.79	64.78	11.97	5.25
59	obj59-val21760	139.89	24.93	1.48	141.37	18.86	6.89
60	obj60-val22016	149.73	33.29	2.46	142.35	31.16	6.72
61	obj61-val22272	183.52	40.84	2.95	182.70	38.54	6.89
62	obj62-val22528	76.42	12.14	2.95	80.52	12.30	4.92
