 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
63	obj63-val22784	109.39	13.12	3.28	110.04	14.92	5.90
64	obj64-val23040	132.51	16.24	3.28	133.66	16.73	5.74
65	obj65-val23552	174.33	35.42	4.92	183.52	24.60	5.90
66	obj66-val23808	58.55	33.13	3.44	61.83	32.80	6.40
67	obj67-val24064	194.50	18.86	3.61	200.24	11.64	5.58
68	obj68-val24320	74.46	22.80	2.13	83.48	14.60	5.74
69	obj69-val24832	106.93	15.09	3.12	108.73	16.56	7.05
70	obj70-val25088	109.88	19.68	1.80	104.80	19.35	7.54
71	obj71-val25344	86.59	22.14	2.30	92.82	19.52	7.38
72	obj72-val25856	82.98	30.18	2.13	89.38	31.82	7.22
73	obj73-val26112	76.59	32.80	2.79	84.46	36.57	6.56
74	obj74-val26368	101.35	36.74	3.44	102.01	38.05	6.72
75	obj75-val26624	130.71	37.39	2.46	135.63	39.85	7.54
76	obj76-val26880	115.78	40.02	4.26	125.13	41.66	6.07
77	obj77-val27136	146.94	23.45	1.64	148.91	20.17	6.89
78	obj78-val27392	40.02	27.88	4.26	33.62	28.37	7.05
79	obj79-val27648	42.48	29.19	3.94	43.30	33.13	5.90
80	obj80-val27904	51.66	33.78	3.77	46.90	34.77	6.89
81	obj81-val28416	90.69	37.72	4.10	89.38	38.05	5.90
82	obj82-val28672	138.74	33.78	1.97	148.75	39.36	6.40
83	obj83-val28928	48.54	42.48	5.08	55.76	44.61	5.25
84	obj84-val29440	93.15	14.92	3.44	92.99	13.78	5.90
85	obj85-val29696	28.21	19.02	4.59	22.80	18.53	5.90
86	obj86-val29952	125.13	19.35	2.62	120.70	21.98	8.36
87	obj87-val30208	115.46	23.12	1.48	119.39	20.66	7.87
88	obj88-val30464	105.29	22.30	3.12	104.47	19.35	7.54
89	obj89-val30976	103.48	14.92	2.62	104.80	15.09	6.23
90	obj90-val31232	85.12	22.47	1.80	90.20	14.76	6.23
91	obj91-val31488	70.03	20.66	2.13	74.46	15.74	6.56
92	obj92-val31744	86.43	28.54	2.62	96.10	31.32	6.89
93	obj93-val32000	93.64	33.95	3.12	93.81	35.26	7.05
94	obj94-val32256	134.48	36.24	3.94	138.91	39.20	7.38
95	obj95-val32512	113.32	40.51	4.92	102.01	38.38	6.72
96	obj96-val32768	152.36	15.91	3.94	141.70	17.22	6.23
97	obj97-val33023	94.14	17.88	3.28	92.33	16.73	6.56
98	obj98-val33279	59.86	16.56	2.95	53.96	16.89	6.89
99	obj99-val33535	77.74	20.99	2.13	81.67	17.22	6.89
100	obj100-val33791	65.27	24.27	2.30	60.52	22.47	7.87
101	obj101-val34047	76.10	28.86	2.46	87.58	29.85	7.38
102	obj102-val34303	53.30	41	3.94	58.06	41.66	6.56
103	obj103-val34559	167.77	37.06	2.62	117.59	34.77	14.27
104	obj104-val34815	53.96	13.28	5.25	47.56	14.76	5.58
105	obj105-val35071	28.04	18.20	4.43	33.95	16.56	6.07
106	obj106-val35327	71.18	22.63	1.97	65.60	18.37	7.22
107	obj107-val35583	5.90	19.52	5.08	12.46	21.32	6.07
108	obj108-val35839	33.13	24.11	4.92	24.44	26.90	6.72
109	obj109-val36095	21.65	24.44	4.26	22.80	24.93	7.05
110	obj110-val36351	68.55	27.72	2.95	79.54	32.96	7.38
111	obj111-val36607	161.21	30.67	2.30	162.36	31.98	8.20
112	obj112-val36863	20.01	27.88	5.58	57.89	38.87	14.76
113	obj113-val37375	136.94	43.79	3.61	129.40	43.46	12.79
114	obj114-val37631	119.88	15.91	4.26	114.80	15.58	6.56
115	obj115-val37887	163.67	15.42	3.77	164	17.22	6.89
116	obj116-val38143	37.39	19.02	5.41	48.54	15.91	5.74
117	obj117-val38399	155.80	24.27	3.28	151.70	16.89	7.05
118	obj118-val38655	72.82	23.78	2.13	78.23	22.14	7.87
119	obj119-val38911	20.50	23.62	4.59	26.57	25.26	6.72
120	obj120-val39167	87.74	26.40	1.97	94.96	28.21	7.87
121	obj121-val39423	96.76	32.14	4.26	96.43	33.13	7.22
122	obj122-val39679	149.24	30.83	2.95	158.10	35.26	7.05
123	obj123-val39935	66.91	35.42	4.92	80.52	38.87	5.74
124	obj124-val40191	100.86	31.82	2.13	92.33	39.36	6.89
125	obj125-val40447	53.14	20.99	2.95	44.61	19.02	7.05
126	obj126-val40703	61.99	21.81	2.79	56.74	19.02	7.54
127	obj127-val40959	35.92	22.30	4.10	25.58	20.01	6.23
128	obj128-val41215	20.50	28.37	5.41	32.64	28.86	6.07
129	obj129-val41727	183.84	33.62	4.26	184.99	32.80	7.71
130	obj130-val42239	137.92	33.78	1.80	142.84	33.46	8.20
131	obj131-val42495	69.54	40.51	3.94	59.53	34.44	14.10
132	obj132-val42751	177.28	40.84	4.43	159.24	45.59	14.60
133	obj133-val43263	77.90	23.94	2.30	86.26	18.86	7.38
134	obj134-val43519	65.27	25.26	2.62	67.90	23.94	8.04
135	obj135-val43775	67.57	27.06	3.28	77.57	27.22	7.87
136	obj136-val44031	106.11	29.36	2.62	104.80	26.57	8.69
137	obj137-val44287	162.03	35.26	4.26	171.38	33.62	7.71
138	obj138-val44543	107.91	32.31	2.30	112.34	38.38	7.71
139	obj139-val44799	103.48	17.71	3.94	102.01	18.20	6.89
140	obj140-val45055	98.40	17.06	4.43	99.22	20.01	7.38
141	obj141-val45311	134.15	22.96	2.62	128.90	17.88	7.22
142	obj142-val45567	94.96	18.86	2.95	97.58	21.16	7.54
143	obj143-val45823	199.75	20.01	5.58	204.67	21.48	8.36
144	obj144-val46079	176.96	22.80	3.94	185.65	17.55	7.22
145	obj145-val46335	51.33	24.44	3.44	40.84	20.99	7.38
146	obj146-val46591	136.45	21.98	4.10	136.12	23.45	8.04
147	obj147-val46847	163.84	23.78	4.26	175.81	28.04	7.87
148	obj148-val47103	7.22	28.54	6.07	19.19	28.86	6.40
149	obj149-val47359	109.06	29.68	2.95	104.14	31.82	8.53
150	obj150-val47615	179.42	33.95	4.76	177.78	34.28	7.22
151	obj151-val47871	120.54	39.03	4.26	129.07	38.87	8.20
152	obj152-val48127	140.06	40.84	3.94	138.74	41.98	7.22
153	obj153-val48383	164.82	20.34	4.59	178.43	22.14	7.87
154	obj154-val48639	59.04	24.76	3.44	47.40	22.30	7.54
155	obj155-val48895	84.13	25.75	1.97	90.04	22.47	7.87
156	obj156-val49151	122.18	29.85	1.97	126.94	22.30	8.53
157	obj157-val49407	114.14	24.93	2.13	106.93	22.14	8.36
158	obj158-val49663	156.13	24.44	3.44	150.39	24.76	8.53
159	obj159-val49919	105.62	26.73	2.62	104.14	22.30	8.36
160	obj160-val50175	80.20	25.42	2.79	90.69	26.08	7.87
161	obj161-val50431	74.78	27.39	2.46	84.79	27.72	7.87
162	obj162-val50687	156.62	24.76	3.44	165.80	24.44	8.04
163	obj163-val50943	57.24	26.90	3.61	48.05	30.67	7.71
164	obj164-val51199	103.98	31.16	2.30	101.52	31.98	8.20
165	obj165-val51455	65.76	29.85	3.94	70.03	35.42	7.22
166	obj166-val51711	121.85	30.83	2.62	127.76	36.24	8.53
167	obj167-val51967	64.94	34.11	4.59	57.40	34.93	6.89
168	obj168-val52223	144.81	24.11	2.62	148.91	21.98	8.36
169	obj169-val52479	60.84	25.58	3.44	51.50	25.75	8.04
170	obj170-val52735	54.45	25.91	3.12	42.80	25.58	7.71
171	obj171-val52991	122.18	27.22	3.61	127.76	24.60	8.86
172	obj172-val53247	36.08	29.36	4.92	36.90	29.36	7.54
173	obj173-val53759	171.54	37.06	5.58	178.27	28.54	7.87
174	obj174-val54015	151.70	37.56	5.25	142.84	32.14	7.71
175	obj175-val54271	145.14	20.17	4.10	149.73	17.71	7.22
176	obj176-val54783	159.08	22.63	3.77	162.36	23.62	8.36
177	obj177-val55039	102.83	28.37	2.30	99.38	22.96	8.04
178	obj178-val55295	141.04	25.58	4.10	143.66	30.83	8.69
179	obj179-val55551	113.16	30.34	2.30	112.67	24.27	8.86
180	obj180-val55807	164.49	24.27	4.26	165.48	32.47	8.04
181	obj181-val56063	115.62	29.68	2.30	122.51	29.52	8.86
182	obj182-val56319	57.73	29.19	4.10	59.53	32.96	7.71
183	obj183-val56575	113.00	33.13	3.94	119.56	34.60	8.69
184	obj184-val56831	126.44	30.34	3.94	133.17	38.05	8.20
185	obj185-val57087	121.36	36.41	3.28	114.96	38.38	7.71
186	obj186-val57343	202.70	23.78	6.72	213.20	21.65	8.20
187	obj187-val57599	150.06	26.73	2.95	145.47	28.70	8.86
188	obj188-val57855	44.61	31.65	5.25	42.80	31.49	7.05
189	obj189-val58111	57.24	32.64	4.92	57.40	31.16	7.87
190	obj190-val58367	119.39	24.93	4.59	112.34	19.84	7.71
191	obj191-val58623	131.20	27.22	2.95	134.81	23.12	8.53
192	obj192-val58879	185.16	23.62	4.59	192.37	21.48	8.53
193	obj193-val59135	135.79	30.34	3.94	139.40	24.60	8.69
194	obj194-val59391	129.56	28.86	3.12	132.68	29.03	9.18
195	obj195-val59647	220.25	34.28	6.89	223.04	24.60	7.54
196	obj196-val59903	45.76	27.22	4.59	39.03	28.54	7.71
197	obj197-val60415	202.54	29.85	7.38	189.75	31.65	7.38
198	obj198-val60927	130.87	31.16	4.10	139.24	31.82	8.86
199	obj199-val61183	179.91	36.24	5.25	194.83	41.66	12.63
200	obj200-val61439	67.08	27.39	3.28	68.22	29.68	8.20
201	obj201-val61695	157.44	31.49	4.92	150.06	27.72	8.36
202	obj202-val61951	192.86	21.16	5.58	203.52	22.30	8.86
203	obj203-val62207	184.01	26.40	4.43	191.72	28.54	8.86
204	obj204-val62463	202.05	29.19	7.54	195.98	42.15	12.14
205	obj205-val62975	176.14	24.44	5.25	183.52	25.42	8.86
206	obj206-val63231	192.37	24.60	5.41	203.36	27.72	8.86
207	obj207-val63743	1.31	24.27	5.58	9.68	23.94	10.33
208	obj208-val63999	20.83	24.76	6.40	7.87	27.88	10.33
209	obj209-val64511	31.00	22.96	5.74	56.25	25.58	13.28
210	obj210-val64767	217.30	22.14	7.87	210.58	27.72	8.36
211	obj211-val65023	67.24	28.04	3.28	58.22	26.73	8.20
212	obj212-val65279	20.50	23.45	4.76	31.82	20.99	10.66
213	obj213-val65535	208.44	28.70	7.54	202.05	23.62	8.86
