 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
1	obj1-val4228	8.14	4.27	16.09	3
2	obj2-val4933	9.73	6.29	9.75	3
3	obj3-val5637	8.74	4.51	6.12	3
4	obj4-val6342	8.51	7.81	25.14	2
5	obj5-val7047	7.87	5.16	53.57	3
6	obj6-val7751	5.75	3.77	64.13	2
7	obj7-val8456	2.48	2.10	10.62	1
8	obj8-val9161	8.48	5.23	23.32	3
9	obj9-val9865	4.84	3.13	30.65	2
10	obj10-val10570	4.08	2.98	6.34	2
11	obj11-val11275	5.60	2.63	26.57	2
12	obj12-val11980	8.30	5.12	53.97	3
13	obj13-val13389	5.16	4.42	20.10	2
14	obj14-val14094	7.04	6.26	30.41	3
15	obj15-val14798	4.54	1.43	31.83	2
16	obj16-val15503	8.00	4.11	6.46	2
17	obj17-val16208	2.31	1.19	70.35	2
18	obj18-val16912	7.01	4.40	70.02	3
19	obj19-val17617	9.90	5.27	56.79	3
20	obj20-val18322	6.28	3.79	11.31	3
21	obj21-val19026	7.18	5.52	53.75	3
22	obj22-val19731	4.52	1.82	56.82	2
23	obj23-val20436	9.88	4.31	17.35	3
24	obj24-val21140	5.32	2.61	22.11	2
25	obj25-val21845	9.08	3.98	7.13	3
26	obj26-val22550	8.41	5.11	69.19	3
27	obj27-val23254	9.91	4.13	12.80	3
28	obj28-val23959	2.62	1.63	78.69	1
29	obj29-val24664	5.22	2.01	57.80	2
30	obj30-val25368	7.72	6.92	28.07	3
31	obj31-val26778	5.55	3.52	14.68	3
32	obj32-val28187	8.28	7.45	73.91	3
33	obj33-val28892	6.01	1.92	78.41	3
34	obj34-val29596	5.32	4.61	27.90	2
35	obj35-val30301	10.27	3.42	19.98	3
36	obj36-val31006	7.88	4.09	25.20	3
37	obj37-val31710	2.70	1.97	75.96	2
38	obj38-val32415	5.43	2.97	8.97	2
39	obj39-val33120	6.21	3.74	11.04	3
40	obj40-val33825	10.47	3.79	1.66	2
41	obj41-val34529	11.82	3.64	15.32	3
42	obj42-val35234	9.45	5.04	6.15	3
43	obj43-val35939	9.23	4.16	8.88	3
44	obj44-val36643	7.52	3.12	8.13	2
45	obj45-val37348	6.46	3.95	38.09	3
46	obj46-val38053	5.31	3.14	72.47	3
47	obj47-val38757	7.78	4.29	21.37	3
48	obj48-val39462	4.70	3.22	7.13	2
49	obj49-val40167	9.13	4.21	29.74	3
50	obj50-val40871	4.56	3.31	66.57	3
51	obj51-val41576	7.53	4.36	25.08	2
52	obj52-val42281	10.29	5.61	23.75	2
53	obj53-val42985	7.83	3.31	13.24	3
54	obj54-val43690	5.83	3.77	59.86	3
55	obj55-val44395	5.10	3.83	54.46	3
56	obj56-val45099	7.13	5.18	21.04	3
57	obj57-val45804	5.09	2.24	8.37	2
58	obj58-val46509	4.74	4.32	37.57	2
59	obj59-val47213	6.23	4.12	57.80	3
60	obj60-val47918	4.21	2.19	16.19	3
61	obj61-val49327	6.88	3.28	23.70	3
62	obj62-val50032	5.79	3.35	45	3
63	obj63-val50737	8.39	3.32	10.41	3
64	obj64-val51441	12.97	2.85	14.71	3
65	obj65-val52146	8.73	4.55	6.84	3
66	obj66-val52851	0.97	0.42	18.43	1
67	obj67-val53555	4.16	2.60	50.44	2
68	obj68-val54260	5.08	2.10	10.01	3
69	obj69-val54965	5.24	2.34	64.18	3
70	obj70-val55670	5.01	2.52	38.16	3
71	obj71-val56374	9.17	3.51	5.55	3
72	obj72-val57079	2.46	1.29	16.39	2
73	obj73-val57784	4.82	2.82	25.87	3
74	obj74-val58488	9.31	4.17	4.76	3
75	obj75-val59193	9.33	3.96	11.14	3
76	obj76-val59898	5.78	2.53	5.71	3
77	obj77-val60602	3.05	2.44	4.97	2
78	obj78-val61307	NaN	NaN	NaN	3
79	obj79-val62012	9.70	4.39	2.49	3
80	obj80-val62716	13.96	3.12	5.97	3
81	obj81-val63421	14.75	2.93	8.31	3
82	obj82-val64126	6.74	2.21	14.04	3
83	obj83-val64830	10.87	3.63	7.21	3
84	obj84-val65535	2.41	0.57	37.57	2
