 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
1	obj1-val2601	129.07	27.06	0.16	133.66	24.93	4.26
2	obj2-val3121	136.61	26.90	0.66	142.68	25.26	3.94
3	obj3-val3641	136.61	14.60	0.16	123.16	10.82	5.90
4	obj4-val4161	154.00	31.98	2.62	155.64	25.75	3.28
5	obj5-val4681	142.35	19.68	1.97	145.14	11.32	3.94
6	obj6-val5201	157.44	27.06	1.31	165.64	28.54	5.25
7	obj7-val5721	126.94	22.96	2.30	121.69	27.22	4.59
8	obj8-val6241	172.53	29.52	2.13	177.45	35.26	6.40
9	obj9-val6762	135.14	17.55	2.46	139.56	10.50	6.89
10	obj10-val7282	147.44	18.20	1.64	151.54	15.91	6.56
11	obj11-val7802	160.72	19.68	1.64	170.56	16.24	6.89
12	obj12-val8842	169.58	23.45	2.30	179.09	19.68	7.54
13	obj13-val9362	116.11	19.02	3.61	128.90	13.45	8.20
14	obj14-val9882	142.02	33.78	2.95	148.09	38.05	6.23
15	obj15-val10402	156.78	29.03	1.80	164.33	32.64	7.87
16	obj16-val10923	178.60	28.54	2.95	187.78	28.86	7.71
17	obj17-val11443	150.06	31.00	2.79	158.42	35.26	7.05
18	obj18-val11963	128.74	21.48	2.46	130.54	11.97	7.54
19	obj19-val12483	136.94	28.37	3.44	147.27	35.42	7.05
20	obj20-val13003	147.76	34.44	2.95	155.31	37.39	6.40
21	obj21-val13523	141.53	13.28	3.44	146.62	10.50	6.89
22	obj22-val14043	160.39	20.17	1.80	168.59	19.02	7.87
23	obj23-val14563	116.93	24.93	3.77	130.38	14.92	7.71
24	obj24-val15083	152.36	20.83	2.13	161.87	20.66	8.69
25	obj25-val15604	125.46	30.83	2.62	128.25	34.77	8.86
26	obj26-val16124	162.69	31.82	1.80	174.33	37.88	5.90
27	obj27-val16644	119.56	35.59	4.10	127.26	39.20	7.54
28	obj28-val17164	176.96	27.22	3.28	184.99	32.14	7.22
29	obj29-val17684	171.05	30.18	2.95	175.48	32.96	7.71
30	obj30-val18204	136.78	29.52	3.12	134.48	34.44	7.87
31	obj31-val18724	154.82	34.28	2.30	165.48	36.24	6.72
32	obj32-val19244	117.42	24.93	3.77	123.33	23.62	8.36
33	obj33-val19765	149.73	27.22	3.12	156.29	26.40	8.69
34	obj34-val20285	156.46	26.57	2.62	160.23	27.39	8.69
35	obj35-val20805	162.52	30.83	3.28	168.59	29.68	8.36
36	obj36-val21325	133.99	36.08	3.44	130.54	36.90	8.20
37	obj37-val21845	178.43	19.52	3.61	185.65	20.01	7.38
38	obj38-val22365	166.30	23.29	2.46	171.87	25.58	8.36
39	obj39-val22885	156.78	25.42	2.95	165.31	23.94	8.53
40	obj40-val23405	105.12	17.55	4.76	117.10	11.15	8.36
41	obj41-val23925	141.53	20.01	3.12	149.40	13.78	7.71
42	obj42-val24446	169.08	23.94	2.30	173.51	21.48	8.36
43	obj43-val24966	176.96	24.93	2.95	184.01	28.04	7.87
44	obj44-val25486	148.09	30.83	2.79	154.00	30.18	8.36
45	obj45-val26006	134.81	26.90	3.28	130.38	32.31	9.35
46	obj46-val26526	116.60	28.70	4.43	122.18	37.72	7.87
47	obj47-val27046	156.62	19.19	3.12	154.49	17.06	8.20
48	obj48-val27566	132.68	21.81	2.62	133.99	17.71	9.02
49	obj49-val28086	162.69	21.32	2.62	166.62	20.66	8.53
50	obj50-val28607	129.40	21.81	2.13	126.61	25.75	10.33
51	obj51-val29127	118.74	28.21	3.77	123.16	29.19	9.68
52	obj52-val29647	141.04	37.06	3.94	136.61	36.24	7.71
53	obj53-val30167	133.82	15.09	4.43	140.71	13.28	8.04
54	obj54-val30687	136.94	24.11	2.62	137.27	25.26	9.68
55	obj55-val31207	136.78	27.72	3.44	145.30	28.70	8.69
56	obj56-val31727	168.26	28.37	2.30	173.84	27.06	8.53
57	obj57-val32247	110.70	21.65	3.94	126.12	13.45	8.36
58	obj58-val32768	144.48	25.09	3.28	150.72	24.11	9.18
59	obj59-val33288	99.55	28.54	4.26	95.94	34.93	9.02
60	obj60-val33808	101.02	31.49	4.10	102.50	34.28	9.51
61	obj61-val34328	137.27	23.29	2.13	141.04	18.70	9.35
62	obj62-val34848	130.71	21.32	3.77	129.72	22.80	9.84
63	obj63-val35368	147.11	23.78	2.95	152.68	19.02	8.69
64	obj64-val35888	132.84	26.90	3.77	129.23	28.70	10.00
65	obj65-val36408	103.81	32.64	4.76	112.18	38.38	7.87
66	obj66-val36928	141.37	23.45	3.12	148.75	17.06	8.69
67	obj67-val37449	135.63	26.40	3.28	134.15	31.49	8.86
68	obj68-val37969	134.64	21.98	2.95	130.22	24.27	9.84
69	obj69-val38489	113.16	27.39	4.43	121.03	32.64	9.18
70	obj70-val39009	126.61	28.37	2.46	125.13	32.31	9.51
71	obj71-val39529	102.66	15.09	5.90	104.80	11.97	8.69
72	obj72-val40049	141.70	24.11	2.95	145.47	22.80	9.51
73	obj73-val40569	161.87	23.62	3.28	169.74	26.40	8.69
74	obj74-val41089	112.67	18.04	4.43	113.82	15.91	10.50
75	obj75-val41610	115.62	21.81	4.92	130.22	18.53	9.51
76	obj76-val42130	112.83	24.11	4.26	123.49	20.99	10.00
77	obj77-val42650	86.10	34.44	6.72	95.28	36.08	7.87
78	obj78-val43170	108.24	26.40	4.59	115.29	27.72	9.35
79	obj79-val43690	107.58	27.55	4.92	116.11	30.83	9.51
80	obj80-val44210	104.96	17.71	4.92	110.70	13.45	9.68
81	obj81-val44730	151.54	23.45	3.61	159.24	23.94	8.86
82	obj82-val45250	99.88	26.40	5.58	106.60	31.98	10.00
83	obj83-val45770	106.44	21.16	5.08	108.73	14.92	10.17
84	obj84-val46291	111.36	20.50	5.74	122.18	19.02	9.68
85	obj85-val46811	108.40	23.29	5.08	101.52	21.32	10.33
86	obj86-val47331	98.89	25.09	4.76	95.28	25.91	10.17
87	obj87-val47851	81.18	28.86	6.72	93.32	31.32	9.35
88	obj88-val48371	81.34	17.88	7.38	89.71	14.27	9.18
89	obj89-val48891	107.26	22.30	4.92	112.18	17.55	10.82
90	obj90-val49411	73.64	30.50	6.72	84.79	33.62	10.17
91	obj91-val49931	101.52	21.16	5.25	95.61	16.24	9.68
92	obj92-val50452	103.81	21.81	5.08	95.28	20.01	10.33
93	obj93-val50972	101.02	29.36	4.43	109.88	35.10	9.18
94	obj94-val51492	87.08	33.62	7.05	83.48	35.26	9.68
95	obj95-val52012	78.39	36.41	8.53	63.47	35.92	10.00
96	obj96-val52532	83.97	25.58	6.23	94.30	25.75	10.17
97	obj97-val53052	81.34	21.65	7.05	94.46	18.20	10.33
98	obj98-val53572	80.36	24.11	6.56	94.63	21.16	10.66
99	obj99-val54092	73.96	27.88	7.22	87.90	29.68	9.84
100	obj100-val54613	73.31	22.96	6.89	84.95	19.35	10.82
101	obj101-val55133	76.42	15.09	9.51	64.45	16.40	9.84
102	obj102-val55653	69.86	29.52	7.71	78.72	33.29	10.82
103	obj103-val56173	66.26	25.91	7.71	58.88	26.24	11.97
104	obj104-val56693	72.16	29.19	7.05	77.90	22.47	12.14
105	obj105-val57213	69.04	25.91	8.04	61.50	28.70	12.46
106	obj106-val57733	65.11	20.99	8.20	58.38	18.20	12.14
107	obj107-val58253	68.72	25.42	8.04	63.14	20.17	12.14
108	obj108-val58773	75.44	25.42	7.38	86.92	22.30	11.32
109	obj109-val59294	68.88	30.34	8.20	63.30	33.62	11.64
110	obj110-val59814	70.68	25.26	7.54	77.24	19.02	11.32
111	obj111-val60334	61.01	22.47	8.20	55.43	22.80	12.79
112	obj112-val60854	58.71	29.68	8.20	50.35	27.22	13.28
113	obj113-val61374	57.89	32.64	8.36	49.53	35.10	12.30
114	obj114-val61894	62.16	32.64	9.02	53.46	33.95	11.97
115	obj115-val62414	57.24	22.30	8.36	49.69	21.48	12.79
116	obj116-val62934	58.88	27.06	8.04	45.76	26.57	12.79
117	obj117-val63455	21.81	36.08	10.50	13.94	32.47	12.63
118	obj118-val63975	53.14	17.88	10.99	41.66	22.30	11.81
119	obj119-val64495	55.76	29.85	8.53	45.26	31.82	12.63
120	obj120-val65015	68.88	25.42	8.36	63.47	23.78	12.96
121	obj121-val65535	39.03	27.39	11.97	46.74	36.24	12.30
