 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
73	obj73-val40711	4.13	3.30	18.43	3
74	obj74-val41208	4.00	3.41	21.04	3
75	obj75-val41704	12.00	3.27	15.95	3
76	obj76-val42201	8.08	5.41	14.86	3
77	obj77-val42697	5.70	5.10	48.95	3
78	obj78-val43194	8.31	2.54	15.64	2
79	obj79-val43690	5.05	3.32	39.40	3
80	obj80-val44186	6.45	2.28	26.57	3
81	obj81-val44683	11.71	3.97	1.82	3
82	obj82-val45179	5.18	3.27	28.74	3
83	obj83-val45676	4.70	2.19	7.35	3
84	obj84-val46172	9.13	3.64	14.74	3
85	obj85-val46669	8.88	2.97	13.80	2
86	obj86-val47165	5.00	4.36	9.46	2
87	obj87-val47662	5.72	3.51	75.58	2
88	obj88-val48158	8.19	3.40	17.18	2
89	obj89-val48655	5.07	3.66	1.91	2
90	obj90-val49151	5.32	2.48	48.65	2
91	obj91-val49648	5.81	3.61	18.43	2
92	obj92-val50144	7.67	3.94	8.58	3
93	obj93-val50641	3.71	2.53	53.13	3
94	obj94-val51137	4.34	3.28	58.39	2
95	obj95-val51634	6.81	3.36	18.06	2
96	obj96-val52130	10.31	4.33	28.54	3
97	obj97-val52627	4.66	3.26	15.26	3
98	obj98-val53123	6.02	2.57	22.62	3
99	obj99-val53620	5.23	2.38	13.24	2
100	obj100-val54116	4.71	2.80	5.53	2
101	obj101-val54613	7.31	3.88	22.25	3
102	obj102-val55109	8.26	4.43	7.72	2
103	obj103-val55605	4.71	3.43	46.08	3
104	obj104-val56102	5.92	3.64	66.04	2
105	obj105-val56598	5.68	3.01	45	3
106	obj106-val57095	6.25	4.35	13.45	3
107	obj107-val57591	6.46	4.28	57.03	2
108	obj108-val58088	9.63	3.92	22.83	2
109	obj109-val58584	6.62	3.97	9.66	3
110	obj110-val59081	4.82	4.06	27.35	2
111	obj111-val59577	6.76	2.90	9.25	3
112	obj112-val60074	5.62	2.84	10.71	2
113	obj113-val60570	13.69	3.42	8.90	3
114	obj114-val61067	5.87	4.74	73.86	3
115	obj115-val61563	5.69	3.76	36.03	3
116	obj116-val62060	5.78	4.75	30.74	3
117	obj117-val62556	4.78	2.54	21.80	2
118	obj118-val63053	7.01	5.38	65.56	3
119	obj119-val63549	8.24	3.72	1.04	3
120	obj120-val64046	6.20	1.25	3.09	3
121	obj121-val64542	6.67	3.13	18.43	3
122	obj122-val65535	11.90	4.44	13.69	3
