 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
1	obj1-val4307	8.53	27.39	0.66	1.64	23.45	2.62
2	obj2-val4615	72.00	30.50	0.49	85.28	28.21	3.44
3	obj3-val4923	11.64	20.01	0.82	22.47	18.37	2.95
4	obj4-val5230	17.06	25.42	1.80	26.73	21.65	3.12
5	obj5-val6461	132.35	21.32	2.62	135.30	13.61	4.26
6	obj6-val6769	79.54	17.22	1.80	82.98	18.37	4.76
7	obj7-val7077	37.72	20.66	3.12	31.49	20.17	3.44
8	obj8-val7384	190.90	21.32	1.97	191.06	21.48	4.59
9	obj9-val7692	109.22	13.28	2.79	118.74	11.15	3.94
10	obj10-val8000	7.22	22.30	1.80	16.56	19.35	2.95
11	obj11-val8615	94.30	17.71	1.64	102.50	13.12	4.92
12	obj12-val8923	70.19	23.12	3.44	78.56	16.56	3.77
13	obj13-val9230	191.39	28.04	3.12	195.49	20.66	4.43
14	obj14-val9538	107.09	31.00	2.79	115.95	30.67	5.90
15	obj15-val9846	136.61	18.20	2.62	143.66	14.10	5.41
16	obj16-val10153	74.95	16.56	2.95	63.80	22.96	2.95
17	obj17-val10461	184.34	26.57	3.12	192.37	23.45	5.74
18	obj18-val11076	215.33	29.19	2.46	213.69	32.80	6.89
19	obj19-val11692	122.51	16.89	2.30	132.51	12.46	5.74
20	obj20-val11999	67.40	18.37	2.95	54.45	21.81	3.77
21	obj21-val12307	230.75	15.91	3.61	234.36	22.30	5.58
22	obj22-val12922	182.04	16.24	2.46	184.99	12.30	6.72
23	obj23-val13230	102.01	23.12	2.13	99.88	23.94	4.76
24	obj24-val13845	207.95	27.88	2.79	206.80	30.34	6.56
25	obj25-val14153	168.26	15.91	2.62	171.05	11.32	6.40
26	obj26-val14461	137.76	23.78	2.62	135.63	19.19	7.38
27	obj27-val15076	57.24	24.44	3.12	45.76	26.24	4.10
28	obj28-val15384	74.78	25.75	2.95	85.44	31.49	4.76
29	obj29-val15691	86.59	27.39	2.46	95.45	30.67	5.58
30	obj30-val15999	197.62	29.36	3.12	205.49	30.83	7.38
31	obj31-val16615	82.49	31.98	3.44	75.93	37.23	4.76
32	obj32-val16922	102.50	20.99	2.30	109.06	12.63	5.58
33	obj33-val17230	185.98	22.80	2.46	187.29	16.56	5.90
34	obj34-val17538	64.94	27.39	3.94	77.41	29.68	4.10
35	obj35-val17845	83.48	34.60	2.62	78.88	36.90	4.92
36	obj36-val18153	100.86	21.81	2.62	89.05	22.47	5.25
37	obj37-val18461	181.88	29.03	1.97	180.56	36.41	7.71
38	obj38-val18768	197.78	14.10	3.77	197.46	10.17	6.56
39	obj39-val19076	114.80	18.37	1.48	122.18	11.97	5.58
40	obj40-val19384	181.22	20.34	2.62	177.45	17.88	8.86
41	obj41-val19691	124.64	23.78	2.62	134.97	17.06	7.05
42	obj42-val19999	91.68	24.44	2.13	89.71	27.22	5.90
43	obj43-val20307	90.20	23.62	2.30	84.79	26.90	5.74
44	obj44-val20614	101.35	25.42	2.62	102.17	29.03	6.07
45	obj45-val20922	198.77	32.96	3.94	204.18	33.29	7.87
46	obj46-val21230	132.84	12.14	3.77	136.28	13.61	5.58
47	obj47-val21537	126.12	18.04	2.13	135.14	14.76	6.56
48	obj48-val21845	96.43	19.35	3.28	84.30	17.88	4.10
49	obj49-val22153	214.02	20.50	2.95	215.99	20.66	6.72
50	obj50-val22460	117.42	23.12	2.30	126.77	20.17	7.71
51	obj51-val22768	222.22	23.78	4.10	230.91	30.67	8.53
52	obj52-val23076	235.83	18.53	3.77	240.10	12.46	6.89
53	obj53-val23383	102.66	20.17	2.30	95.12	19.35	6.23
54	obj54-val23691	122.67	19.84	1.97	129.23	18.53	7.71
55	obj55-val23999	149.90	19.52	3.44	140.55	18.70	7.87
56	obj56-val24306	167.77	25.42	3.94	169.90	26.40	6.07
57	obj57-val24614	96.92	30.34	2.95	105.12	31.98	6.40
58	obj58-val24922	159.41	32.14	3.44	155.64	34.77	7.87
59	obj59-val25229	143.01	29.68	1.80	136.78	34.11	6.89
60	obj60-val25537	144.16	16.56	3.77	153.01	12.96	6.23
61	obj61-val25845	105.78	19.84	1.80	108.73	17.22	7.05
62	obj62-val26152	112.83	24.44	2.62	115.95	26.08	6.89
63	obj63-val26460	100.37	25.75	2.62	92.17	28.04	6.23
64	obj64-val26768	169.74	29.52	3.77	168.43	31.16	6.07
65	obj65-val27075	126.12	31.98	3.94	134.97	31.32	6.72
66	obj66-val27383	119.06	17.71	2.46	127.26	14.76	6.40
67	obj67-val27691	174.99	20.99	2.79	177.61	14.92	8.20
68	obj68-val27999	112.50	20.17	1.64	117.42	18.53	7.22
69	obj69-val28306	123.16	26.24	2.79	129.07	22.14	7.87
70	obj70-val28614	114.96	26.90	2.79	123.33	29.03	7.38
71	obj71-val28922	133.33	29.36	3.77	136.94	31.82	7.38
72	obj72-val29229	162.36	28.21	3.44	165.48	31.98	8.04
73	obj73-val29537	190.24	17.71	3.28	191.22	11.48	7.38
74	obj74-val29845	116.11	20.17	2.13	122.34	18.37	7.54
75	obj75-val30152	131.04	26.24	3.28	136.12	25.91	8.04
76	obj76-val30460	173.51	25.26	2.95	175.97	27.39	9.35
77	obj77-val30768	234.19	25.26	3.44	237.14	30.83	8.20
78	obj78-val31075	121.69	33.29	4.76	110.04	33.13	5.08
79	obj79-val31383	204.34	9.35	6.07	197.46	10.17	6.07
80	obj80-val31691	112.01	18.86	1.80	119.06	14.10	6.23
81	obj81-val31998	105.78	27.72	2.95	114.64	29.36	7.22
82	obj82-val32306	120.70	29.85	2.79	128.08	31.98	7.71
83	obj83-val32614	173.84	14.76	3.44	175.32	13.78	7.71
84	obj84-val32921	106.44	23.62	2.46	98.56	19.52	6.56
85	obj85-val33229	240.92	23.29	4.76	240.75	18.53	8.53
86	obj86-val33537	122.51	25.42	2.79	134.15	20.66	7.54
87	obj87-val33844	213.20	26.08	3.77	220.58	19.84	8.36
88	obj88-val34152	160.56	31.00	4.43	161.05	32.14	7.38
89	obj89-val34460	149.40	31.00	3.28	150.39	33.46	7.87
90	obj90-val34767	192.21	38.87	7.22	183.84	42.97	7.38
91	obj91-val35075	162.20	13.12	4.26	161.38	11.81	7.22
92	obj92-val35383	140.55	21.98	3.28	137.76	17.88	7.71
93	obj93-val35690	118.08	24.60	2.46	126.94	26.24	7.87
94	obj94-val35998	204.18	32.31	5.08	205.66	31.65	7.87
95	obj95-val36306	193.36	31.16	3.77	186.47	37.56	8.69
96	obj96-val36613	198.93	18.04	3.61	208.61	11.64	7.05
97	obj97-val36921	161.21	19.19	3.44	168.92	13.28	7.54
98	obj98-val37229	207.95	20.83	4.26	217.30	17.88	8.53
99	obj99-val37536	240.59	17.71	5.08	245.67	20.34	8.36
100	obj100-val38152	221.40	17.22	3.94	225.01	12.14	7.38
101	obj101-val38460	195.16	20.66	4.43	203.52	14.60	8.36
102	obj102-val38767	156.62	21.32	3.61	146.94	15.58	7.22
103	obj103-val39075	161.05	19.68	3.77	167.61	16.73	8.53
104	obj104-val39383	226.81	16.56	4.43	234.03	22.63	8.04
105	obj105-val39690	143.50	25.09	3.94	136.61	21.65	8.04
106	obj106-val39998	170.40	23.62	3.77	179.09	20.34	9.18
