 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
107	obj107-val40306	159.57	36.57	4.92	158.92	33.95	7.87
108	obj108-val40613	225.17	10.82	6.23	233.70	11.81	6.23
109	obj109-val40921	224.19	15.09	4.26	229.76	15.58	8.04
110	obj110-val41229	180.24	14.10	4.76	185.81	16.40	8.69
111	obj111-val41536	153.01	13.78	4.92	153.34	16.07	7.87
112	obj112-val41844	158.75	19.35	3.61	161.38	15.25	8.20
113	obj113-val42152	205.98	23.94	4.43	215.82	20.99	9.02
114	obj114-val42459	140.38	28.70	4.10	146.45	31.32	8.04
115	obj115-val42767	157.28	28.70	4.10	148.91	31.16	7.71
116	obj116-val43075	193.85	29.36	3.77	199.26	35.10	8.69
117	obj117-val43690	206.97	16.73	4.10	215.50	12.96	7.71
118	obj118-val43998	219.60	22.96	3.94	233.37	19.52	9.02
119	obj119-val44305	83.15	24.44	2.46	75.77	21.32	12.63
120	obj120-val44613	244.36	21.32	4.92	240.42	22.63	8.86
121	obj121-val44921	241.57	24.11	4.92	239.93	21.81	8.86
122	obj122-val45228	151.37	25.58	4.10	139.56	24.27	8.20
123	obj123-val45536	222.06	25.75	4.26	221.07	23.94	9.51
124	obj124-val45844	175.48	29.36	3.77	177.12	31.49	9.02
125	obj125-val46151	167.12	31.82	4.59	175.48	35.10	8.04
126	obj126-val46459	156.95	21.32	3.44	158.26	20.50	9.02
127	obj127-val46767	105.62	24.93	2.79	110.86	26.90	7.54
128	obj128-val47074	177.45	26.24	3.12	180.07	28.54	9.68
129	obj129-val47382	125.62	28.54	3.77	135.96	29.36	7.71
130	obj130-val47690	210.90	30.67	4.59	213.20	31.16	8.86
131	obj131-val47997	181.38	29.52	4.76	188.93	33.95	9.35
132	obj132-val48920	192.86	21.98	3.94	187.78	13.94	8.36
133	obj133-val49228	151.70	21.32	3.61	143.34	20.50	8.36
134	obj134-val49536	157.60	24.11	4.10	166.79	23.12	9.35
135	obj135-val49844	185.16	27.72	3.94	186.63	31.98	9.18
136	obj136-val50151	197.46	26.57	4.43	199.75	33.46	9.18
137	obj137-val50767	214.35	19.19	3.28	223.37	15.25	8.36
138	obj138-val51074	197.95	19.19	3.94	201.72	19.35	9.68
139	obj139-val51382	159.74	23.94	4.10	163.34	19.02	9.02
140	obj140-val51690	183.02	23.94	3.94	184.34	20.17	9.68
141	obj141-val51997	157.28	24.44	4.26	149.24	26.24	8.86
142	obj142-val52305	211.89	25.26	3.61	215.33	28.54	9.51
143	obj143-val52613	200.74	25.09	4.92	211.40	25.58	9.35
144	obj144-val52920	151.70	28.21	4.59	139.40	27.39	8.04
145	obj145-val53228	156.62	27.88	4.10	160.56	28.70	8.86
146	obj146-val53536	207.62	31.98	5.41	209.10	32.14	8.53
147	obj147-val53843	202.70	17.55	4.76	211.23	15.25	8.53
148	obj148-val54151	201.56	22.30	4.59	213.69	20.01	9.51
149	obj149-val54459	195.00	20.83	4.43	198.28	23.45	10.17
150	obj150-val54766	223.86	31.32	5.08	225.17	29.03	9.18
151	obj151-val55074	219.92	32.47	5.58	218.94	32.80	8.86
152	obj152-val55382	178.60	35.75	6.56	177.78	33.95	8.69
153	obj153-val56305	231.57	13.61	5.08	241.24	16.24	8.04
154	obj154-val56612	153.67	19.52	5.90	158.10	20.34	9.02
155	obj155-val56920	156.95	23.78	4.26	146.29	22.80	8.36
156	obj156-val57228	182.37	26.40	3.77	178.27	23.78	9.84
157	obj157-val57535	223.37	27.55	5.08	222.38	28.86	9.18
158	obj158-val57843	185.65	24.27	4.76	190.40	17.38	9.35
159	obj159-val58151	166.95	22.96	4.10	175.15	20.01	9.02
160	obj160-val58458	235.67	21.32	4.59	238.13	17.71	8.86
161	obj161-val58766	198.11	24.11	4.92	212.38	24.76	9.18
162	obj162-val59074	164.98	23.62	4.10	172.53	26.40	9.18
163	obj163-val59381	184.99	26.57	4.92	190.40	27.72	10.17
164	obj164-val59689	161.70	26.24	3.94	168.10	28.54	8.86
165	obj165-val59997	163.84	26.73	4.43	174.50	28.54	8.86
166	obj166-val60305	214.51	28.86	4.76	220.09	28.04	9.51
167	obj167-val60920	219.27	33.46	3.94	218.61	34.77	8.86
168	obj168-val61228	173.51	21.81	3.12	173.18	16.24	8.53
169	obj169-val61535	106.11	24.27	2.46	123.82	23.12	10.82
170	obj170-val61843	243.54	27.88	6.23	238.29	31.00	12.14
171	obj171-val62151	191.39	21.81	4.76	192.21	26.57	10.17
172	obj172-val62458	190.57	28.21	3.77	194.34	26.57	10.17
173	obj173-val62766	230.42	24.76	6.23	227.30	24.93	9.51
174	obj174-val63074	199.26	22.96	4.92	209.26	20.83	9.68
175	obj175-val63381	217.96	19.84	6.72	216.48	23.45	9.68
176	obj176-val63997	190.73	29.68	3.94	195.49	33.46	9.51
177	obj177-val64612	230.58	24.11	5.41	225.01	22.47	9.51
178	obj178-val64920	197.95	24.93	4.43	195.65	31.16	10.00
179	obj179-val65227	233.86	22.96	6.89	231.90	25.58	9.35
180	obj180-val65535	137.10	29.68	6.72	130.71	28.54	11.48
