 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
1	obj1-val4161	6.96	6.20	26.57	2
2	obj2-val4681	7.60	7.43	30.76	2
3	obj3-val5201	4.48	3.30	16.70	2
4	obj4-val5721	9.56	5.36	21.34	2
5	obj5-val6241	10.75	7.87	54.09	3
6	obj6-val6762	6.20	3.70	64.06	2
7	obj7-val7282	1.42	1.06	57.99	1
8	obj8-val7802	5.25	4.51	84.96	2
9	obj9-val8322	11.25	5.52	6.52	3
10	obj10-val8842	7.23	4.85	26.57	3
11	obj11-val9362	7.56	5.65	31.37	3
12	obj12-val9882	4.34	2.44	27.41	2
13	obj13-val10402	10.46	5.64	71.29	3
14	obj14-val10923	7.52	5.01	18.43	2
15	obj15-val11443	7.77	5.59	26.05	3
16	obj16-val11963	7.14	3.51	31.61	2
17	obj17-val12483	6.61	4.65	34.33	3
18	obj18-val13003	4.23	3.87	29.98	3
19	obj19-val13523	6.42	2.24	73.30	2
20	obj20-val14043	5.06	4.88	80.54	3
21	obj21-val14563	6.68	3.72	4.09	3
22	obj22-val15083	5.42	3.76	10.44	4
23	obj23-val15604	7.61	3.53	6.84	3
24	obj24-val16124	5.94	3.63	50.39	2
25	obj25-val16644	5.59	3.62	41.76	3
26	obj26-val17164	7.69	2.63	28.61	2
27	obj27-val17684	6.69	4.41	14.93	3
28	obj28-val18204	10.27	4.33	40.50	3
29	obj29-val18724	4.62	3.33	74.74	3
30	obj30-val19244	6.45	2.05	27.76	3
31	obj31-val19765	5.22	2.16	41.31	3
32	obj32-val20285	4.79	2.71	42.27	3
33	obj33-val20805	6.13	3.56	67.52	3
34	obj34-val21325	5.42	5.06	6.01	3
35	obj35-val21845	8.92	4.30	29.74	3
36	obj36-val22365	6.50	3.40	17.65	3
37	obj37-val22885	5.94	3.98	8.53	3
38	obj38-val23405	4.82	2.47	14.93	3
39	obj39-val23925	5.38	2.98	8.97	3
40	obj40-val24446	7.01	6.53	36.87	3
41	obj41-val24966	3.59	3.25	21.80	3
42	obj42-val25486	8.34	3.80	59.38	3
43	obj43-val26006	5.50	3.29	34.11	3
44	obj44-val26526	3.47	3.22	82.87	3
45	obj45-val27046	5.69	2.15	52.13	3
46	obj46-val27566	4.94	2.93	7.50	3
47	obj47-val28086	4.62	4.29	67.89	3
48	obj48-val28607	12.68	5.19	21.18	4
49	obj49-val29127	9.20	4.19	17.78	3
50	obj50-val29647	4.92	2.00	4.29	3
51	obj51-val30167	9.12	3.05	7.85	3
52	obj52-val30687	5.03	1.93	30.65	3
53	obj53-val31207	8.24	3.77	75.58	3
54	obj54-val31727	6.15	2.70	85.82	3
55	obj55-val32247	8.50	5.34	56.59	3
56	obj56-val32768	6.22	3.96	37.48	3
57	obj57-val33288	6.28	4.25	41.19	4
58	obj58-val33808	7.14	3.67	53.97	2
59	obj59-val34328	7.57	2.72	58.84	2
60	obj60-val34848	5.89	2.79	4.29	2
61	obj61-val35368	6.58	5.69	38.66	3
62	obj62-val35888	4.05	2.34	74.36	3
63	obj63-val36408	4.34	2.23	70.91	3
64	obj64-val36928	5.52	2.95	22.38	3
65	obj65-val37449	6.65	4.63	87.56	3
66	obj66-val37969	5.18	4.07	66.37	3
67	obj67-val38489	2.69	1.55	67.62	3
68	obj68-val39009	5.33	3.53	36.57	3
69	obj69-val39529	6.21	4.13	78.11	3
70	obj70-val40049	12.16	4.00	7.59	3
71	obj71-val40569	9.62	4.20	4.40	2
72	obj72-val41089	5.57	4.29	35.36	3
73	obj73-val41610	5.76	3.71	53.67	3
74	obj74-val42130	7.28	4.47	30.76	4
75	obj75-val42650	6.75	5.03	6.07	4
76	obj76-val43170	5.17	3.51	33.69	2
77	obj77-val43690	7.31	4.53	48.47	2
78	obj78-val44210	6.36	3.67	8.13	3
79	obj79-val44730	4.89	3.05	43.73	3
80	obj80-val45250	7.75	4.56	7.52	3
81	obj81-val45770	10.90	4.11	1.59	4
82	obj82-val46291	3.58	1.88	67.38	3
83	obj83-val46811	4.09	3.24	47.86	2
84	obj84-val47331	4.96	3.08	81.87	3
85	obj85-val47851	4.73	3.26	22.11	3
86	obj86-val48371	5.94	4.44	59.74	3
87	obj87-val48891	7.35	6.28	13.74	2
88	obj88-val49411	8.07	3.86	37.50	3
89	obj89-val49931	4.62	4.40	83.48	3
90	obj90-val50452	8.13	4.13	19.80	3
91	obj91-val50972	12.34	4.19	5.78	3
92	obj92-val51492	5.84	2.19	33.27	2
93	obj93-val52012	5.74	4.05	29.74	3
94	obj94-val52532	8.90	2.24	22.78	4
95	obj95-val53052	5.07	3.18	8.62	3
96	obj96-val53572	6.43	2.54	27.70	3
97	obj97-val54092	1.49	0.80	84.29	1
98	obj98-val54613	8.68	2.98	8.43	3
99	obj99-val55133	2.21	1.19	26.57	2
100	obj100-val55653	12.82	3.96	6.34	3
101	obj101-val56173	6.26	3.27	3.24	3
102	obj102-val56693	7.39	3.86	2.25	3
103	obj103-val57213	5.05	2.69	20.14	2
104	obj104-val57733	8.71	3.54	5.01	2
105	obj105-val58253	4.55	2.35	28.30	3
106	obj106-val58773	8.02	2.31	82.33	2
107	obj107-val59294	8.99	4.52	4.93	2
108	obj108-val59814	6.98	6.34	75.68	2
109	obj109-val60334	6.73	4.51	31.16	2
110	obj110-val60854	6.64	4.69	16.82	3
111	obj111-val61374	10.97	3.73	8.49	3
112	obj112-val61894	8.71	3.74	16.62	3
113	obj113-val62414	10.10	3.46	30.96	2
114	obj114-val62934	5.21	3.45	16.86	2
115	obj115-val63455	10.07	2.84	5.63	3
116	obj116-val63975	9.44	3.88	9.16	3
117	obj117-val64495	7.17	3.02	13.74	2
118	obj118-val65015	7.56	2.98	0.97	2
119	obj119-val65535	8.52	3.09	7.59	3
