 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
1	obj1-val2185	6.56	3.51	25.35	2
2	obj2-val2621	5.88	4.65	87.27	2
3	obj3-val3058	5.50	3.63	32.15	2
4	obj4-val3495	5.46	4.82	74.98	2
5	obj5-val3932	9.77	4.30	41.86	2
6	obj6-val4369	5.33	3.66	79.99	3
7	obj7-val4806	7.18	2.85	35.68	2
8	obj8-val5243	4.95	1.95	29.98	3
9	obj9-val5680	7.55	6.04	1.04	3
10	obj10-val6117	7.74	4.02	36.30	3
11	obj11-val6554	8.14	5.80	85.39	3
12	obj12-val6990	10.46	4.61	59.49	3
13	obj13-val7427	7.10	5.57	38.85	3
14	obj14-val7864	7.62	4.98	30.76	3
15	obj15-val8301	6.95	4.34	70.77	2
16	obj16-val9175	5.39	4.35	51.34	3
17	obj17-val9612	7.20	5.77	56.98	3
18	obj18-val10049	6.02	3.56	42.95	3
19	obj19-val10486	6.22	5.08	64.00	3
20	obj20-val10923	6.11	3.29	26.57	3
21	obj21-val11359	10.48	4.12	30.38	4
22	obj22-val11796	5.61	3.64	11.89	3
23	obj23-val12233	8.32	6.45	22.38	3
24	obj24-val12670	9.00	5.01	73.50	3
25	obj25-val13107	7.00	4.24	33.39	3
26	obj26-val13544	10.02	3.92	0.84	4
27	obj27-val13981	6.11	3.71	60.26	3
28	obj28-val14418	7.37	3.07	7.94	3
29	obj29-val14855	5.11	4.01	57.65	3
30	obj30-val15292	4.97	4.17	51.12	3
31	obj31-val15728	6.96	3.68	78.93	3
32	obj32-val16165	8.54	6.46	7.99	4
33	obj33-val16602	6.37	4.25	73.41	3
34	obj34-val17039	6.54	5.47	27.15	4
35	obj35-val17476	8.41	5.52	62.99	4
36	obj36-val17913	5.97	3.38	38.66	3
37	obj37-val18350	8.66	7.41	68.37	4
38	obj38-val18787	12.51	5.16	59.42	4
39	obj39-val19224	7.11	4.48	46.51	4
40	obj40-val19661	5.64	4.23	8.53	3
41	obj41-val20097	4.99	4.57	61.26	3
42	obj42-val20534	5.84	3.20	78.96	3
43	obj43-val20971	6.32	4.00	24.10	4
44	obj44-val21408	8.88	5.41	43.07	4
45	obj45-val21845	7.60	5.51	33.07	3
46	obj46-val22282	5.99	4.36	58.30	2
47	obj47-val22719	8.03	5.45	82.01	4
48	obj48-val23156	6.89	4.20	40.97	2
49	obj49-val23593	5.09	3.46	3.47	3
50	obj50-val24030	5.80	4.92	11.31	3
51	obj51-val24466	8.10	3.36	78.91	3
52	obj52-val24903	8.01	3.55	48.09	4
53	obj53-val25340	8.15	3.10	53.13	4
54	obj54-val25777	4.60	2.01	64.98	3
55	obj55-val26214	5.75	2.80	67.69	3
56	obj56-val26651	6.20	3.51	25.94	3
57	obj57-val27088	8.47	4.89	51.79	4
58	obj58-val27525	6.19	2.91	7.94	3
59	obj59-val27962	5.35	3.00	67.38	4
60	obj60-val28399	5.56	4.63	57.53	3
61	obj61-val28835	8.02	4.00	55.18	4
62	obj62-val29272	5.68	3.14	15.12	3
63	obj63-val29709	4.79	3.40	53.84	3
64	obj64-val30146	5.22	2.57	14.83	3
65	obj65-val30583	10.10	5.42	1.68	3
66	obj66-val31020	4.78	3.33	6.34	3
67	obj67-val31457	4.77	3.51	28.89	3
68	obj68-val31894	7.45	3.53	87.66	4
69	obj69-val32331	8.23	6.45	23.57	3
70	obj70-val32768	7.02	2.64	35.84	3
71	obj71-val33204	6.71	3.34	54.78	3
72	obj72-val33641	7.58	3.12	5.95	2
73	obj73-val34078	3.50	2.18	83.42	4
74	obj74-val34515	9.29	4.50	49.09	4
75	obj75-val34952	5.43	3.63	65.32	3
76	obj76-val35389	6.34	2.81	79.22	3
77	obj77-val35826	7.18	2.40	40.86	3
78	obj78-val36263	5.85	4.43	14.04	3
79	obj79-val36700	6.51	2.91	71.57	4
80	obj80-val37137	4.71	3.70	3.27	4
81	obj81-val37573	4.80	2.56	24.30	4
82	obj82-val38010	7.63	3.13	2.16	4
83	obj83-val38447	5.28	3.97	43.88	3
84	obj84-val38884	5.77	3.58	14.74	3
85	obj85-val39321	6.02	3.62	6.17	4
86	obj86-val39758	4.79	3.10	70.97	4
87	obj87-val40195	3.07	1.65	80.91	3
88	obj88-val40632	3.74	1.57	56.98	2
89	obj89-val41069	7.86	3.49	28.44	3
90	obj90-val41506	8.77	2.93	3.88	2
91	obj91-val41942	1.64	0.88	61.39	2
92	obj92-val42379	4.36	2.50	73.30	3
93	obj93-val42816	5.28	1.84	86.82	3
94	obj94-val43253	6.81	3.39	7.43	3
95	obj95-val43690	4.22	2.70	46.47	3
96	obj96-val44127	4.60	4.03	41.19	3
97	obj97-val44564	5.66	2.91	18.43	3
98	obj98-val45001	5.04	1.74	79.99	3
99	obj99-val45438	7.51	4.45	5.39	2
100	obj100-val45875	4.38	3.39	78.31	3
101	obj101-val46311	6.52	4.54	79.46	2
102	obj102-val46748	4.63	3.29	62.70	4
103	obj103-val47185	8.00	7.14	71.57	3
104	obj104-val47622	6.90	3.13	29.29	4
105	obj105-val48059	4.03	2.14	76.43	3
106	obj106-val48496	10.37	4.36	7.77	3
107	obj107-val48933	3.31	2.67	77.74	3
108	obj108-val49370	5.59	2.80	48.24	3
109	obj109-val49807	3.00	1.81	54.46	3
110	obj110-val50244	4.97	3.09	9.73	3
111	obj111-val50680	8.47	2.54	3.30	3
112	obj112-val51117	4.56	3.50	68.20	3
113	obj113-val51554	4.68	2.92	77.66	3
114	obj114-val51991	4.82	2.52	59.35	3
115	obj115-val52428	5.00	2.59	70.46	4
116	obj116-val52865	4.13	3.04	51.58	3
117	obj117-val53302	4.73	3.86	17.88	3
118	obj118-val53739	7.21	6.02	14.57	3
119	obj119-val54176	6.46	2.70	14.68	3
120	obj120-val54613	5.34	2.05	25.20	2
121	obj121-val55049	5.22	4.31	16.56	3
122	obj122-val55486	6.18	3.61	21.80	3
123	obj123-val55923	9.16	5.53	5.81	3
124	obj124-val56360	2.93	2.26	16.70	3
125	obj125-val56797	4.80	3.70	10.95	4
126	obj126-val57234	13.66	3.64	5.08	4
127	obj127-val57671	7.44	3.18	10.62	3
128	obj128-val58108	1.38	0.82	71.57	1
129	obj129-val58545	1.68	1.13	45	1
130	obj130-val58982	3.69	2.52	29.74	2
131	obj131-val59418	5.54	3.49	9.46	2
132	obj132-val59855	7.76	3.91	8.91	3
133	obj133-val60292	3.32	2.22	19.18	3
134	obj134-val60729	9.45	3.41	8.13	3
135	obj135-val61166	6.94	5.63	6.98	3
136	obj136-val61603	11.81	3.62	3.97	3
137	obj137-val62040	9.33	3.65	2.96	3
138	obj138-val62477	3.95	2.83	79.51	2
139	obj139-val62914	9.11	2.85	6.15	3
140	obj140-val63351	9.19	2.72	6.44	3
141	obj141-val63787	5.35	3.80	18.43	3
142	obj142-val64224	6.70	3.38	3.90	3
143	obj143-val64661	10.75	3.42	13.47	3
144	obj144-val65098	5.61	3.63	32.15	3
145	obj145-val65535	14.81	4.09	10.95	3
