 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
45	obj45-val24327	113.98	19.84	2.30	111.85	18.86	8.53
46	obj46-val24824	27.72	26.40	5.90	17.38	27.55	6.72
47	obj47-val25320	122.51	29.85	1.97	120.87	30.01	9.51
48	obj48-val25817	96.27	28.21	2.62	92.50	29.03	7.71
49	obj49-val26313	129.89	17.06	3.12	138.42	13.94	8.20
50	obj50-val26810	53.30	25.91	3.77	43.79	29.36	7.87
51	obj51-val27306	108.57	32.64	3.44	111.03	30.18	8.20
52	obj52-val27803	150.72	15.42	4.26	162.20	14.43	8.36
53	obj53-val28299	102.01	23.29	2.62	95.61	21.32	8.53
54	obj54-val28796	56.09	25.42	3.12	54.78	33.29	7.87
55	obj55-val29292	120.54	15.58	3.28	130.71	13.28	8.04
56	obj56-val30285	109.06	17.71	1.15	113.16	15.74	9.02
57	obj57-val30782	61.83	17.22	3.44	69.04	15.74	7.71
58	obj58-val31278	105.94	22.47	2.95	96.92	20.01	8.53
59	obj59-val31775	163.67	23.45	4.26	172.36	18.37	9.68
60	obj60-val32271	106.93	24.93	2.79	101.84	23.29	9.02
61	obj61-val32768	72.49	26.73	3.61	84.95	23.78	7.22
62	obj62-val33264	132.02	26.57	2.46	126.77	29.68	9.02
63	obj63-val33760	159.90	31.49	4.59	172.20	31.98	8.36
64	obj64-val34257	108.08	35.75	4.10	107.42	35.10	7.22
65	obj65-val34753	147.11	16.07	4.10	155.80	13.78	8.20
66	obj66-val35250	108.24	20.17	2.95	103.16	19.35	9.18
67	obj67-val35746	38.21	20.83	5.08	26.57	20.17	7.22
68	obj68-val36243	22.63	18.70	6.07	11.15	20.17	6.72
69	obj69-val36739	124.31	23.94	3.28	132.68	26.40	10.00
70	obj70-val37236	55.92	24.60	3.28	50.02	30.01	8.36
71	obj71-val37732	59.53	26.73	2.79	69.70	32.14	7.05
72	obj72-val38229	126.61	21.32	3.12	133.00	18.04	9.35
73	obj73-val38725	63.80	19.35	3.44	72.16	21.16	7.54
74	obj74-val39222	118.74	18.86	2.95	121.52	23.29	10.00
75	obj75-val39718	169.58	28.04	5.74	172.36	25.42	8.53
76	obj76-val40215	16.07	26.73	6.72	2.30	25.91	7.22
77	obj77-val40711	115.13	28.37	3.12	124.31	33.95	8.53
78	obj78-val41208	114.96	29.03	3.12	118.24	35.26	8.20
79	obj79-val41704	138.09	21.81	3.12	140.06	17.38	9.35
80	obj80-val42201	149.73	22.14	4.43	160.39	19.68	9.68
81	obj81-val42697	49.86	24.76	3.77	42.31	24.44	8.69
82	obj82-val43194	45.10	25.58	4.10	35.92	27.88	7.38
83	obj83-val43690	56.42	25.26	2.95	60.84	29.36	8.69
84	obj84-val44186	157.60	33.29	4.59	160.39	31.49	8.86
85	obj85-val44683	119.23	18.53	2.46	121.36	15.58	9.18
86	obj86-val45179	150.06	18.86	4.10	154.16	20.66	8.69
87	obj87-val45676	56.91	21.98	4.10	66.58	21.48	8.20
88	obj88-val46172	55.10	21.48	4.26	59.04	13.78	7.71
89	obj89-val46669	113.16	22.96	2.79	118.41	19.84	9.84
90	obj90-val47165	113.00	24.76	3.12	118.08	30.34	9.35
91	obj91-val47662	123	18.86	3.44	128.41	15.25	8.86
92	obj92-val48158	133.33	20.66	4.76	137.60	21.16	9.84
93	obj93-val48655	44.28	21.48	4.43	35.42	24.60	8.04
94	obj94-val49151	115.29	23.78	3.61	120.21	24.44	10.17
95	obj95-val49648	110.04	24.27	3.44	112.67	23.94	9.84
96	obj96-val50144	60.35	24.60	3.77	72.00	22.96	7.22
97	obj97-val50641	140.55	32.64	3.94	145.96	31.16	8.20
98	obj98-val51137	138.74	17.06	3.44	142.68	15.25	8.86
99	obj99-val51634	119.88	23.29	3.77	128.41	21.98	9.51
100	obj100-val52130	142.35	24.27	3.94	144.98	22.30	9.84
101	obj101-val52627	120.05	24.27	3.77	125.46	27.88	9.68
102	obj102-val53123	160.88	30.83	4.76	166.79	27.06	10.17
103	obj103-val53620	162.69	17.55	4.43	164.82	22.80	10.00
104	obj104-val54116	123.33	21.98	3.77	124.97	19.68	9.84
105	obj105-val54613	149.57	20.34	4.92	143.50	19.02	9.51
106	obj106-val55109	176.30	20.01	6.07	184.99	22.14	11.32
107	obj107-val55605	127.92	21.81	4.10	134.64	22.63	10.00
108	obj108-val56102	56.42	22.47	4.26	46.90	23.62	8.69
109	obj109-val56598	137.76	26.24	4.76	143.50	28.86	9.35
110	obj110-val57095	136.12	25.75	3.94	131.69	31.65	9.02
111	obj111-val57591	145.63	25.75	3.44	149.73	27.06	9.35
112	obj112-val58088	147.60	28.21	3.77	152.85	29.68	8.69
113	obj113-val58584	172.36	16.40	5.90	183.35	18.70	10.33
114	obj114-val59081	154.98	17.06	5.74	157.28	20.34	9.35
115	obj115-val59577	55.76	21.48	4.26	60.02	26.73	9.18
116	obj116-val60074	107.91	22.47	3.77	112.18	20.17	9.68
117	obj117-val60570	145.63	23.45	5.08	153.34	20.66	9.68
118	obj118-val61067	165.80	29.19	5.58	171.05	21.81	10.33
119	obj119-val61563	141.04	19.68	3.77	150.72	15.25	8.69
120	obj120-val62060	156.13	22.80	5.41	163.67	25.75	10.33
121	obj121-val62556	153.50	22.96	4.76	152.03	24.11	9.68
122	obj122-val63053	137.10	24.11	4.76	139.40	25.26	10.00
123	obj123-val63549	174.17	25.91	5.90	175.81	24.60	10.33
124	obj124-val64046	129.23	23.78	7.54	127.26	26.57	9.84
125	obj125-val64542	164.82	23.12	4.43	169.25	19.52	10.33
126	obj126-val65039	171.38	23.12	6.56	180.56	23.29	10.99
127	obj127-val65535	174.82	18.04	7.54	175.81	17.71	10.33
