 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
1	obj1-val3827	6.05	3.83	46.85	2
2	obj2-val4305	9.13	6.73	27.35	3
3	obj3-val4784	4.67	3.55	3.27	2
4	obj4-val5262	9.71	5.40	26.97	3
5	obj5-val5740	5.64	3.22	25.11	2
6	obj6-val6219	5.16	2.45	18.43	2
7	obj7-val6697	7.77	3.22	12.41	3
8	obj8-val7175	8.95	5.41	66.93	3
9	obj9-val7654	10.20	3.90	53.97	2
10	obj10-val8132	6.31	3.62	30.96	2
11	obj11-val9089	2.85	1.56	14.04	2
12	obj12-val9567	7.65	4.83	77.59	3
13	obj13-val10046	8.56	7.71	31.68	2
14	obj14-val10524	2.80	2.16	8.13	2
15	obj15-val11002	4.77	3.09	73.81	2
16	obj16-val11481	8.59	5.30	66.57	3
17	obj17-val11959	4.83	2.92	5.36	3
18	obj18-val12437	3.73	2.51	24.62	2
19	obj19-val12916	5.02	4.07	7.91	3
20	obj20-val13394	6.39	3.58	4.09	3
21	obj21-val13872	6.26	5.01	6.95	2
22	obj22-val14351	6.46	4.89	27.15	3
23	obj23-val14829	11.34	3.14	11.77	3
24	obj24-val15307	8.95	6.01	14.04	3
25	obj25-val15786	10.86	4.00	18.43	4
26	obj26-val16264	4.79	3.93	59.35	2
27	obj27-val16743	7.97	3.79	53.13	3
28	obj28-val17221	10.45	4.98	40.60	4
29	obj29-val17699	6.78	5.16	56.98	2
30	obj30-val18178	9.90	6.57	30.96	2
31	obj31-val18656	10.57	4.70	7.13	4
32	obj32-val19134	9.95	6.93	34.35	4
33	obj33-val19613	8.91	5.16	29.41	3
34	obj34-val20091	6.05	4.42	4.29	3
35	obj35-val20569	7.16	4.58	19.98	3
36	obj36-val21048	6.15	2.21	57.34	3
37	obj37-val21526	9.69	4.50	41.05	4
38	obj38-val22004	7.18	4.99	23.96	2
39	obj39-val22483	8.77	7.05	26.57	3
40	obj40-val22961	7.93	5.80	14.80	3
41	obj41-val23440	6.43	4.79	80.54	3
42	obj42-val23918	8.82	5.39	36.87	3
43	obj43-val24396	7.20	4.87	32.12	4
44	obj44-val24875	8.08	4.15	4.57	3
45	obj45-val25353	8.01	5.39	47.94	3
46	obj46-val25831	7.43	3.77	22.44	3
47	obj47-val26310	5.15	3.69	24.44	2
48	obj48-val27266	5.24	3.40	63.43	3
49	obj49-val27745	6.03	4.10	22.07	3
50	obj50-val28223	6.03	4.08	39.47	3
51	obj51-val28701	6.35	4.13	82.18	3
52	obj52-val29180	7.01	4.28	22.89	2
53	obj53-val29658	4.25	3.24	25.71	3
54	obj54-val30137	8.91	3.16	24.36	3
55	obj55-val30615	6.78	5.69	18.43	4
56	obj56-val31093	8.52	5.41	10.89	3
