 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
1	obj1-val3058	6.15	3.91	7.77	2
2	obj2-val3495	8.48	8.13	23.33	3
3	obj3-val3932	3.60	2.27	78.23	2
4	obj4-val4369	7.33	3.73	21.19	2
5	obj5-val4806	6.27	3.83	1.33	2
6	obj6-val5243	12.08	6.58	34.88	3
7	obj7-val5680	3.78	3.16	22.93	2
8	obj8-val6117	4.66	3.01	35.22	2
9	obj9-val6554	5.25	3.59	57.65	2
10	obj10-val6990	6.62	5.58	30.34	2
11	obj11-val7427	7.15	3.39	48.18	3
12	obj12-val7864	7.42	7.21	14.62	2
13	obj13-val8301	7.30	6.20	34.62	3
14	obj14-val8738	6.58	5.53	6.79	2
15	obj15-val9175	6.52	3.43	15.59	2
16	obj16-val10049	2.19	1.34	26.57	2
17	obj17-val10486	5.53	4.07	10.71	3
18	obj18-val10923	5.34	4.86	41.19	3
19	obj19-val11359	5.83	3.27	27.90	2
20	obj20-val11796	7.18	4.83	26.57	3
21	obj21-val12233	4.92	4.45	36.57	2
22	obj22-val12670	4.69	4.43	64.80	3
23	obj23-val13107	6.49	4.90	32.57	3
24	obj24-val13981	9.28	4.01	25.02	2
25	obj25-val14418	5.53	4.62	52.52	3
26	obj26-val14855	12.80	5.30	51.80	4
27	obj27-val15292	4.96	3.21	82.30	3
28	obj28-val15728	7.42	4.99	80.73	4
29	obj29-val16165	8.35	2.08	20.56	3
30	obj30-val16602	7.71	5.48	23.33	4
31	obj31-val17039	7.43	2.47	29.60	3
32	obj32-val17476	3.90	3.37	12.09	2
33	obj33-val17913	6.53	4.39	45	3
34	obj34-val18350	2.37	1.40	17.35	2
35	obj35-val18787	5.76	4.04	61.50	3
36	obj36-val19224	6.39	4.07	50.91	3
37	obj37-val19661	10.34	6.02	69.34	4
38	obj38-val20097	5.00	2.41	7.50	2
39	obj39-val20534	7.97	5.04	64.86	4
40	obj40-val20971	5.24	2.74	10.78	3
41	obj41-val21408	1.94	1.66	63.43	1
42	obj42-val21845	6.82	2.98	18.43	2
43	obj43-val22282	9.60	3.64	17.57	3
44	obj44-val22719	3.23	2.25	45	3
45	obj45-val23156	4.83	2.93	9.46	2
46	obj46-val23593	8.00	3.29	71.57	3
47	obj47-val24030	6.75	3.88	15.02	2
48	obj48-val24466	5.02	4.08	67.01	3
49	obj49-val24903	5.81	5.10	78.96	3
50	obj50-val25340	7.96	4.94	25.60	3
51	obj51-val25777	5.52	3.65	18.92	3
52	obj52-val26214	8.56	6.03	33.69	3
53	obj53-val26651	9.73	5.47	5.19	3
54	obj54-val27088	4.72	2.62	8.88	2
55	obj55-val27525	8.06	4.16	70.94	4
56	obj56-val27962	12.93	5.02	23.20	3
57	obj57-val28399	5.28	3.42	57.53	3
58	obj58-val28835	7.87	4.38	27.60	3
59	obj59-val29272	7.57	4.02	13.09	3
60	obj60-val29709	7.99	3.96	29.88	3
61	obj61-val30146	6.51	3.63	40.16	4
62	obj62-val30583	5.60	3.79	75.96	3
63	obj63-val31020	7.66	4.29	38.48	3
64	obj64-val31457	8.04	3.14	11.50	3
65	obj65-val31894	3.44	2.03	9.09	2
66	obj66-val32331	2.03	0.98	8.75	1
67	obj67-val32768	7.31	5.35	67.29	3
68	obj68-val33204	5.77	3.88	50.19	4
69	obj69-val33641	3.50	2.14	34.99	3
70	obj70-val34078	6.99	4.22	12.53	3
71	obj71-val34515	12.64	3.32	5.64	3
72	obj72-val34952	4.73	3.97	85.10	3
73	obj73-val35389	8.29	2.23	63.43	2
