 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
1	obj1-val2639	179.91	20.66	0.82	181.38	15.58	2.13
2	obj2-val3079	187.12	25.42	0.49	186.14	23.78	3.12
3	obj3-val3519	193.36	20.99	0.33	191.55	16.89	3.12
4	obj4-val3958	174.82	26.08	0.66	168.43	23.94	3.61
5	obj5-val4398	195.32	24.27	1.31	203.03	20.83	3.61
6	obj6-val4838	162.69	37.23	0.82	159.57	36.90	4.59
7	obj7-val5718	177.45	17.38	2.30	164.82	19.52	3.28
8	obj8-val6158	184.99	13.45	1.64	194.83	11.97	3.61
9	obj9-val7037	176.30	33.13	0.98	180.89	36.24	4.26
10	obj10-val7477	180.24	30.01	0.16	191.72	32.31	5.90
11	obj11-val7917	194.83	20.34	2.13	205.66	18.20	2.79
12	obj12-val8357	204.02	23.78	0.98	210.08	25.91	6.40
13	obj13-val8797	187.94	22.96	1.15	195.65	32.31	5.08
14	obj14-val9236	164	16.56	2.79	173.51	12.30	3.77
15	obj15-val9676	202.05	26.73	1.48	203.36	30.83	5.25
16	obj16-val10116	196.14	30.01	0.33	201.88	32.47	4.92
17	obj17-val10556	195.82	32.47	0.49	192.37	33.95	4.76
18	obj18-val10996	177.78	36.41	4.10	166.79	37.56	4.92
19	obj19-val11436	191.22	8.86	2.30	193.19	9.18	4.76
20	obj20-val11875	197.95	11.32	2.46	199.92	10.33	5.74
21	obj21-val12315	180.73	20.17	1.31	180.73	18.37	8.36
22	obj22-val12755	178.43	29.36	1.15	180.56	33.29	6.23
23	obj23-val13195	173.02	30.67	1.15	178.27	33.78	6.07
24	obj24-val13635	164	14.43	2.79	169.25	10.50	5.08
25	obj25-val14075	190.90	20.99	0.82	184.17	15.91	6.07
26	obj26-val14514	169.90	21.16	1.97	174.99	18.37	8.20
27	obj27-val14954	185.81	12.14	2.13	195.32	10.50	6.23
28	obj28-val15394	176.96	14.76	2.30	182.04	11.15	6.56
29	obj29-val15834	159.41	32.47	2.62	163.84	35.26	7.05
30	obj30-val16274	184.50	13.28	1.80	184.01	14.60	7.22
31	obj31-val16714	154.49	20.50	2.79	155.80	29.03	8.53
32	obj32-val17153	194.67	27.22	0.98	199.26	25.58	7.54
33	obj33-val17593	152.68	25.09	2.95	155.47	30.67	6.89
34	obj34-val18033	199.42	14.60	2.46	207.95	12.79	6.07
35	obj35-val18473	198.77	27.88	2.46	205.16	25.91	6.89
36	obj36-val18913	175.97	25.58	1.48	179.42	32.14	6.89
37	obj37-val19353	183.02	24.44	1.15	187.94	26.73	7.87
38	obj38-val19792	198.77	28.37	2.62	200.08	29.52	6.40
39	obj39-val20232	162.69	24.76	1.97	170.07	33.95	7.38
40	obj40-val20672	156.13	33.46	2.95	160.23	34.60	7.38
41	obj41-val21112	185.16	21.98	1.97	191.06	18.70	8.36
42	obj42-val21552	194.34	22.96	1.15	195.65	21.81	7.71
43	obj43-val21992	186.63	24.93	2.79	191.39	24.76	8.20
44	obj44-val22431	167.44	22.47	3.28	178.43	24.11	8.53
45	obj45-val22871	172.53	28.37	1.97	175.81	28.04	8.20
46	obj46-val23311	180.40	26.24	0.82	189.42	30.18	6.72
47	obj47-val23751	171.05	30.83	1.64	174.99	33.13	6.89
48	obj48-val24191	197.62	17.06	3.28	208.28	20.01	7.71
49	obj49-val24631	210.41	19.19	2.30	218.12	14.92	6.56
50	obj50-val25070	151.37	19.19	3.61	157.93	16.07	9.51
51	obj51-val25510	181.71	23.78	2.62	187.45	18.04	8.36
52	obj52-val25950	180.24	24.76	2.13	182.04	27.72	8.04
53	obj53-val26390	132.02	26.24	4.43	137.60	34.44	6.89
54	obj54-val26830	193.19	16.89	2.62	189.42	14.10	7.54
55	obj55-val27270	208.94	15.74	3.28	214.35	18.86	7.38
56	obj56-val27709	178.60	24.27	2.46	183.19	22.80	8.53
57	obj57-val28149	214.51	20.17	4.59	224.19	24.60	6.72
58	obj58-val28589	209.10	28.04	4.59	205.33	26.08	6.89
59	obj59-val29469	197.62	14.60	1.80	199.92	15.09	7.54
60	obj60-val29909	164.98	20.01	3.28	175.48	21.81	8.53
61	obj61-val30348	160.39	15.25	3.44	168.43	10.00	7.38
62	obj62-val30788	129.89	16.24	5.25	135.96	10.99	7.87
63	obj63-val31228	194.50	18.53	2.30	199.10	19.52	8.04
64	obj64-val31668	200.41	21.48	2.62	208.94	24.93	6.89
65	obj65-val32108	148.26	24.44	3.28	154.00	27.88	8.86
66	obj66-val32548	162.20	25.75	2.95	162.85	30.18	8.86
67	obj67-val32987	208.44	19.68	3.44	216.81	25.09	7.05
68	obj68-val33427	161.38	22.96	2.95	157.28	31.49	8.36
69	obj69-val33867	152.52	31.65	3.77	150.22	34.77	7.71
70	obj70-val34307	152.68	14.10	4.43	160.56	9.35	7.87
