 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
1	obj1-val6898	2.98	1.89	8.53	1
2	obj2-val7884	6.73	3.78	18.43	2
3	obj3-val8869	6.39	3.25	31.70	2
4	obj4-val9362	9.04	3.88	5.10	2
5	obj5-val10348	6.33	4.08	21.54	2
6	obj6-val10840	16.76	13.01	46.59	4
7	obj7-val11333	7.06	4.32	16.11	2
8	obj8-val11826	10.14	3.61	8.00	2
9	obj9-val12319	7.06	4.89	2.49	2
10	obj10-val12811	6.29	3.70	3.90	2
11	obj11-val13304	3.39	2.18	74.05	1
12	obj12-val13797	7.63	3.78	6.46	2
13	obj13-val14290	7.52	4.67	17.74	2
14	obj14-val14782	6.75	3.69	11.56	2
15	obj15-val15275	5.45	2.15	21.25	2
16	obj16-val15768	6.79	6.35	46.79	3
17	obj17-val16261	6.25	2.71	7.70	2
18	obj18-val16753	7.52	4.43	33.45	3
19	obj19-val17246	6.56	4.38	67.69	2
20	obj20-val17739	5.51	3.36	7.31	2
21	obj21-val18232	6.48	3.20	45	2
22	obj22-val18724	10.02	6.79	27.94	3
23	obj23-val19217	4.48	1.61	16.50	2
24	obj24-val19710	6.08	3.41	70.64	3
25	obj25-val20203	7.78	3.59	4.16	2
26	obj26-val20695	7.11	4.07	13.45	3
27	obj27-val21188	6.04	2.89	2.94	2
28	obj28-val21681	8.67	3.84	18.97	2
29	obj29-val22173	7.14	4.07	19.65	3
30	obj30-val22666	8.26	3.54	21.04	3
31	obj31-val23159	8.05	2.83	7.67	2
32	obj32-val23652	8.15	7.65	42.65	3
33	obj33-val24144	6.07	2.88	13.67	2
34	obj34-val24637	5.45	3.68	12.88	2
35	obj35-val25130	7.04	3.42	31.53	3
36	obj36-val25623	7.99	4.37	9.82	3
37	obj37-val26115	9.31	3.19	4.09	3
38	obj38-val26608	8.69	3.35	3.07	3
39	obj39-val27101	4.97	4.72	84.81	3
40	obj40-val27594	6.57	3.89	5.44	3
41	obj41-val28086	11.12	4.76	5.33	4
42	obj42-val28579	7.47	3.92	5.71	3
43	obj43-val29072	7.98	5.70	85.60	2
44	obj44-val29565	5.95	3.87	7.13	3
45	obj45-val30057	8.91	5.86	76.87	3
46	obj46-val30550	7.30	3.09	35.68	2
47	obj47-val31043	3.98	1.75	15.95	2
48	obj48-val31536	5.45	3.66	20.38	2
49	obj49-val32028	4.26	3.85	19.03	2
50	obj50-val32521	8.32	6.02	78.69	2
51	obj51-val33014	7.02	4.88	30.96	2
52	obj52-val33507	3.98	2.58	45	3
53	obj53-val33999	8.35	2.79	10.20	3
54	obj54-val34492	6.20	4.87	67.17	3
55	obj55-val34985	8.95	5.32	75.47	3
56	obj56-val35478	6.39	3.85	8.53	2
57	obj57-val35970	1.55	1.41	60.95	1
58	obj58-val36463	8.54	5.94	30.96	3
59	obj59-val36956	12.97	4.17	3.65	4
60	obj60-val37449	8.90	6.88	79.94	3
61	obj61-val37941	6.52	3.32	16.31	3
62	obj62-val38434	4.39	2.22	19.09	2
63	obj63-val38927	4.12	3.73	15.95	2
64	obj64-val39420	6.57	2.88	11.59	3
65	obj65-val39912	7.50	5.50	86.76	3
66	obj66-val40405	6.78	3.87	14.93	3
67	obj67-val40898	5.26	3.21	26.57	2
68	obj68-val41391	7.68	5.02	39.56	3
69	obj69-val41883	8.43	7.31	27.72	3
70	obj70-val42376	6.92	4.48	27.12	3
71	obj71-val42869	10.04	3.87	11.13	3
72	obj72-val43362	6.91	3.85	3.43	3
73	obj73-val43854	4.35	3.22	77.47	2
74	obj74-val44840	4.72	3.22	79.29	3
75	obj75-val45332	5.69	5.18	15.12	3
76	obj76-val45825	7.97	4.74	45	3
77	obj77-val46318	9.32	5.01	42.98	3
78	obj78-val46811	5.79	3.51	23.39	3
79	obj79-val47303	6.06	3.43	2.60	3
80	obj80-val47796	4.82	3.43	28.07	3
81	obj81-val48289	6.93	5.22	16.59	3
82	obj82-val48782	3.69	2.83	39.29	2
83	obj83-val49274	5.14	3.29	7.91	2
84	obj84-val49767	7.61	3.10	45.78	3
85	obj85-val50260	5.43	4.58	32.83	2
86	obj86-val50753	3.96	3.38	8.13	2
87	obj87-val51245	5.60	3.50	56.31	3
88	obj88-val51738	6.05	3.39	17.10	3
89	obj89-val52231	5.26	3.44	10.01	3
90	obj90-val52724	7.07	3.95	18.43	3
91	obj91-val53216	6.19	5.62	61.19	2
92	obj92-val53709	6.92	3.64	32.01	2
93	obj93-val54202	5.52	3.21	20.38	3
94	obj94-val54695	6.95	2.89	4.86	2
95	obj95-val55187	5.23	1.80	51.34	3
96	obj96-val55680	4.44	1.81	43.60	2
97	obj97-val56666	3.64	3.26	77.91	2
98	obj98-val57158	3.90	1.67	71.57	2
99	obj99-val57651	7.69	4.81	23.63	2
100	obj100-val58637	4.84	3.13	64.89	2
101	obj101-val59129	3.26	2.53	2.49	2
102	obj102-val59622	7.77	2.41	64.92	2
103	obj103-val60115	3.82	2.46	64.44	2
104	obj104-val60608	7.14	5.52	23.70	3
105	obj105-val61100	7.08	6.02	4.32	3
106	obj106-val61593	2.91	2.15	84.29	2
107	obj107-val62086	8.81	3.95	78.69	3
108	obj108-val62579	2.99	2.53	68.75	2
109	obj109-val63071	6.20	4.43	31.87	2
110	obj110-val63564	5.63	4.20	22.62	2
111	obj111-val64057	7.05	4.03	13.39	2
112	obj112-val64550	4.86	3.36	65.70	2
113	obj113-val65042	3.08	1.24	53.13	1
114	obj114-val65535	2.16	1.55	28.30	2
