 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
111	obj111-val49500	144.65	19.68	2.79	143.83	18.70	7.87
112	obj112-val49848	117.10	23.12	2.79	109.06	19.68	7.71
113	obj113-val50197	114.80	24.11	1.80	104.30	23.62	8.04
114	obj114-val50546	119.72	26.90	2.30	120.54	25.42	8.53
115	obj115-val50894	140.55	28.70	1.15	134.15	27.55	8.36
116	obj116-val51243	76.75	29.52	2.79	72.49	30.67	7.87
117	obj117-val51591	113.49	13.28	4.26	109.39	13.94	6.40
118	obj118-val51940	75.11	22.14	2.95	70.03	14.92	7.87
119	obj119-val52289	87.25	21.81	2.62	98.24	16.89	7.22
120	obj120-val52637	153.50	15.74	3.94	158.92	24.27	7.22
121	obj121-val52986	122.67	24.27	2.13	128.58	22.63	8.20
122	obj122-val53334	135.46	27.06	2.62	130.71	21.65	8.20
123	obj123-val53683	71.18	28.21	3.61	61.66	31.32	6.40
124	obj124-val54032	64.29	20.17	3.94	52.97	17.55	7.05
125	obj125-val54380	145.63	23.62	2.95	153.83	19.02	7.54
126	obj126-val54729	120.87	26.08	2.79	122.84	19.52	8.20
127	obj127-val55077	95.12	23.45	4.76	103.16	20.17	8.04
128	obj128-val55426	116.28	25.58	1.97	115.62	21.48	8.36
129	obj129-val55774	151.04	22.96	2.62	145.63	24.93	8.36
130	obj130-val56123	85.44	25.75	3.12	97.74	23.12	8.04
131	obj131-val56472	122.84	23.78	1.48	130.38	14.76	6.72
132	obj132-val56820	144.98	23.62	3.12	138.58	24.44	8.53
133	obj133-val57169	79.38	29.19	2.79	81.34	29.03	8.53
134	obj134-val57517	111.19	22.30	2.46	107.91	16.40	7.71
135	obj135-val57866	127.10	21.65	2.30	134.15	17.71	7.38
136	obj136-val58215	151.86	23.78	3.28	156.78	24.27	8.04
137	obj137-val58563	67.90	24.93	3.77	53.79	25.58	6.89
138	obj138-val58912	81.84	18.37	4.59	89.71	15.09	7.38
139	obj139-val59260	138.42	25.09	2.79	134.32	20.50	8.20
140	obj140-val59609	143.83	27.72	2.46	146.29	27.22	8.53
141	obj141-val59958	108.40	13.78	5.90	100.37	16.56	6.07
142	obj142-val60306	67.24	21.32	4.10	57.07	18.70	7.38
143	obj143-val60655	78.23	24.27	3.44	80.36	16.89	8.53
144	obj144-val61003	135.96	25.09	2.30	140.55	17.55	7.87
145	obj145-val61352	80.85	22.96	3.44	88.89	18.04	8.20
146	obj146-val61701	66.91	21.98	4.59	56.09	22.63	7.54
147	obj147-val62049	79.38	26.90	3.61	90.86	25.91	8.36
148	obj148-val62398	72.32	25.42	3.28	74.62	27.22	9.02
149	obj149-val62746	82.49	22.63	3.44	94.46	20.66	8.36
150	obj150-val63095	77.90	24.44	3.28	71.83	20.17	9.18
151	obj151-val63443	72.00	25.58	3.44	62.48	27.22	8.53
152	obj152-val63792	73.80	24.76	3.77	61.66	23.12	8.86
153	obj153-val64141	72.98	21.65	3.94	64.12	18.70	8.04
154	obj154-val64489	44.44	21.81	4.10	43.46	24.27	11.97
155	obj155-val64838	77.57	27.22	3.61	82.66	20.99	9.02
156	obj156-val65186	55.27	24.11	6.72	60.35	24.93	8.20
157	obj157-val65535	53.79	24.93	3.94	52.48	21.16	12.14
