 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
85	obj85-val46883	6.39	2.57	23.55	2
86	obj86-val47387	4.33	3.10	29.98	3
87	obj87-val47891	6.28	4.77	22.31	3
88	obj88-val48395	4.14	2.80	18.43	2
89	obj89-val48899	11.29	1.90	6.67	3
90	obj90-val49403	7.07	3.15	28.30	3
91	obj91-val49907	7.08	4.22	23.20	3
92	obj92-val50412	9.08	5.03	35.22	3
93	obj93-val50916	5.39	2.65	4.90	2
94	obj94-val51420	6.44	3.30	18.43	2
95	obj95-val51924	7.95	2.83	16.70	3
96	obj96-val52428	7.36	4.93	14.32	3
97	obj97-val52932	11.23	2.89	10.37	3
98	obj98-val53436	9.22	7.76	18.43	3
99	obj99-val53940	6.46	4.19	50.71	3
100	obj100-val54444	7.56	5.26	32.12	3
101	obj101-val54949	8.19	4.03	6.12	3
102	obj102-val55453	7.14	3.74	24.94	3
103	obj103-val55957	5.93	2.93	10.71	2
104	obj104-val56461	6.25	4.30	59.26	2
105	obj105-val56965	4.98	1.85	40.03	2
106	obj106-val57469	6.57	2.30	9.25	3
107	obj107-val57973	3.84	3.05	17.74	2
108	obj108-val58477	7.31	5.79	7.28	3
109	obj109-val58982	6.12	2.42	18.43	3
110	obj110-val59486	8.57	4.13	21.61	3
111	obj111-val59990	12.39	5.06	14.04	3
112	obj112-val60494	7.04	3.83	4.86	2
113	obj113-val60998	5.46	1.94	21.25	3
114	obj114-val61502	9.24	4.03	6.01	3
115	obj115-val62006	11.23	3.00	18.66	3
116	obj116-val62510	4.39	4.29	27.30	3
117	obj117-val63014	6.22	2.05	5.86	2
118	obj118-val63519	9.53	3.96	6.15	2
119	obj119-val64023	4.24	2.67	55.78	3
120	obj120-val64527	8.41	3.08	8.75	2
121	obj121-val65031	8.49	4.27	4.97	3
122	obj122-val65535	12.57	5.22	23.75	3
