 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
1	obj1-val4644	40.34	20.66	1.80	50.68	16.24	2.30
2	obj2-val5160	39.36	31.32	1.97	52.32	33.29	2.62
3	obj3-val5676	59.86	24.76	0.98	49.53	22.30	4.59
4	obj4-val6192	65.60	20.66	0.82	74.78	15.42	4.26
5	obj5-val6708	50.51	20.34	0.16	55.43	23.12	5.58
6	obj6-val7224	67.40	21.16	0.49	75.11	17.38	5.25
7	obj7-val7740	77.57	22.63	1.80	93.97	18.53	5.41
8	obj8-val8256	62.48	26.57	1.31	53.30	23.78	4.59
9	obj9-val8772	73.31	30.18	0.82	77.24	32.14	5.08
10	obj10-val9288	65.11	19.84	1.15	68.72	21.81	5.74
11	obj11-val9804	61.50	22.96	0.98	59.86	23.45	5.90
12	obj12-val10320	61.83	33.13	1.97	66.91	30.83	6.40
13	obj13-val10836	72.65	20.50	1.48	82.82	17.38	5.25
14	obj14-val11353	52.15	30.83	1.97	61.17	32.64	5.58
15	obj15-val11869	73.96	26.40	1.48	82.49	25.58	6.23
16	obj16-val12385	92.50	15.91	4.26	104.47	15.74	4.76
17	obj17-val12901	79.70	24.60	1.64	91.51	20.66	5.25
18	obj18-val13417	65.76	29.19	1.80	75.44	29.85	6.07
19	obj19-val13933	64.62	29.36	1.48	57.56	25.26	6.40
20	obj20-val14449	135.14	14.60	4.76	142.19	24.11	5.25
21	obj21-val14965	66.91	25.42	1.48	76.10	25.91	6.40
22	obj22-val15481	83.80	27.22	2.13	95.45	28.54	6.23
23	obj23-val15997	138.09	15.74	3.28	139.40	18.53	7.54
24	obj24-val16513	152.52	23.45	4.59	163.67	25.09	5.08
25	obj25-val17029	63.96	25.75	1.64	68.88	27.39	6.72
26	obj26-val17545	174.17	25.42	4.10	176.14	28.04	6.72
27	obj27-val18061	138.58	12.63	4.10	146.12	10.50	7.87
28	obj28-val18577	156.62	28.37	4.26	167.77	38.21	9.68
29	obj29-val19093	133.33	13.61	3.77	138.91	11.15	7.71
30	obj30-val19609	120.38	15.09	6.23	130.05	11.15	6.56
31	obj31-val20125	164.82	30.67	4.59	168.43	36.24	9.02
32	obj32-val20641	97.58	26.08	3.61	104.30	29.68	6.72
33	obj33-val21157	110.86	24.11	4.92	119.72	29.36	8.04
34	obj34-val21673	130.05	28.86	4.59	123.16	29.36	8.53
35	obj35-val22189	145.80	20.34	4.10	153.34	12.46	9.35
36	obj36-val22705	175.64	20.01	4.76	181.88	14.76	10.00
37	obj37-val23221	148.09	31.32	3.94	146.62	37.56	9.68
38	obj38-val23737	155.80	17.88	4.59	163.18	12.96	8.53
39	obj39-val24253	127.59	18.70	4.10	132.02	14.92	9.02
40	obj40-val24769	169.74	19.19	4.92	181.71	14.10	9.84
41	obj41-val25285	144.16	28.04	4.10	139.07	31.16	8.86
42	obj42-val25801	147.76	19.19	3.61	153.18	20.50	10.33
43	obj43-val26317	136.61	24.11	4.43	122.34	21.98	7.54
44	obj44-val26833	121.20	25.09	4.26	126.94	33.78	8.53
45	obj45-val27349	152.03	19.35	3.61	159.24	13.12	9.18
46	obj46-val27865	122.02	24.93	4.43	122.84	26.90	9.18
47	obj47-val28381	137.60	37.06	5.58	150.72	39.03	9.35
48	obj48-val28897	153.01	21.16	4.43	155.31	19.19	10.66
49	obj49-val29413	177.28	33.78	6.07	189.26	37.23	11.48
50	obj50-val29929	133.66	26.73	4.43	124.97	25.58	9.51
51	obj51-val30445	137.76	27.88	4.59	125.62	29.85	9.18
52	obj52-val30961	127.76	33.46	5.90	135.96	37.06	9.18
53	obj53-val31477	151.70	34.11	4.92	157.28	37.88	10.00
54	obj54-val31993	172.36	36.90	4.59	171.54	42.80	9.02
