 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
55	obj55-val32509	128.41	15.58	4.59	133.50	12.30	8.53
56	obj56-val33026	144.16	18.04	4.59	149.08	13.61	10.00
57	obj57-val33542	189.42	22.96	6.40	200.08	16.73	10.99
58	obj58-val34058	152.19	26.08	4.59	156.62	27.06	11.64
59	obj59-val34574	135.30	14.60	5.90	144.65	12.96	9.35
60	obj60-val35090	166.30	21.98	4.92	173.51	12.96	9.18
61	obj61-val35606	164.82	23.12	4.43	162.85	18.53	11.48
62	obj62-val36122	145.63	22.80	4.43	148.58	21.81	11.64
63	obj63-val36638	148.42	30.18	4.26	150.22	33.78	10.66
64	obj64-val37154	146.29	33.13	5.41	143.83	31.65	10.82
65	obj65-val37670	135.79	33.13	5.58	139.24	33.62	10.33
66	obj66-val38186	142.52	22.80	4.92	144.98	20.01	10.82
67	obj67-val38702	136.94	23.94	4.59	129.23	24.44	10.33
68	obj68-val39218	133.99	20.17	4.92	135.14	15.58	9.68
69	obj69-val39734	140.06	23.94	4.59	135.30	22.47	10.66
70	obj70-val40250	154.32	26.40	4.76	158.26	19.35	11.81
71	obj71-val40766	151.04	23.12	4.43	154.65	25.26	11.48
72	obj72-val41282	143.01	35.92	5.58	140.38	35.26	10.17
73	obj73-val41798	173.02	21.98	4.59	173.35	18.04	11.32
74	obj74-val42314	139.73	26.08	5.58	131.36	27.55	10.50
75	obj75-val42830	167.28	30.34	5.08	171.22	31.16	11.81
76	obj76-val43346	189.09	30.67	6.23	192.21	29.68	12.63
77	obj77-val43862	168.76	22.80	5.08	170.07	18.37	11.81
78	obj78-val44378	196.80	21.98	6.89	203.52	17.71	12.14
79	obj79-val44894	147.11	27.22	4.76	143.66	24.93	11.48
80	obj80-val45410	186.80	18.86	6.56	193.03	14.76	10.82
81	obj81-val45926	163.51	25.75	5.41	161.05	24.44	11.97
82	obj82-val46442	165.97	26.90	5.58	157.11	29.19	11.48
83	obj83-val46958	154.82	31.32	4.92	156.46	32.64	11.15
84	obj84-val47474	174.66	24.27	6.07	178.43	20.66	12.30
85	obj85-val47990	145.96	25.91	5.25	153.67	23.45	11.48
86	obj86-val48506	178.43	28.37	6.56	177.78	25.91	12.63
87	obj87-val49022	149.08	28.86	5.08	154.00	28.37	11.48
88	obj88-val49538	171.05	29.03	5.74	173.68	25.75	12.14
89	obj89-val50054	164.33	34.11	6.23	166.46	33.95	11.15
90	obj90-val50570	186.30	22.80	7.38	195.65	17.06	11.81
91	obj91-val51086	204.02	26.08	7.54	207.30	26.08	13.12
92	obj92-val51602	170.07	28.04	5.90	167.44	21.16	11.97
93	obj93-val52118	178.27	29.19	6.72	180.89	32.31	11.97
94	obj94-val52634	173.51	31.49	5.74	177.61	31.00	11.64
95	obj95-val53150	170.89	35.92	6.89	180.24	37.06	10.99
96	obj96-val53666	179.74	22.47	6.56	179.91	19.52	12.30
97	obj97-val54182	171.54	23.12	5.41	173.02	25.26	12.46
98	obj98-val54699	167.61	26.08	6.07	163.34	27.55	12.14
99	obj99-val55215	181.71	32.47	7.87	188.27	31.32	12.46
100	obj100-val55731	184.50	22.14	5.90	185.48	20.01	12.63
101	obj101-val56247	143.17	25.42	5.25	141.20	20.83	11.64
102	obj102-val56763	164.49	30.18	4.92	160.06	33.46	11.15
103	obj103-val57279	196.80	24.27	7.54	203.20	22.14	13.45
104	obj104-val57795	191.72	25.75	7.05	197.29	25.09	13.28
105	obj105-val58311	141.70	25.75	6.40	136.78	25.75	11.48
106	obj106-val58827	183.35	27.72	7.54	191.72	26.24	12.96
107	obj107-val59343	184.50	22.47	6.23	183.52	26.90	12.96
108	obj108-val59859	187.94	26.40	6.07	189.26	19.68	12.79
109	obj109-val60375	191.55	35.92	8.20	192.37	34.11	12.30
110	obj110-val60891	202.38	19.84	8.86	209.59	17.88	11.81
111	obj111-val61407	192.04	23.94	8.20	194.67	20.99	12.96
112	obj112-val61923	196.96	32.47	8.53	195.16	31.32	12.96
113	obj113-val62439	221.89	20.34	10.82	213.20	27.72	11.32
114	obj114-val62955	198.77	33.46	9.18	204.02	33.62	13.12
115	obj115-val63471	197.13	28.86	8.53	202.38	26.40	13.45
116	obj116-val63987	203.52	31.82	9.18	209.76	26.90	13.28
117	obj117-val64503	193.68	22.14	8.69	199.42	22.30	13.45
118	obj118-val65019	201.56	26.73	10.17	206.48	25.91	13.45
119	obj119-val65535	209.43	21.16	10.66	207.13	25.26	13.28
