 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
1	obj1-val2580	195.98	24.60	0.66	205.33	32.14	2.79
2	obj2-val3096	200.57	20.50	1.15	190.24	20.99	3.28
3	obj3-val3612	190.57	19.52	0.33	188.76	19.84	3.61
4	obj4-val4128	218.45	21.98	1.15	230.75	16.73	5.08
5	obj5-val5160	214.02	26.57	0.33	212.05	30.01	3.94
6	obj6-val5676	211.07	20.83	0.82	211.89	13.28	3.94
7	obj7-val6192	226.98	27.22	1.48	238.29	22.63	4.43
8	obj8-val6708	206.48	27.22	1.15	215.33	32.14	3.94
9	obj9-val7224	203.20	14.92	0.98	209.59	11.15	5.08
10	obj10-val7740	189.42	17.22	0.82	187.94	15.91	5.41
11	obj11-val8256	188.44	23.62	1.48	187.78	33.62	5.41
12	obj12-val8772	195.49	24.76	1.15	205.98	32.14	4.43
13	obj13-val9288	202.05	23.94	0.49	212.38	31.49	4.76
14	obj14-val9804	165.80	24.76	2.13	168.76	35.26	5.58
15	obj15-val10320	192.37	27.55	1.97	198.60	32.14	5.74
16	obj16-val10836	215.17	17.22	1.48	221.40	14.76	5.58
17	obj17-val11353	221.24	26.24	1.15	234.36	29.36	5.25
18	obj18-val11869	195.32	15.58	1.31	201.88	10.00	5.74
19	obj19-val12385	156.78	20.83	2.62	150.88	10.82	6.23
20	obj20-val12901	192.37	16.56	1.64	199.59	15.58	6.89
21	obj21-val13417	144.32	23.94	3.28	145.14	32.96	6.89
22	obj22-val13933	190.08	30.67	1.48	193.85	33.46	5.58
23	obj23-val14449	208.94	19.84	1.97	217.30	16.56	6.07
24	obj24-val14965	208.94	22.63	1.64	220.42	28.37	5.41
25	obj25-val15481	179.91	28.37	1.80	186.14	34.93	5.58
26	obj26-val15997	200.41	18.53	1.80	208.12	16.24	6.72
27	obj27-val16513	208.28	22.14	1.64	213.36	20.83	6.89
28	obj28-val17029	192.37	25.58	1.48	196.96	26.08	7.54
29	obj29-val17545	183.68	15.58	2.13	185.81	11.32	6.72
30	obj30-val18061	230.26	16.07	3.44	235.18	19.35	5.08
31	obj31-val18577	222.06	22.80	2.95	230.58	16.73	5.41
32	obj32-val19093	215.33	19.02	2.30	221.24	25.91	5.90
33	obj33-val19609	164.66	20.83	2.95	158.59	27.88	7.87
34	obj34-val20125	156.95	29.68	2.95	164.16	34.28	6.07
35	obj35-val20641	169.74	15.42	3.12	174.33	10.17	7.22
36	obj36-val21157	195.65	17.22	1.64	203.36	15.91	6.89
37	obj37-val21673	120.38	21.48	4.10	111.19	18.04	8.04
38	obj38-val22189	202.21	25.09	2.13	211.56	22.30	6.72
39	obj39-val22705	180.89	24.44	1.97	175.64	31.98	6.72
40	obj40-val23221	189.75	13.12	2.30	193.36	13.61	6.89
41	obj41-val23737	197.29	17.22	1.15	205.98	12.79	6.07
