 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
42	obj42-val24253	156.78	20.17	2.62	161.38	14.92	8.04
43	obj43-val24769	199.59	23.45	0.98	205.82	19.84	7.22
44	obj44-val25285	151.37	35.59	4.59	136.28	33.78	5.25
45	obj45-val25801	151.54	27.55	2.79	157.28	28.70	7.87
46	obj46-val26317	170.89	23.94	2.95	173.18	32.96	6.56
47	obj47-val26833	165.31	22.80	2.46	163.18	27.22	8.36
48	obj48-val27349	150.06	26.57	2.62	156.29	23.78	8.36
49	obj49-val27865	168.92	24.93	2.13	166.79	27.55	8.20
50	obj50-val28381	184.34	22.80	1.80	184.17	27.06	8.04
51	obj51-val28897	182.04	23.78	1.80	181.38	30.67	7.22
52	obj52-val29413	190.90	26.08	2.13	187.78	28.70	7.38
53	obj53-val29929	178.43	15.91	3.12	175.32	11.97	7.54
54	obj54-val30445	175.81	20.66	2.46	171.54	13.45	8.04
55	obj55-val30961	182.53	18.70	2.79	176.96	17.71	8.53
56	obj56-val31477	191.39	21.65	3.44	199.10	22.47	7.87
57	obj57-val31993	181.22	23.45	1.97	179.74	19.35	8.20
58	obj58-val32509	190.08	22.96	2.46	194.83	23.78	7.87
59	obj59-val33026	175.48	22.63	3.28	171.22	28.04	8.04
60	obj60-val33542	163.18	27.55	2.79	165.15	29.52	7.54
61	obj61-val34058	182.20	19.35	2.79	189.91	20.17	7.87
62	obj62-val34574	194.18	24.27	2.30	204.84	24.44	7.22
63	obj63-val35090	150.39	33.62	5.58	159.57	32.96	6.07
64	obj64-val35606	150.72	10.66	4.76	162.36	10.99	7.38
65	obj65-val36122	161.87	14.43	3.94	168.92	12.30	7.87
66	obj66-val36638	164.66	19.52	2.79	172.86	18.70	8.69
67	obj67-val37154	175.97	21.48	3.12	173.18	24.27	8.53
68	obj68-val37670	189.26	22.14	3.12	182.20	23.12	8.36
69	obj69-val38186	150.72	27.22	2.79	154.00	28.70	8.20
70	obj70-val38702	147.27	17.88	4.43	158.92	15.42	8.20
71	obj71-val39218	183.68	17.55	2.95	181.88	16.40	8.20
72	obj72-val39734	193.03	19.19	2.46	188.76	16.40	7.87
73	obj73-val40250	159.24	20.83	3.28	162.69	18.86	8.53
74	obj74-val40766	171.38	20.83	3.44	168.26	24.93	8.53
75	obj75-val41282	151.54	20.50	4.92	160.72	23.12	8.86
76	obj76-val41798	136.45	25.26	4.10	131.36	28.86	8.53
77	obj77-val42314	169.58	21.98	3.61	164.49	21.48	8.86
78	obj78-val42830	140.88	23.78	3.94	137.10	28.21	8.53
79	obj79-val43346	132.51	28.37	4.10	124.97	30.67	7.87
80	obj80-val43862	145.47	23.62	4.10	152.36	27.88	8.69
81	obj81-val44378	178.10	22.63	1.97	179.58	27.06	8.20
82	obj82-val44894	144.48	17.71	4.26	150.39	13.61	8.20
83	obj83-val45410	126.94	20.34	5.08	133.33	13.12	8.04
84	obj84-val45926	145.80	17.55	4.10	143.66	18.70	9.35
85	obj85-val46442	142.19	20.01	4.26	135.46	19.35	9.18
86	obj86-val46958	139.40	23.12	3.77	146.45	20.66	9.02
87	obj87-val47474	142.52	19.52	4.43	136.28	15.42	8.86
88	obj88-val47990	124.15	17.88	4.76	121.85	18.86	9.02
89	obj89-val48506	145.30	22.96	3.77	142.84	29.19	8.53
90	obj90-val49022	136.61	19.68	4.26	130.38	17.71	9.18
91	obj91-val49538	147.60	20.01	4.26	156.29	19.52	9.02
92	obj92-val50054	143.99	22.14	4.26	152.68	21.48	9.18
93	obj93-val50570	103.81	21.32	7.22	119.06	28.04	8.69
94	obj94-val51086	98.24	27.72	7.05	109.55	28.54	7.71
95	obj95-val51602	99.55	18.53	6.89	110.04	16.73	9.51
96	obj96-val52118	99.55	22.63	7.05	110.86	26.24	9.51
97	obj97-val52634	88.40	29.68	7.71	94.79	33.29	10.17
98	obj98-val53150	72.49	28.54	8.20	65.93	33.29	10.17
99	obj99-val53666	79.38	18.37	8.04	88.56	13.78	10.33
100	obj100-val54182	91.84	22.47	7.22	106.27	20.50	10.66
101	obj101-val54699	87.74	27.39	8.04	100.04	31.65	9.68
102	obj102-val55215	83.31	21.81	7.54	94.79	16.07	10.82
103	obj103-val55731	102.01	14.92	9.35	92.00	14.10	9.68
104	obj104-val56247	75.77	31.98	9.51	86.43	32.64	10.17
105	obj105-val56763	88.72	25.58	7.87	103.98	29.85	9.84
106	obj106-val57279	90.36	22.14	7.05	94.30	20.66	12.14
107	obj107-val57795	89.05	23.94	7.71	83.80	21.65	12.30
108	obj108-val58311	80.03	28.21	8.36	72.98	29.52	11.97
109	obj109-val58827	83.80	26.24	8.20	91.68	30.67	11.15
110	obj110-val59343	73.64	15.09	9.02	64.94	15.91	11.81
111	obj111-val59859	66.91	27.88	9.84	58.71	32.14	11.48
112	obj112-val60375	83.97	25.09	8.20	77.57	19.52	12.14
113	obj113-val60891	74.46	26.08	9.02	65.11	26.24	12.14
114	obj114-val61407	67.40	19.35	9.35	58.06	18.70	12.30
115	obj115-val61923	74.62	20.66	8.53	65.44	20.17	12.63
116	obj116-val62439	84.79	25.58	8.04	92.17	28.86	11.97
117	obj117-val62955	78.39	24.11	8.53	69.86	20.99	12.79
118	obj118-val63471	17.22	26.40	11.81	23.45	24.60	13.45
119	obj119-val63987	40.51	29.03	12.46	25.42	26.24	12.79
120	obj120-val64503	15.74	30.67	11.97	13.28	29.36	13.78
121	obj121-val65019	34.60	20.66	12.30	20.66	21.16	13.61
122	obj122-val65535	22.80	23.45	12.96	20.17	22.47	14.43
