 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
1	obj1-val4228	147.76	10.82	0.16	140.38	10.50	4.76
2	obj2-val4933	146.62	24.76	1.31	141.86	30.50	6.23
3	obj3-val5637	137.76	30.01	1.97	134.32	34.28	6.72
4	obj4-val6342	164.16	24.11	1.48	170.07	27.06	5.74
5	obj5-val7047	161.05	23.45	1.97	162.85	32.96	5.90
6	obj6-val7751	111.68	30.34	2.30	115.29	28.70	5.25
7	obj7-val8456	113.82	34.11	2.30	112.83	34.60	4.76
8	obj8-val9161	146.94	21.81	1.31	153.01	13.94	5.58
9	obj9-val9865	179.09	17.22	2.95	180.56	19.02	6.23
10	obj10-val10570	118.08	31.49	2.62	117.42	29.03	5.58
11	obj11-val11275	147.11	19.68	1.48	151.70	12.63	5.25
12	obj12-val11980	146.12	21.16	1.31	142.19	15.09	6.89
13	obj13-val13389	110.86	23.94	2.30	112.50	20.99	6.40
14	obj14-val14094	125.95	27.72	1.80	120.05	27.06	8.36
15	obj15-val14798	120.21	31.00	2.79	115.78	33.13	5.41
16	obj16-val15503	145.80	12.46	3.77	136.94	13.94	6.23
17	obj17-val16208	137.10	13.94	3.12	136.61	14.92	6.40
18	obj18-val16912	120.21	20.83	2.62	119.06	14.60	7.38
19	obj19-val17617	117.42	23.94	1.97	113.32	15.09	7.38
20	obj20-val18322	157.60	21.16	1.64	151.21	21.16	7.22
21	obj21-val19026	100.37	22.96	3.77	107.75	13.28	6.23
22	obj22-val19731	154.82	16.40	2.62	158.42	17.71	6.40
23	obj23-val20436	104.30	29.36	3.12	114.64	33.29	6.23
24	obj24-val21140	140.38	32.31	2.79	136.28	34.11	6.89
25	obj25-val21845	148.58	31.65	2.46	157.11	34.77	6.23
26	obj26-val22550	126.28	20.66	2.46	125.13	13.45	7.05
27	obj27-val23254	167.44	30.67	3.44	178.76	28.86	7.05
28	obj28-val23959	135.96	15.09	3.61	134.48	16.40	5.90
29	obj29-val24664	145.80	20.66	2.62	150.88	19.19	7.22
30	obj30-val25368	150.06	30.67	2.62	146.29	26.90	8.04
31	obj31-val26778	158.10	20.83	1.80	164.98	22.47	7.38
32	obj32-val28187	133.66	18.70	3.28	122.67	16.24	7.71
33	obj33-val28892	108.40	22.14	2.30	111.68	16.89	8.04
34	obj34-val29596	156.29	26.90	3.28	153.67	29.68	6.89
35	obj35-val30301	109.55	34.44	5.08	95.61	31.49	5.74
36	obj36-val31006	156.95	20.01	1.80	169.58	18.20	6.56
37	obj37-val31710	173.68	15.42	4.43	178.43	20.50	5.90
38	obj38-val32415	160.72	32.96	3.77	155.31	29.68	7.38
39	obj39-val33120	142.52	29.52	2.46	148.09	31.32	7.54
40	obj40-val33825	27.39	17.88	5.74	39.52	18.37	6.07
41	obj41-val34529	27.06	21.32	6.23	13.28	23.45	6.72
42	obj42-val35234	20.17	26.24	6.40	32.96	24.93	6.56
43	obj43-val35939	85.28	17.22	4.92	98.07	14.10	6.23
44	obj44-val36643	68.55	17.71	6.07	58.38	17.06	7.05
45	obj45-val37348	139.73	21.32	2.13	136.28	21.32	8.69
46	obj46-val38053	138.42	24.60	2.46	141.20	25.42	8.69
47	obj47-val38757	179.09	30.18	5.25	191.88	26.40	6.89
48	obj48-val39462	108.08	25.75	3.61	114.14	30.18	7.54
49	obj49-val40167	80.36	15.25	6.07	67.90	19.19	6.89
50	obj50-val40871	100.37	20.83	3.28	104.96	18.20	8.36
51	obj51-val41576	16.24	17.71	5.74	6.56	22.14	7.22
52	obj52-val42281	177.61	22.30	4.76	187.94	20.66	6.40
53	obj53-val42985	155.47	25.26	3.12	164	26.08	7.54
54	obj54-val43690	136.61	24.44	3.44	132.02	26.57	8.69
55	obj55-val44395	134.15	24.60	2.30	128.25	28.86	8.53
56	obj56-val45099	152.68	26.90	5.25	166.13	30.01	6.89
57	obj57-val45804	97.42	29.03	4.59	91.51	29.03	6.89
58	obj58-val46509	97.09	19.68	3.94	91.68	19.19	8.36
59	obj59-val47213	123.16	18.37	3.94	113.65	21.65	8.36
60	obj60-val47918	145.30	22.30	2.46	141.70	21.65	8.53
61	obj61-val49327	128.90	22.30	3.94	120.21	20.17	8.69
62	obj62-val50032	104.30	23.94	3.94	112.50	19.02	8.20
63	obj63-val50737	100.37	26.40	3.28	89.54	25.75	7.87
64	obj64-val51441	90.53	28.37	5.25	76.59	25.75	6.89
65	obj65-val52146	133.99	27.39	3.12	139.56	31.49	7.87
66	obj66-val52851	153.83	18.04	5.08	154.65	20.66	7.22
67	obj67-val53555	191.55	21.65	5.90	185.16	25.09	7.38
68	obj68-val54260	113.98	25.58	3.28	117.92	26.24	8.69
69	obj69-val54965	129.89	25.58	2.62	121.03	27.55	8.20
70	obj70-val55670	134.32	21.65	3.61	130.38	21.16	8.69
71	obj71-val56374	95.45	22.96	4.59	81.18	20.17	7.71
72	obj72-val57079	152.52	25.26	3.77	151.04	22.30	7.54
73	obj73-val57784	132.68	22.30	4.10	124.80	25.91	8.86
74	obj74-val58488	87.74	20.83	4.26	76.26	17.71	7.38
75	obj75-val59193	100.37	23.78	4.26	111.36	24.93	8.69
76	obj76-val59898	124.64	22.80	4.26	115.78	22.96	8.69
77	obj77-val60602	101.19	28.37	4.26	103.81	29.03	7.87
78	obj78-val61307	65.93	20.99	6.07	51.82	18.37	7.05
79	obj79-val62012	80.85	21.98	5.08	68.22	22.47	8.20
80	obj80-val62716	91.84	24.93	6.07	77.57	22.30	7.22
81	obj81-val63421	69.54	25.75	7.05	54.45	23.45	7.54
82	obj82-val64126	100.37	24.44	4.43	90.04	22.47	8.36
83	obj83-val64830	72.49	23.12	5.74	58.71	22.30	7.54
84	obj84-val65535	124.64	23.12	4.92	122.51	22.30	9.02
