 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
73	obj73-val39225	88.07	22.63	3.12	85.77	30.83	8.04
74	obj74-val39704	107.75	30.18	3.44	113.32	36.57	8.86
75	obj75-val40182	106.44	29.52	2.79	107.58	37.88	8.69
76	obj76-val40660	154.98	14.27	4.92	158.10	16.40	8.53
77	obj77-val41139	95.78	20.01	2.46	99.55	21.48	9.35
78	obj78-val41617	102.66	20.01	3.12	106.11	21.65	9.84
79	obj79-val42095	36.74	21.65	5.90	26.08	22.47	7.22
80	obj80-val42574	63.63	24.60	4.43	56.42	21.98	8.20
81	obj81-val43052	73.80	26.73	3.77	82	28.70	7.87
82	obj82-val43531	59.20	21.32	3.61	51.33	20.50	7.87
83	obj83-val44009	56.25	24.60	4.10	42.97	22.30	8.36
84	obj84-val44487	113.49	27.06	2.62	108.73	23.12	9.51
85	obj85-val44966	44.44	23.78	4.92	36.24	28.70	7.54
86	obj86-val45444	118.90	26.57	3.12	127.10	29.19	9.35
87	obj87-val45922	115.78	32.31	3.12	124.48	35.75	8.53
88	obj88-val46401	114.14	25.42	2.30	112.01	19.35	9.51
89	obj89-val46879	28.70	26.90	5.74	20.34	28.04	7.54
90	obj90-val47357	115.95	27.22	3.12	120.05	27.88	9.68
91	obj91-val47836	123	35.59	4.43	133.00	35.75	8.20
92	obj92-val48314	150.06	33.13	4.10	158.59	34.77	8.20
93	obj93-val48792	116.93	38.54	4.43	128.08	36.57	8.20
94	obj94-val49271	108.08	23.94	2.62	106.11	18.37	9.35
95	obj95-val49749	158.75	23.29	3.77	161.21	18.04	9.68
96	obj96-val50228	44.28	23.45	4.76	35.75	25.26	8.53
97	obj97-val50706	100.04	24.93	2.95	102.34	27.06	9.84
98	obj98-val51184	145.30	24.76	4.43	134.64	25.42	9.51
99	obj99-val51663	149.40	25.91	4.26	153.67	23.12	10.33
100	obj100-val52141	103.48	28.21	3.12	92.99	28.70	9.18
101	obj101-val52619	162.36	20.50	4.43	173.18	17.22	8.69
102	obj102-val53098	105.94	26.57	3.44	111.19	32.64	9.35
103	obj103-val53576	149.40	33.62	4.26	155.96	27.72	10.00
104	obj104-val54054	140.71	30.67	3.77	146.62	29.19	9.68
105	obj105-val54533	147.44	20.01	3.61	153.67	17.55	9.51
106	obj106-val55011	65.27	25.58	4.10	75.93	24.11	7.87
107	obj107-val55489	124.31	26.24	3.44	130.22	24.76	9.68
108	obj108-val55968	36.90	25.58	5.25	27.06	27.22	8.20
109	obj109-val56446	50.84	25.75	4.76	42.15	27.06	8.53
110	obj110-val56925	59.20	25.91	4.59	49.86	28.21	8.36
111	obj111-val57403	164	28.04	5.08	175.15	25.26	8.69
112	obj112-val57881	72.65	26.24	4.26	75.44	28.21	8.36
113	obj113-val58360	176.79	16.07	5.58	174.00	13.78	13.12
114	obj114-val58838	147.27	22.30	3.77	150.72	22.47	10.50
115	obj115-val59316	142.02	36.74	5.58	151.54	34.28	8.53
116	obj116-val59795	164	25.26	5.90	173.35	19.19	9.18
117	obj117-val60273	64.45	25.09	3.94	68.06	22.47	8.36
118	obj118-val60751	106.60	26.40	3.28	107.75	28.70	9.84
119	obj119-val61230	154.49	30.67	5.08	160.72	29.03	9.68
120	obj120-val61708	103.81	31.49	4.26	101.19	29.19	9.68
121	obj121-val62665	151.04	22.30	4.43	157.93	23.94	10.17
122	obj122-val63143	146.12	24.44	5.08	148.42	25.58	10.00
123	obj123-val63622	160.72	27.88	5.25	167.44	26.40	9.84
124	obj124-val64100	156.95	31.82	4.92	166.95	31.00	9.02
125	obj125-val64578	158.10	27.88	4.59	162.03	23.12	10.33
126	obj126-val65057	144.65	23.62	6.72	147.44	24.44	10.17
