 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
32	obj32-val21458	162.52	25.26	3.77	172.36	31.65	7.22
33	obj33-val22038	182.53	18.70	2.46	183.68	19.19	8.04
34	obj34-val22618	157.44	22.47	4.10	168.59	27.72	8.20
35	obj35-val23198	220.42	23.78	3.44	218.94	26.24	7.38
36	obj36-val23778	180.24	26.08	1.97	180.40	23.45	8.53
37	obj37-val24358	186.63	27.39	2.46	189.26	31.65	7.71
38	obj38-val24938	194.67	27.55	4.10	203.52	32.80	7.05
39	obj39-val25518	183.84	28.21	1.97	181.55	32.31	7.38
40	obj40-val26098	212.05	15.91	4.10	225.66	17.71	5.74
41	obj41-val26678	220.09	21.32	3.77	223.37	21.98	7.22
42	obj42-val27258	231.90	19.35	3.94	242.39	28.04	5.41
43	obj43-val27838	220.74	22.30	3.77	218.94	20.17	7.05
44	obj44-val28418	151.04	23.62	4.59	164.98	29.19	7.54
45	obj45-val28998	147.76	24.76	4.76	158.92	32.80	7.54
46	obj46-val29578	189.09	27.39	2.30	197.78	31.00	7.38
47	obj47-val30158	177.78	25.58	2.46	175.64	23.29	8.69
48	obj48-val30738	130.05	28.04	4.92	129.07	31.82	6.89
49	obj49-val31318	200.57	20.99	2.79	196.47	21.65	8.36
50	obj50-val31898	174.17	24.93	2.62	168.10	23.45	9.02
51	obj51-val32478	143.17	25.91	4.26	155.14	33.95	7.38
52	obj52-val33057	170.56	11.48	5.74	159.08	12.46	6.89
53	obj53-val33637	183.02	22.14	2.95	187.94	22.30	8.53
54	obj54-val34217	188.76	26.73	3.94	201.88	24.27	8.36
55	obj55-val34797	184.50	23.94	2.95	190.24	27.55	8.36
56	obj56-val35377	139.40	37.06	5.08	141.53	36.24	8.53
57	obj57-val35957	151.21	18.20	4.59	169.08	18.86	8.53
58	obj58-val36537	206.31	15.42	4.59	207.46	25.09	7.71
59	obj59-val37117	130.38	33.78	6.72	120.21	34.77	7.22
60	obj60-val37697	177.45	22.96	3.61	170.72	20.83	8.69
61	obj61-val38277	137.43	26.40	4.59	135.14	27.72	8.20
62	obj62-val38857	137.43	28.54	4.59	150.22	32.80	8.36
63	obj63-val39437	136.94	32.64	5.90	135.63	35.75	7.87
64	obj64-val40017	198.77	27.06	3.94	209.10	28.70	7.54
65	obj65-val40597	138.58	24.11	5.25	151.04	31.65	8.04
66	obj66-val41177	134.81	29.52	4.43	134.15	32.47	9.18
67	obj67-val41757	132.84	35.92	5.58	139.40	37.88	7.54
68	obj68-val42337	130.54	14.43	5.58	120.87	10.82	8.69
69	obj69-val42917	139.73	17.88	5.58	150.22	14.27	8.69
70	obj70-val43497	156.46	11.97	6.56	143.34	12.96	7.71
71	obj71-val44077	151.04	18.20	4.76	164.49	14.76	7.87
72	obj72-val44657	133.50	20.66	6.07	140.71	12.30	8.53
73	obj73-val45237	143.99	19.52	5.25	155.80	15.74	8.69
74	obj74-val45817	144.81	22.30	4.92	156.13	20.34	8.69
75	obj75-val46396	119.06	14.43	5.74	114.47	12.96	9.18
76	obj76-val46976	113.32	11.64	8.20	100.37	16.07	9.18
77	obj77-val47556	132.02	22.47	5.58	120.54	30.83	9.51
78	obj78-val48136	108.90	31.00	6.56	100.04	31.49	8.86
79	obj79-val48716	130.54	16.73	6.40	120.38	15.58	9.68
80	obj80-val49296	146.45	24.27	5.25	157.44	26.90	9.18
81	obj81-val49876	138.25	22.80	5.58	151.04	27.88	9.18
82	obj82-val50456	125.13	29.85	4.59	119.39	31.65	9.35
83	obj83-val51036	112.18	20.99	5.90	96.43	19.52	9.68
84	obj84-val51616	131.86	35.42	6.07	129.89	34.60	8.69
85	obj85-val52196	122.67	18.20	5.90	106.93	16.73	9.84
86	obj86-val52776	132.18	21.48	6.23	120.87	19.19	10.17
87	obj87-val53356	132.35	22.30	5.74	145.63	27.22	9.84
88	obj88-val53936	120.70	24.44	5.74	112.01	27.39	10.33
89	obj89-val54516	127.92	27.88	5.90	134.48	30.18	9.84
90	obj90-val55096	105.29	11.64	8.04	93.64	15.91	9.35
91	obj91-val55676	123.82	20.01	6.23	108.24	20.01	9.51
92	obj92-val56256	99.55	24.44	7.22	92.17	22.63	10.17
93	obj93-val56836	116.44	23.29	5.90	108.08	24.11	10.50
94	obj94-val57416	114.64	26.90	5.41	105.29	28.37	9.68
95	obj95-val57996	137.27	28.04	4.59	144.16	30.34	9.68
96	obj96-val58576	100.20	33.78	8.53	86.92	27.72	9.51
97	obj97-val59155	132.18	21.16	6.23	144.16	18.37	9.84
98	obj98-val59735	93.81	21.16	8.86	83.80	19.19	9.84
99	obj99-val60315	127.92	21.81	6.07	113.16	21.32	10.50
100	obj100-val60895	107.58	25.26	6.56	96.92	21.81	9.84
101	obj101-val61475	90.53	24.44	8.20	82.66	22.14	10.50
102	obj102-val62055	49.53	22.63	9.35	33.46	21.16	9.68
103	obj103-val62635	135.79	21.16	5.74	129.72	22.96	10.50
104	obj104-val63215	110.70	22.96	6.56	101.84	25.09	10.50
105	obj105-val63795	56.74	21.81	9.18	52.15	20.99	10.33
106	obj106-val64375	15.09	24.11	9.51	8.04	26.08	12.14
107	obj107-val64955	25.26	16.73	10.66	10.66	18.70	11.15
