 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
1	obj1-val2185	153.50	25.42	0.16	144.16	26.57	2.79
2	obj2-val2621	160.72	23.94	0.33	158.26	28.37	3.44
3	obj3-val3058	151.70	23.94	0.16	155.96	26.73	3.28
4	obj4-val3495	156.95	27.55	0.49	158.26	31.49	3.61
5	obj5-val3932	160.56	31.32	1.31	168.76	24.60	3.28
6	obj6-val4369	112.50	17.06	0	107.75	12.14	5.41
7	obj7-val4806	130.05	22.30	1.80	139.56	24.11	3.61
8	obj8-val5243	158.26	17.88	0.16	161.05	10.99	5.58
9	obj9-val5680	119.56	27.39	2.95	129.40	35.42	5.41
10	obj10-val6117	144.32	28.86	0.98	152.68	31.65	4.76
11	obj11-val6554	134.32	34.60	1.15	142.19	41.98	6.07
12	obj12-val6990	143.99	29.85	0.49	148.91	40.51	4.43
13	obj13-val7427	164	33.13	0.98	168.10	39.52	5.90
14	obj14-val7864	131.86	40.51	1.48	141.20	42.80	4.92
15	obj15-val8301	176.30	25.26	1.64	181.06	33.29	3.94
16	obj16-val9175	129.40	33.46	1.15	132.51	40.51	6.56
17	obj17-val9612	155.64	34.60	0.82	153.83	38.21	6.23
18	obj18-val10049	148.75	17.88	1.64	159.08	10.66	6.40
19	obj19-val10486	102.83	19.68	1.80	106.27	11.97	6.40
20	obj20-val10923	132.51	17.38	1.97	132.18	12.96	6.89
21	obj21-val11359	120.54	23.78	2.13	131.04	16.24	7.22
22	obj22-val11796	133.50	27.39	1.15	129.89	27.22	7.38
23	obj23-val12233	174.50	28.54	2.30	176.79	33.46	7.54
24	obj24-val12670	179.25	21.32	1.80	183.02	15.09	6.72
25	obj25-val13107	129.07	22.30	1.31	133.00	15.58	7.71
26	obj26-val13544	120.05	24.44	1.97	131.53	18.70	8.36
27	obj27-val13981	161.38	36.74	1.64	155.47	40.67	7.22
28	obj28-val14418	146.94	41	1.80	149.90	41.33	7.05
29	obj29-val14855	144.98	18.20	1.31	152.19	13.28	7.38
30	obj30-val15292	161.87	16.89	1.31	168.59	11.97	6.72
31	obj31-val15728	176.46	22.63	2.46	179.74	14.43	6.56
32	obj32-val16165	159.90	21.32	0.98	167.44	15.91	7.71
33	obj33-val16602	109.88	31.98	1.80	112.67	37.06	7.38
34	obj34-val17039	161.21	32.14	2.13	167.12	29.68	8.86
35	obj35-val17476	141.20	32.31	2.30	151.04	38.54	7.71
36	obj36-val17913	139.40	16.89	1.31	139.89	13.45	7.87
37	obj37-val18350	147.76	18.70	1.31	153.18	19.68	8.69
38	obj38-val18787	118.74	28.86	1.64	125.79	40.18	6.56
39	obj39-val19224	136.94	31.00	1.97	143.01	40.34	7.54
40	obj40-val19661	139.89	16.73	1.48	142.52	12.14	7.71
41	obj41-val20097	112.50	18.53	1.80	123.33	11.97	6.72
42	obj42-val20534	154.98	21.48	1.97	160.72	13.28	7.22
43	obj43-val20971	122.51	29.52	2.30	129.89	29.03	9.68
44	obj44-val21408	142.84	28.21	2.13	151.04	33.29	9.02
45	obj45-val21845	99.55	30.01	3.44	106.93	38.54	6.40
46	obj46-val22282	173.18	16.89	2.95	170.89	11.32	6.72
47	obj47-val22719	167.94	23.12	1.64	173.68	15.91	7.87
48	obj48-val23156	92.66	22.63	3.77	93.81	15.09	7.05
49	obj49-val23593	133.17	21.65	2.46	131.53	24.11	9.51
50	obj50-val24030	161.05	28.37	2.30	164.49	26.40	8.86
51	obj51-val24466	114.80	30.83	1.97	119.39	36.90	8.04
52	obj52-val24903	145.80	20.50	1.31	149.73	20.17	9.02
53	obj53-val25340	122.18	30.34	1.97	130.05	39.69	7.22
54	obj54-val25777	161.38	36.08	1.97	165.48	35.92	8.04
55	obj55-val26214	111.85	33.13	1.80	120.87	42.48	5.25
56	obj56-val26651	130.05	39.52	1.97	138.25	42.64	6.89
57	obj57-val27088	116.11	23.29	2.13	123	15.25	7.87
58	obj58-val27525	171.71	23.62	2.46	180.40	22.96	7.87
59	obj59-val27962	158.10	24.60	1.48	162.85	19.68	8.53
60	obj60-val28399	167.77	34.44	2.62	172.86	32.47	7.87
61	obj61-val28835	131.04	34.28	1.31	135.63	36.74	8.69
62	obj62-val29272	172.20	36.24	2.79	179.91	35.75	7.05
63	obj63-val29709	167.44	23.45	2.30	162.36	22.30	8.69
64	obj64-val30146	151.70	26.24	2.30	152.36	24.27	9.35
65	obj65-val30583	77.08	26.73	4.43	85.12	24.76	8.53
66	obj66-val31020	169.41	26.40	2.46	168.59	22.96	8.69
67	obj67-val31457	136.94	19.84	2.30	139.24	17.06	8.86
68	obj68-val31894	142.52	20.34	1.97	143.17	22.47	9.84
69	obj69-val32331	51.82	20.17	6.40	64.62	18.53	6.72
70	obj70-val32768	173.18	29.03	2.95	179.42	27.39	8.53
71	obj71-val33204	109.72	29.19	2.95	102.83	32.80	8.36
72	obj72-val33641	76.92	36.24	5.25	66.26	37.56	7.54
73	obj73-val34078	143.50	18.70	1.31	147.44	15.25	8.20
74	obj74-val34515	122.18	21.65	1.80	130.87	12.63	7.05
75	obj75-val34952	99.22	20.83	3.28	104.30	13.78	7.71
76	obj76-val35389	156.13	23.62	1.97	160.72	15.91	7.87
77	obj77-val35826	109.72	21.65	2.62	103.65	16.89	8.20
78	obj78-val36263	103.32	23.94	2.95	101.35	18.86	8.53
79	obj79-val36700	168.92	23.62	1.64	173.35	21.48	8.53
80	obj80-val37137	144.16	25.58	1.97	147.44	23.12	9.35
81	obj81-val37573	117.92	25.58	2.62	130.71	25.26	8.86
82	obj82-val38010	144.16	27.22	2.46	155.64	29.03	9.02
83	obj83-val38447	155.14	31.16	2.95	161.21	27.06	9.18
84	obj84-val38884	167.28	30.50	2.79	169.08	29.03	8.69
85	obj85-val39321	132.84	30.50	1.97	132.51	34.60	9.18
86	obj86-val39758	140.06	30.18	1.64	139.73	34.44	9.35
87	obj87-val40195	140.88	31.32	2.62	148.26	35.26	8.86
88	obj88-val40632	86.92	29.03	4.92	88.23	28.21	8.20
89	obj89-val41069	106.44	27.06	3.44	95.78	30.83	7.87
90	obj90-val41506	87.41	29.68	4.43	96.43	32.96	7.22
91	obj91-val41942	150.06	40.34	4.10	154.00	39.20	7.05
92	obj92-val42379	111.36	19.35	1.48	109.72	14.27	7.87
93	obj93-val42816	114.47	23.12	3.28	120.54	16.73	8.36
94	obj94-val43253	95.12	22.47	3.44	91.35	18.20	8.04
95	obj95-val43690	114.31	23.62	3.28	113.16	18.70	9.02
96	obj96-val44127	138.74	26.08	3.12	139.56	20.34	9.68
97	obj97-val44564	114.96	23.78	3.12	122.51	20.01	8.69
98	obj98-val45001	155.96	27.88	2.95	156.95	20.34	8.69
99	obj99-val45438	72.32	25.09	4.59	76.75	21.32	8.20
100	obj100-val45875	172.20	24.27	2.62	178.76	25.75	8.36
101	obj101-val46311	187.62	27.22	4.26	197.13	29.19	7.38
102	obj102-val46748	137.60	29.19	2.30	133.50	29.85	9.68
103	obj103-val47185	183.84	28.54	3.44	177.28	32.80	7.87
104	obj104-val47622	117.92	26.57	2.95	128.74	32.14	8.86
