 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
1	obj1-val2777	5.23	3.98	74.48	2
2	obj2-val3332	9.98	6.34	25.77	3
3	obj3-val3888	2.64	2.48	33.69	1
4	obj4-val4443	3.56	2.19	74.36	1
5	obj5-val4998	12.62	5.91	23.29	3
6	obj6-val5554	9.70	4.79	11.50	3
7	obj7-val6109	9.74	5.66	13.39	3
8	obj8-val6665	3.99	2.00	52.31	2
9	obj9-val7220	9.27	6.29	23.78	3
10	obj10-val7775	8.53	7.91	16.09	2
11	obj11-val8331	9.51	7.21	57.32	2
12	obj12-val8886	5.01	4.16	56.31	2
13	obj13-val9441	8.85	5.97	1.85	3
14	obj14-val9997	8.85	4.28	10.74	2
15	obj15-val10552	8.00	6.46	63.90	3
16	obj16-val11108	7.06	5.56	20.70	3
17	obj17-val11663	2.26	2.15	64.98	1
18	obj18-val12218	7.26	4.39	5.95	2
19	obj19-val12774	7.08	3.17	5.95	2
20	obj20-val13329	6.98	5.82	32.28	2
21	obj21-val13885	5.77	3.38	9.21	2
22	obj22-val14440	7.67	4.74	19.57	3
23	obj23-val14995	6.53	4.43	54.06	4
24	obj24-val15551	9.62	5.81	21.34	4
25	obj25-val16106	6.76	6.03	42.36	3
26	obj26-val16661	8.52	2.70	11.31	2
27	obj27-val17217	9.98	3.14	11.14	3
28	obj28-val17772	6.14	3.77	22.31	2
29	obj29-val18328	6.05	2.29	52.52	3
30	obj30-val18883	11.26	4.85	35.73	3
31	obj31-val19438	8.33	5.21	15.95	3
32	obj32-val20549	8.67	3.46	43.70	3
33	obj33-val21104	8.35	3.22	33.39	3
34	obj34-val21660	10.34	2.82	20.77	2
35	obj35-val22215	8.32	4.86	8.75	3
36	obj36-val22771	7.09	3.53	64.98	3
37	obj37-val23326	10.49	5.09	17.57	3
38	obj38-val23881	4.30	1.92	64.29	3
39	obj39-val24437	11.34	4.02	37.48	3
40	obj40-val24992	3.67	3.32	53.62	2
41	obj41-val25548	8.75	5.36	8.97	3
42	obj42-val26103	8.19	4.29	32.47	3
43	obj43-val26658	9.54	5.31	1.64	3
44	obj44-val27214	4.95	3.17	66.57	2
45	obj45-val27769	8.63	6.05	49.29	3
46	obj46-val28324	13.83	8.60	35.80	4
47	obj47-val28880	6.86	2.99	9.46	2
48	obj48-val29435	5.38	4.53	5.86	3
49	obj49-val29991	4.68	3.81	77.66	3
50	obj50-val30546	8.25	3.17	57.77	3
51	obj51-val31101	7.20	3.39	37.57	2
52	obj52-val31657	3.02	1.91	43.26	3
53	obj53-val32212	7.20	3.79	7.52	2
54	obj54-val32768	7.62	5.01	12.91	3
55	obj55-val33878	4.91	3.73	75.17	2
56	obj56-val34434	3.82	2.01	55.01	3
57	obj57-val34989	9.18	5.44	14.28	3
58	obj58-val35544	5.53	4.41	27.82	3
59	obj59-val36100	8.56	4.73	54.69	3
60	obj60-val36655	8.50	4.12	15.35	3
61	obj61-val37211	6.25	3.07	18.89	2
62	obj62-val37766	5.52	4.83	6.01	3
63	obj63-val38321	5.81	5.13	72.47	3
64	obj64-val38877	5.19	4.10	18.92	3
65	obj65-val39432	4.86	2.02	70.97	3
66	obj66-val39987	4.60	3.36	81.12	3
67	obj67-val40543	7.89	3.32	31.16	2
68	obj68-val41098	5.88	3.93	14.04	2
69	obj69-val41654	8.27	2.57	6.65	4
70	obj70-val42209	4.83	3.59	10.01	3
71	obj71-val42764	7.64	2.88	3.43	3
72	obj72-val43320	10.03	2.85	1.76	4
73	obj73-val43875	4.64	3.76	63.43	2
74	obj74-val44431	4.70	3.92	15.95	3
75	obj75-val44986	7.09	5.56	60.10	3
76	obj76-val45541	7.01	2.55	12.91	3
77	obj77-val46097	4.84	2.49	16.86	3
78	obj78-val46652	6.70	3.59	10.08	4
79	obj79-val47207	2.93	1.78	11.31	3
80	obj80-val47763	3.31	2.47	20.85	2
81	obj81-val48318	8.85	5.39	7.13	3
82	obj82-val48874	4.89	4.27	27.30	3
83	obj83-val49429	5.27	3.73	65.43	3
84	obj84-val49984	3.25	1.94	59.93	2
85	obj85-val50540	6.71	4.29	9.25	2
86	obj86-val51095	2.65	1.46	6.01	2
87	obj87-val51650	4.81	2.60	86.63	3
88	obj88-val52206	3.98	2.24	10.89	3
89	obj89-val52761	3.49	2.07	36.38	2
90	obj90-val53317	4.77	2.94	5.04	3
91	obj91-val53872	6.89	5.62	39.47	2
92	obj92-val54427	8.22	1.83	19.50	3
93	obj93-val54983	12.66	3.55	25.16	3
94	obj94-val55538	10.18	2.62	21.04	2
95	obj95-val56094	2.29	0.87	13.24	1
96	obj96-val56649	4.71	2.09	12.34	2
97	obj97-val57760	10.24	4.20	21.95	3
98	obj98-val58315	4.02	2.35	38.66	1
99	obj99-val58870	8.49	3.50	20.32	2
100	obj100-val59426	7.69	3.58	4.48	2
101	obj101-val59981	8.78	2.76	18.76	3
102	obj102-val60537	15.66	3.87	6.34	3
103	obj103-val61092	4.70	4.11	11.31	2
104	obj104-val61647	5.18	1.58	12.72	2
105	obj105-val62203	2.49	1.85	6.34	2
106	obj106-val62758	13.97	4.91	8.22	3
107	obj107-val63313	11.74	2.59	6.09	2
108	obj108-val63869	7.19	2.48	11.07	2
109	obj109-val64424	2.15	1.11	40.60	2
110	obj110-val64980	1.20	0.43	7.13	1
