 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
1	obj1-val2900	211.72	27.22	0.16	208.44	26.24	2.30
2	obj2-val4060	179.91	23.45	0.98	188.11	25.26	2.46
3	obj3-val4640	211.07	29.03	0.82	222.38	22.47	2.62
4	obj4-val5220	191.88	15.58	0.98	191.06	12.96	4.26
5	obj5-val5800	193.52	27.88	0.16	197.46	35.75	4.59
6	obj6-val6380	207.30	29.19	0.49	198.77	28.37	3.61
7	obj7-val6959	206.64	35.92	1.31	216.81	31.82	4.92
8	obj8-val7539	170.56	15.58	2.46	182.70	14.60	4.26
9	obj9-val8119	163.02	21.16	1.97	174.50	21.81	2.30
10	obj10-val8699	174.99	24.44	0.98	183.35	34.60	5.41
11	obj11-val9279	181.06	31.82	0.66	189.09	36.57	4.26
12	obj12-val9859	163.18	17.38	1.64	166.62	16.07	5.08
13	obj13-val10439	230.58	22.14	1.48	233.04	22.14	4.26
14	obj14-val11019	174.66	29.36	1.15	182.70	35.10	5.25
15	obj15-val11599	205.33	17.06	0.82	199.26	17.22	5.08
16	obj16-val12179	207.30	19.52	0.82	219.60	16.07	5.25
17	obj17-val12759	233.37	16.56	1.97	237.31	20.17	5.58
18	obj18-val13339	185.81	18.37	1.15	191.22	17.38	5.90
19	obj19-val13919	177.61	22.14	0.49	181.06	21.65	4.26
20	obj20-val14499	224.19	23.94	1.48	220.42	30.01	5.08
21	obj21-val15079	195.32	17.88	0.66	194.50	12.63	5.25
22	obj22-val15659	194.01	20.50	0.49	198.44	20.66	6.40
23	obj23-val16239	228.45	29.52	2.62	216.81	33.62	4.10
24	obj24-val16819	200.24	31.16	0.66	198.28	30.83	5.41
25	obj25-val17399	174.82	20.66	0.82	181.06	16.73	5.74
26	obj26-val17979	155.96	28.21	1.48	155.31	35.42	5.08
27	obj27-val18559	196.31	27.22	1.31	197.29	22.96	6.23
28	obj28-val19139	157.60	32.80	1.48	167.44	37.88	4.92
29	obj29-val19718	206.64	12.46	1.80	219.43	13.28	4.92
30	obj30-val20298	199.59	12.30	1.80	211.72	14.27	5.41
31	obj31-val20878	207.62	17.88	0.66	213.69	19.19	6.23
32	obj32-val21458	144.98	20.66	1.97	150.22	17.06	5.74
33	obj33-val22038	225.17	24.76	1.48	221.24	24.27	4.76
34	obj34-val22618	178.92	25.58	0.49	184.83	21.65	6.72
35	obj35-val23198	174.50	29.03	1.15	175.15	32.64	6.07
36	obj36-val23778	124.80	28.21	3.28	136.94	31.49	4.10
37	obj37-val24358	172.04	34.77	1.31	181.22	37.23	4.76
38	obj38-val24938	113.98	12.63	1.97	112.01	13.94	7.05
39	obj39-val25518	218.28	18.04	1.48	229.11	14.10	4.59
40	obj40-val26098	153.34	17.22	2.13	162.52	13.94	5.08
