 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
41	obj41-val26678	157.28	20.17	1.48	160.72	19.19	6.07
42	obj42-val27258	216.32	20.01	1.64	224.68	19.68	6.23
43	obj43-val27838	200.08	32.96	0.98	207.13	29.52	5.74
44	obj44-val28418	164.98	28.54	1.48	174.17	34.93	5.58
45	obj45-val28998	147.27	22.63	2.13	156.95	19.35	6.23
46	obj46-val29578	160.72	23.45	1.15	162.36	22.14	6.89
47	obj47-val30158	194.01	24.11	1.80	186.63	20.66	6.56
48	obj48-val30738	217.79	21.65	1.15	214.35	21.16	6.72
49	obj49-val31318	209.10	29.52	1.31	219.27	25.91	6.23
50	obj50-val31898	172.20	26.73	1.97	169.74	26.40	4.43
51	obj51-val32478	195.82	27.22	0.98	183.68	33.62	5.25
52	obj52-val33057	187.45	33.13	2.13	188.44	31.16	6.07
53	obj53-val33637	206.31	23.29	1.48	215.17	26.08	6.23
54	obj54-val34217	175.48	27.39	1.64	182.70	29.36	6.40
55	obj55-val34797	204.02	34.93	1.31	216.15	31.49	5.25
56	obj56-val35377	230.26	19.02	1.80	232.39	21.48	6.23
57	obj57-val35957	144.98	22.96	2.30	134.15	15.58	5.58
58	obj58-val36537	224.52	21.98	1.80	227.47	20.34	6.07
59	obj59-val37117	136.12	27.72	2.62	153.67	34.77	4.43
60	obj60-val37697	151.21	15.42	4.10	137.60	15.25	4.76
61	obj61-val38277	226.32	26.40	1.64	227.14	24.76	6.07
62	obj62-val38857	162.03	26.73	1.48	174.50	32.47	6.07
63	obj63-val39437	162.69	27.88	1.15	153.83	31.82	5.90
64	obj64-val40017	155.14	28.37	1.48	145.30	30.18	5.90
65	obj65-val40597	135.30	33.62	3.77	144.16	36.08	4.92
66	obj66-val41177	158.59	31.82	0.98	163.84	33.78	6.07
67	obj67-val41757	130.05	13.94	4.92	116.11	12.30	5.74
68	obj68-val42337	116.77	22.96	3.12	103.48	18.20	5.25
69	obj69-val42917	99.22	22.30	4.10	110.37	27.55	5.41
70	obj70-val43497	161.70	25.58	2.13	152.68	29.36	6.23
71	obj71-val44077	188.76	26.57	1.97	183.02	28.21	6.56
72	obj72-val44657	123.33	20.17	3.44	112.50	16.24	6.72
73	obj73-val45237	233.70	22.63	4.26	228.12	30.83	4.43
74	obj74-val45817	127.43	32.96	4.92	118.57	30.01	5.08
75	obj75-val46396	125.30	20.17	2.79	134.32	16.56	5.90
76	obj76-val46976	205.98	20.01	3.12	210.90	16.89	6.07
77	obj77-val47556	130.05	20.83	2.62	141.37	23.94	6.72
78	obj78-val48136	174.82	23.29	1.97	180.56	21.81	6.89
79	obj79-val48716	199.42	21.32	3.28	206.48	29.19	6.40
80	obj80-val49296	156.78	23.78	2.95	141.04	28.21	6.07
81	obj81-val49876	171.38	27.88	1.97	181.06	26.40	7.05
82	obj82-val50456	189.09	26.73	1.80	191.88	26.08	7.05
83	obj83-val51036	113.49	18.20	3.94	101.84	15.25	6.56
84	obj84-val51616	108.73	11.64	5.25	93.64	16.24	5.74
85	obj85-val52196	103.16	19.02	3.77	92.82	21.16	7.38
86	obj86-val52776	104.96	27.88	4.76	91.68	25.42	5.74
87	obj87-val53356	132.02	25.26	3.12	140.55	26.57	6.56
88	obj88-val53936	114.31	27.72	5.58	129.56	28.70	6.40
89	obj89-val54516	163.18	25.42	2.30	167.12	20.17	6.72
90	obj90-val55096	117.59	25.42	3.44	107.91	24.44	6.89
91	obj91-val55676	198.28	26.40	2.30	201.88	27.55	6.72
92	obj92-val56256	171.38	18.04	3.94	169.25	21.16	6.72
93	obj93-val56836	97.74	12.30	5.41	83.48	14.43	6.07
94	obj94-val57996	167.12	26.08	3.12	173.35	22.80	7.05
95	obj95-val58576	128.90	22.47	2.79	119.06	24.93	6.89
96	obj96-val59155	27.88	17.88	6.23	46.08	18.20	7.22
97	obj97-val59735	3.77	20.17	5.08	14.76	20.17	7.87
98	obj98-val60315	122.34	22.14	3.12	113.32	21.65	7.05
99	obj99-val61475	131.86	24.76	3.28	126.28	24.27	6.89
100	obj100-val62055	28.04	16.73	6.40	15.74	15.42	6.89
101	obj101-val62635	92.99	20.17	4.92	80.36	17.06	6.23
102	obj102-val63215	5.58	16.24	5.58	18.20	17.55	6.89
103	obj103-val63795	75.93	17.88	6.40	61.66	20.99	7.54
104	obj104-val64375	77.57	13.12	6.72	67.08	15.09	7.05
105	obj105-val64955	68.22	16.40	6.89	58.55	16.73	7.38
106	obj106-val65535	1.31	19.02	4.76	7.71	16.40	7.87
