 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
1	obj1-val2412	147.76	17.22	1.64	154.49	22.63	2.79
2	obj2-val2814	176.14	27.39	1.15	184.50	29.52	3.61
3	obj3-val3216	154.65	18.70	0.16	156.46	13.12	4.92
4	obj4-val3618	173.51	27.72	1.15	176.63	36.41	3.28
5	obj5-val4021	177.61	21.98	0.98	174.33	23.12	4.26
6	obj6-val4423	178.60	31.32	0.98	176.46	34.60	3.77
7	obj7-val4825	175.64	18.37	1.48	183.52	19.52	5.41
8	obj8-val5629	196.96	20.99	0.82	197.29	17.88	4.92
9	obj9-val6031	169.08	18.70	2.13	158.75	21.48	2.62
10	obj10-val6433	147.60	17.06	1.64	149.40	17.88	4.43
11	obj11-val6835	197.13	13.45	0.82	204.18	23.29	7.54
12	obj12-val7237	188.60	22.96	0.66	195.16	23.94	5.58
13	obj13-val7639	174.66	25.58	0.66	178.60	28.04	4.26
14	obj14-val8041	186.80	26.73	1.97	186.14	29.19	4.10
15	obj15-val8845	185.65	24.60	1.48	187.45	25.42	4.26
16	obj16-val9649	183.84	16.24	1.97	195.82	17.06	4.92
17	obj17-val10051	146.29	23.45	1.80	147.27	17.22	5.08
18	obj18-val10453	137.10	19.68	2.13	143.83	11.81	5.90
19	obj19-val10855	129.89	26.73	2.30	137.92	15.74	5.90
20	obj20-val11258	146.12	23.94	1.80	149.57	18.04	4.43
21	obj21-val12464	198.11	22.14	2.13	199.26	31.65	6.23
22	obj22-val12866	155.96	11.32	3.44	168.92	12.14	5.08
23	obj23-val13268	198.28	21.81	2.30	201.72	23.62	5.25
24	obj24-val13670	152.85	27.06	2.79	162.20	31.32	6.07
25	obj25-val14072	173.18	18.37	2.13	184.17	12.96	6.89
26	obj26-val14474	77.08	15.25	3.28	70.85	14.27	6.56
27	obj27-val14876	133.00	31.00	2.79	142.68	36.24	5.74
28	obj28-val15680	144.65	17.55	2.46	151.37	12.14	5.90
29	obj29-val16082	86.59	23.94	2.30	96.92	19.35	6.89
30	obj30-val16484	193.52	29.03	1.97	202.05	24.76	7.71
31	obj31-val16886	125.95	25.58	1.97	128.58	28.54	6.89
32	obj32-val17288	178.27	30.18	1.97	185.98	36.74	7.22
