 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
1	obj1-val3378	7.48	4.12	18.82	2
2	obj2-val4054	5.11	3.36	78.69	2
3	obj3-val4729	8.02	7.58	22.20	2
4	obj4-val6081	9.00	4.77	4.01	3
5	obj5-val6756	8.20	7.95	50.48	2
6	obj6-val7432	7.78	6.18	43.49	3
7	obj7-val8107	6.87	4.88	45	3
8	obj8-val9459	8.48	6.18	67.83	3
9	obj9-val10134	9.11	8.77	47.07	3
10	obj10-val10810	6.28	3.88	5.57	3
11	obj11-val11486	8.39	3.46	34.99	3
12	obj12-val12161	2.40	1.32	78.69	1
13	obj13-val12837	10.83	7.06	19.65	4
14	obj14-val13512	11.90	7.30	23.47	3
15	obj15-val14188	4.12	1.91	4.40	3
16	obj16-val14864	9.99	3.03	14.47	2
17	obj17-val15539	11.11	6.22	6.20	3
18	obj18-val16215	3.96	2.82	19.18	2
19	obj19-val16890	8.66	7.30	8.67	3
20	obj20-val17566	9.75	6.82	7.02	3
21	obj21-val18242	6.76	4.21	7.25	3
22	obj22-val18917	10.15	4.23	11.13	2
23	obj23-val19593	8.74	3.42	8.67	2
24	obj24-val20269	2.73	0.99	12.53	1
25	obj25-val20944	7.29	3.32	10.84	3
26	obj26-val21620	7.06	3.96	11.09	3
27	obj27-val22295	6.33	2.86	45	3
28	obj28-val22971	4.35	1.93	75.96	2
29	obj29-val23647	6.22	2.39	8.84	2
30	obj30-val24322	7.90	3.14	8.13	2
31	obj31-val24998	4.33	2.76	27.55	3
32	obj32-val25674	5.91	4.41	10.71	3
33	obj33-val26349	5.58	3.84	75.68	2
34	obj34-val27025	4.92	3.47	14.83	2
35	obj35-val27700	6.04	3.93	67.48	3
36	obj36-val28376	8.58	3.68	5.62	3
37	obj37-val29052	3.50	2.01	63.43	2
38	obj38-val29727	7.73	4.99	19.18	2
39	obj39-val30403	3.83	2.57	4.76	3
40	obj40-val31078	6.17	4.43	77.99	3
41	obj41-val31754	2.55	2.16	79.99	1
42	obj42-val32430	7.98	3.03	4.01	2
43	obj43-val33105	6.06	4.80	14.62	3
44	obj44-val33781	6.61	4.10	16.56	3
45	obj45-val34457	14.78	6.32	4.71	4
46	obj46-val35132	7.72	5.59	80.18	3
47	obj47-val35808	7.13	3.39	14.62	2
48	obj48-val36483	6.95	3.90	3.58	3
49	obj49-val37159	15.37	3.12	1.21	3
50	obj50-val37835	5.87	4.38	42.09	3
51	obj51-val38510	5.03	3.62	32.47	2
52	obj52-val39186	7.13	3.08	3.81	2
53	obj53-val39861	11.41	4.09	21.95	3
54	obj54-val40537	5.29	4.27	73.01	3
55	obj55-val41213	6.60	3.50	12.53	2
56	obj56-val41888	7.69	5.83	3.24	3
57	obj57-val42564	6.21	3.19	25.35	3
58	obj58-val43240	10.62	5.73	5.63	4
59	obj59-val43915	8.74	4.59	34.51	3
60	obj60-val44591	7.26	6.02	23.63	3
61	obj61-val45266	7.20	5.18	55.62	3
62	obj62-val45942	7.01	3.52	81.16	3
63	obj63-val46618	7.26	4.04	13.17	2
64	obj64-val47293	6.97	3.14	16.14	2
65	obj65-val47969	7.09	2.61	15.95	3
66	obj66-val48645	9.88	3.91	11.94	3
67	obj67-val49320	6.89	2.21	31.18	2
68	obj68-val49996	7.12	3.26	14.93	2
69	obj69-val50671	3.45	1.79	15.95	3
70	obj70-val51347	8.44	3.36	3.12	3
71	obj71-val52023	4.75	2.54	31.26	2
72	obj72-val52698	9.59	3.78	9.46	3
73	obj73-val53374	5.04	3.32	18.97	2
74	obj74-val54049	5.53	2.35	9.21	2
75	obj75-val54725	12.07	2.29	10.86	3
76	obj76-val55401	8.10	4.45	29.48	2
77	obj77-val56076	5.78	3.92	28.61	2
78	obj78-val56752	5.68	4.72	82.87	2
79	obj79-val57428	5.64	2.15	11.89	2
80	obj80-val58103	6.62	3.20	55.92	3
81	obj81-val58779	4.58	3.01	33.18	3
82	obj82-val59454	6.43	2.07	1.36	3
83	obj83-val60130	5.48	1.39	20.14	2
84	obj84-val60806	10.71	6.01	6.91	2
85	obj85-val61481	7.19	2.21	10.62	3
86	obj86-val62157	3.43	1.75	19.98	3
87	obj87-val62833	5.50	1.43	63.43	3
88	obj88-val63508	3.75	1.96	32.01	2
89	obj89-val64184	6.41	2.34	51.34	2
