 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
57	obj57-val34989	126.94	27.22	2.62	119.88	25.09	7.38
58	obj58-val35544	153.50	25.26	1.64	146.62	28.04	7.71
59	obj59-val36100	159.90	25.75	1.31	153.18	29.19	7.54
60	obj60-val36655	160.06	26.08	1.31	161.38	34.44	6.07
61	obj61-val37211	130.05	11.81	4.76	120.05	14.60	5.41
62	obj62-val37766	143.50	20.01	2.13	137.92	17.06	7.38
63	obj63-val38321	204.34	20.50	1.97	207.30	19.35	7.54
64	obj64-val38877	132.35	22.63	2.62	124.15	27.06	7.22
65	obj65-val39432	160.88	24.93	1.48	157.28	25.26	8.04
66	obj66-val39987	157.93	20.01	1.48	156.13	15.42	7.22
67	obj67-val40543	119.06	15.09	5.74	109.72	19.68	6.07
68	obj68-val41098	123.98	18.04	3.77	116.28	19.84	7.22
69	obj69-val41654	150.72	19.84	1.64	142.68	21.32	8.20
70	obj70-val42209	199.75	22.30	1.97	205.66	21.16	7.71
71	obj71-val42764	158.10	21.81	2.46	148.26	21.16	8.36
72	obj72-val43320	204.51	22.47	1.64	215.00	23.45	7.71
73	obj73-val43875	217.96	20.50	3.28	214.68	18.86	7.38
74	obj74-val44431	163.34	22.47	3.28	152.85	20.99	8.20
75	obj75-val44986	138.09	20.01	2.46	129.23	23.78	7.38
76	obj76-val45541	193.19	24.93	3.12	202.05	24.27	7.54
77	obj77-val46097	181.22	25.42	2.46	189.42	22.30	7.71
78	obj78-val46652	159.08	23.29	2.95	144.98	23.78	8.04
79	obj79-val47207	202.87	23.78	2.30	209.76	24.27	7.71
80	obj80-val47763	118.41	26.40	3.61	116.11	26.08	6.72
81	obj81-val48318	101.02	25.42	4.43	90.36	27.88	7.38
82	obj82-val48874	168.26	25.58	2.46	164.66	25.26	7.87
83	obj83-val49429	153.67	22.30	1.80	148.75	15.74	7.38
84	obj84-val49984	172.36	26.73	3.12	169.41	25.58	7.54
85	obj85-val50540	67.08	32.47	6.07	58.71	31.32	6.23
86	obj86-val51095	143.83	14.27	3.28	145.47	15.42	7.22
87	obj87-val51650	164.16	19.52	2.46	161.21	18.86	8.04
88	obj88-val52206	140.88	22.30	2.46	137.60	22.96	8.04
89	obj89-val52761	180.40	23.78	4.43	178.92	24.11	7.54
90	obj90-val53317	165.64	22.80	2.95	162.03	22.96	8.20
91	obj91-val53872	110.04	27.39	4.10	103.16	25.09	7.54
92	obj92-val54427	184.50	28.21	3.28	193.03	24.60	7.87
93	obj93-val54983	219.76	16.24	5.74	235.67	21.81	6.40
94	obj94-val55538	102.50	19.35	5.90	113.49	14.60	6.40
95	obj95-val56094	105.12	28.37	5.08	102.50	27.22	7.38
96	obj96-val56649	114.80	26.90	3.77	109.88	27.55	7.38
97	obj97-val57760	133.00	20.83	2.95	121.20	21.81	8.04
98	obj98-val58315	229.60	27.55	5.90	234.68	23.62	7.05
99	obj99-val58870	99.88	18.37	7.05	89.87	21.16	7.05
100	obj100-val59426	95.45	23.29	6.40	106.60	20.01	7.38
101	obj101-val59981	118.41	20.83	3.77	107.91	22.96	7.54
102	obj102-val60537	52.32	22.30	6.07	68.55	20.83	7.71
103	obj103-val61092	77.24	24.76	5.41	80.03	23.62	8.36
104	obj104-val61647	1.80	24.60	4.92	6.40	24.93	8.04
105	obj105-val62203	175.81	25.42	3.12	170.89	24.76	7.54
106	obj106-val62758	61.83	24.93	6.07	77.24	27.22	6.40
107	obj107-val63313	29.03	19.68	6.72	16.73	20.99	7.05
108	obj108-val63869	68.39	22.14	5.90	78.56	20.17	7.54
109	obj109-val64424	167.94	23.78	3.44	168.43	22.30	8.20
110	obj110-val64980	114.47	24.11	5.41	115.78	22.80	7.87
