 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
55	obj55-val25312	81.67	17.55	4.76	90.36	14.92	7.38
56	obj56-val25659	84.30	32.47	4.76	72.98	35.92	6.89
57	obj57-val26006	122.02	29.36	2.13	122.84	36.08	8.69
58	obj58-val26699	146.45	19.68	3.28	146.94	15.42	9.18
59	obj59-val27046	68.39	20.50	4.92	69.86	16.40	8.36
60	obj60-val27393	105.94	27.55	3.28	110.70	33.46	9.18
61	obj61-val27740	105.45	27.88	3.12	106.76	33.62	8.86
62	obj62-val28086	92.33	35.42	6.23	86.10	35.75	6.40
63	obj63-val28433	105.78	34.60	5.25	101.19	35.42	7.38
64	obj64-val28780	151.70	32.64	2.79	153.18	36.24	7.87
65	obj65-val29127	143.99	22.47	2.95	139.40	13.12	8.86
66	obj66-val29473	166.30	16.56	4.26	167.94	18.04	8.69
67	obj67-val29820	79.38	24.27	4.59	90.36	15.58	7.71
68	obj68-val30167	100.04	27.06	3.28	92.00	31.98	8.04
69	obj69-val30514	148.26	27.39	3.12	149.90	34.77	8.53
70	obj70-val31207	139.73	22.14	3.61	135.46	17.22	9.68
71	obj71-val31554	151.86	15.74	3.61	150.88	19.84	10.00
72	obj72-val31901	72.49	22.30	4.59	82.66	15.74	8.53
73	obj73-val32247	150.72	24.60	3.28	150.88	21.16	10.33
74	obj74-val32594	70.52	27.88	4.76	80.20	32.14	8.20
75	obj75-val32941	67.90	28.70	4.76	69.70	33.95	8.69
76	obj76-val33288	97.58	34.77	6.23	87.08	34.11	6.72
77	obj77-val33634	153.50	33.13	3.44	158.92	31.82	8.69
78	obj78-val33981	120.70	20.17	2.79	121.52	15.91	9.84
79	obj79-val34328	167.94	15.58	6.23	174.99	20.83	8.20
80	obj80-val34675	159.24	23.12	5.25	161.38	22.14	7.87
81	obj81-val35021	55.76	27.22	5.41	61.83	34.60	8.86
82	obj82-val35368	51.66	33.29	5.74	57.07	35.42	7.87
83	obj83-val35715	107.26	30.01	2.95	113.98	38.05	7.38
84	obj84-val36408	111.36	11.97	4.92	113.32	10.99	7.87
85	obj85-val36755	117.26	16.89	4.59	118.24	12.96	9.02
86	obj86-val37102	105.45	18.86	3.44	102.17	14.43	8.20
87	obj87-val37449	163.18	18.04	4.92	161.05	20.83	9.68
88	obj88-val37795	106.11	25.09	3.77	96.27	29.03	9.02
89	obj89-val38142	113.82	25.58	3.61	116.60	30.83	9.84
90	obj90-val38489	144.32	26.57	4.26	144.65	35.75	8.36
91	obj91-val38836	136.12	28.21	2.46	141.20	32.96	9.18
92	obj92-val39182	118.24	27.55	3.94	125.13	26.73	10.50
93	obj93-val39529	117.10	31.00	2.62	118.08	33.46	9.51
94	obj94-val39876	111.85	14.43	4.26	109.39	13.45	8.53
95	obj95-val40223	96.92	19.02	4.10	98.89	15.09	8.36
96	obj96-val40569	77.90	14.60	6.56	70.19	16.56	8.36
97	obj97-val40916	165.97	24.44	3.94	161.21	23.29	9.84
98	obj98-val41263	125.95	21.65	3.61	131.69	28.37	10.17
99	obj99-val41610	95.45	25.09	3.44	88.72	28.04	9.35
100	obj100-val41956	111.36	24.76	4.26	112.01	29.52	10.00
101	obj101-val42303	155.64	26.08	3.61	161.38	27.88	9.51
102	obj102-val42650	119.56	30.50	3.44	121.52	31.65	9.84
103	obj103-val42997	127.26	31.00	3.44	124.97	34.11	9.35
104	obj104-val43343	110.86	19.84	3.77	99.71	20.66	9.35
105	obj105-val43690	106.44	21.32	3.28	97.91	19.68	9.84
106	obj106-val44037	143.01	22.96	2.95	140.06	17.71	10.17
107	obj107-val44383	133.99	18.04	3.77	131.36	18.04	10.17
108	obj108-val44730	118.90	21.16	3.61	124.64	20.34	10.66
109	obj109-val45077	138.74	24.27	4.10	135.14	25.26	10.50
110	obj110-val45424	164.49	25.09	3.94	162.20	25.58	9.51
111	obj111-val45770	153.18	31.32	4.43	151.04	23.94	9.84
112	obj112-val46117	125.79	29.03	4.10	132.02	33.62	9.18
113	obj113-val46464	160.06	21.98	5.41	152.36	19.68	9.84
114	obj114-val46811	104.80	23.45	4.43	95.61	24.11	10.17
115	obj115-val47504	138.58	25.09	4.43	133.82	28.86	10.17
116	obj116-val47851	153.67	21.16	3.44	160.72	16.56	9.18
117	obj117-val48198	140.06	22.96	3.77	134.81	19.84	10.17
118	obj118-val48544	70.36	24.27	5.74	82.33	19.19	9.35
119	obj119-val48891	31.65	24.27	6.89	28.70	26.08	9.51
120	obj120-val49238	75.60	25.75	4.59	87.25	28.86	9.02
121	obj121-val49585	106.93	25.42	3.94	105.29	31.00	9.68
122	obj122-val49931	68.55	26.90	4.92	75.28	29.36	9.84
123	obj123-val50278	53.79	29.85	5.90	47.89	32.47	8.86
124	obj124-val50625	122.18	21.16	3.44	128.58	14.43	9.51
125	obj125-val50972	116.11	19.52	4.59	116.11	16.89	10.17
126	obj126-val51318	98.24	20.34	5.25	89.54	21.81	9.84
127	obj127-val51665	113.82	22.96	5.08	100.53	22.30	10.00
128	obj128-val52012	98.07	22.47	4.59	89.87	22.96	9.84
129	obj129-val52359	17.06	22.14	8.53	5.74	25.58	8.53
130	obj130-val52705	88.89	22.30	5.25	85.94	23.94	10.17
131	obj131-val53052	152.68	25.58	3.94	157.93	24.60	10.33
132	obj132-val53399	41.66	25.26	6.89	34.93	25.42	9.51
133	obj133-val53746	64.45	29.36	6.07	53.63	31.49	9.18
134	obj134-val54092	113.98	21.65	4.92	110.54	19.02	10.33
135	obj135-val54439	145.30	21.48	4.10	147.93	22.96	10.50
136	obj136-val54786	124.15	21.48	4.26	135.30	23.62	10.33
137	obj137-val55133	116.11	22.96	4.43	122.02	24.44	10.66
138	obj138-val55479	79.70	24.76	4.92	84.62	24.60	10.00
139	obj139-val55826	141.86	25.09	3.77	144.81	24.60	10.50
140	obj140-val56173	68.22	24.93	5.58	61.17	23.45	10.33
141	obj141-val56520	35.10	27.55	6.89	30.50	25.75	9.51
142	obj142-val56866	139.56	25.09	3.44	138.74	24.60	10.66
143	obj143-val57213	53.14	16.73	7.71	42.80	18.86	8.53
144	obj144-val57560	91.35	18.20	6.07	84.62	20.01	10.00
145	obj145-val57907	67.57	21.48	5.58	63.80	18.86	10.33
146	obj146-val58253	27.88	21.65	8.36	43.79	20.01	8.86
147	obj147-val58600	30.50	23.45	7.22	14.43	25.58	8.69
148	obj148-val58947	76.10	26.90	4.43	79.21	25.09	10.33
149	obj149-val59294	56.42	26.57	5.41	42.15	28.04	9.02
150	obj150-val59640	113.49	24.93	4.43	120.05	27.55	10.33
151	obj151-val59987	123	22.96	4.10	130.38	25.26	10.66
152	obj152-val60334	59.20	18.70	6.40	45.76	20.50	9.51
153	obj153-val60681	31.00	18.70	8.53	16.07	19.35	8.86
154	obj154-val61027	72.16	20.34	5.25	68.39	22.14	10.50
155	obj155-val61374	67.08	29.52	6.56	62.65	30.34	10.00
156	obj156-val61721	165.48	21.16	7.22	168.92	21.48	9.02
157	obj157-val62068	54.28	24.60	6.07	45.43	22.47	10.33
158	obj158-val62414	60.35	25.75	5.74	52.32	26.57	10.17
159	obj159-val62761	70.68	24.60	5.25	69.54	25.58	10.82
160	obj160-val63108	122.18	26.57	3.12	127.26	28.04	10.50
161	obj161-val63455	60.35	23.94	5.90	59.86	19.35	10.50
162	obj162-val63801	37.23	25.09	7.22	43.79	21.81	10.00
163	obj163-val64148	111.36	24.11	4.26	99.06	23.62	10.00
164	obj164-val64495	59.04	27.72	8.20	61.99	30.18	10.00
165	obj165-val64842	113.16	23.62	4.92	103.48	24.93	10.17
166	obj166-val65188	14.76	26.24	8.20	13.94	28.37	11.97
167	obj167-val65535	172.86	21.65	7.05	171.38	20.83	12.30
