 	objlabelArray	ACIMajor	ACIMinor	MajorAngle	Dap
1	obj1-val1503	9.59	8.85	60.95	3
2	obj2-val1804	4.17	2.15	79.05	1
3	obj3-val2104	3.07	1.64	25.20	1
4	obj4-val2405	8.50	4.44	17.42	2
5	obj5-val2706	8.01	5.21	37.97	3
6	obj6-val3006	1.78	1.13	34.99	1
7	obj7-val3307	10.86	6.41	18.67	3
8	obj8-val3607	2.66	1.89	20.56	2
9	obj9-val3908	6.53	4.64	12.80	2
10	obj10-val4209	1.80	1.30	55.01	1
11	obj11-val4509	10.01	6.14	8.24	3
12	obj12-val4810	8.11	5.37	22.01	2
13	obj13-val5111	6.92	4.59	14.62	2
14	obj14-val5411	12.99	6.06	17.04	3
15	obj15-val5712	8.66	8.02	70.67	3
16	obj16-val6012	6.69	6.44	68.88	3
17	obj17-val6313	11.70	5.36	10.23	3
18	obj18-val6614	4.35	2.28	22.17	2
19	obj19-val6914	7.54	4.71	3.43	2
20	obj20-val7215	7.25	6.21	8.30	3
21	obj21-val7515	7.10	3.29	23.20	2
22	obj22-val7816	2.15	1.67	33.69	2
23	obj23-val8117	7.46	6.26	49.90	3
24	obj24-val8417	7.75	4.01	32.47	3
25	obj25-val8718	9.40	5.13	10.15	3
26	obj26-val9019	9.13	6.12	53.13	3
27	obj27-val9319	12.26	5.15	3.81	3
28	obj28-val9620	7.48	7.07	52.65	2
29	obj29-val9920	6.85	4.80	16.11	3
30	obj30-val10221	9.23	5.49	54.83	3
31	obj31-val10522	2.14	1.58	8.13	1
32	obj32-val10822	8.19	3.33	16.09	3
33	obj33-val11123	5.60	4.73	67.93	3
34	obj34-val11424	10.72	4.25	0.82	3
35	obj35-val11724	3.73	3.22	77.01	3
36	obj36-val12025	2.50	1.70	57.99	2
37	obj37-val12325	4.39	3.03	55.18	2
38	obj38-val12626	4.69	3.28	13.13	3
39	obj39-val12927	8.22	5.15	12.99	3
40	obj40-val13227	0.98	0.45	50.19	1
41	obj41-val13528	7.32	3.45	8.13	2
42	obj42-val13828	4.55	2.24	22.17	2
43	obj43-val14129	5.26	4.53	25.35	2
44	obj44-val14430	6.46	4.85	80.96	3
45	obj45-val14730	2.98	2.71	32.91	1
46	obj46-val15031	10.74	4.59	21.64	3
47	obj47-val15332	4.43	2.81	23.43	2
48	obj48-val15632	8.14	2.87	68.20	3
49	obj49-val15933	6.69	2.63	79.70	3
50	obj50-val16233	0.98	0.70	26.57	1
51	obj51-val16534	9.00	3.89	28.12	3
52	obj52-val16835	6.18	3.80	78.18	3
53	obj53-val17135	11.64	2.76	30.96	3
54	obj54-val17436	8.99	2.55	22.17	2
55	obj55-val17737	5.98	3.08	49.24	3
56	obj56-val18037	6.64	4.56	3.50	2
57	obj57-val18338	2.10	1.76	7.59	1
58	obj58-val18638	6.05	3.84	4.18	3
59	obj59-val18939	8.79	2.95	8.39	3
60	obj60-val19240	7.62	3.87	4.76	3
61	obj61-val19540	8.86	5.30	60.38	3
62	obj62-val19841	6.78	4.97	66.64	3
63	obj63-val20141	11.13	6.59	29.22	3
64	obj64-val20442	5.75	4.14	23.55	3
65	obj65-val20743	12.47	6.20	22.73	3
66	obj66-val21043	6.47	2.74	45	3
67	obj67-val21344	9.33	3.87	12.23	2
68	obj68-val21645	5.74	3.66	16.39	3
69	obj69-val21945	8.98	3.79	8.13	3
70	obj70-val22246	8.24	3.00	34.56	3
71	obj71-val22546	3.63	2.49	21.37	2
72	obj72-val22847	3.43	1.61	59.04	2
73	obj73-val23148	4.38	3.89	5.19	3
74	obj74-val23448	4.62	2.42	56.31	2
75	obj75-val23749	5.51	4.15	78.69	3
76	obj76-val24050	6.35	1.84	83.37	3
77	obj77-val24350	6.46	3.47	14.68	2
78	obj78-val24651	8.42	3.91	7.00	3
79	obj79-val24951	7.36	4.86	61.07	2
80	obj80-val25252	5.93	3.80	7.59	2
81	obj81-val25553	4.10	3.14	14.04	2
82	obj82-val25853	1.71	1.00	74.74	1
83	obj83-val26154	5.56	4.74	33.69	3
84	obj84-val26454	8.68	6.48	60.26	3
85	obj85-val26755	6.94	4.45	15.15	3
86	obj86-val27056	7.74	4.94	27.47	2
87	obj87-val27356	6.70	4.37	30.07	3
88	obj88-val27657	7.39	2.89	62.90	3
89	obj89-val27958	4.65	2.55	68.55	2
90	obj90-val28258	4.77	4.43	63.43	2
91	obj91-val28559	6.69	4.20	3.73	3
92	obj92-val28859	4.90	3.82	11.63	3
93	obj93-val29160	4.46	3.36	7.35	3
94	obj94-val29461	4.68	2.93	6.91	3
95	obj95-val29761	7.01	4.72	31.18	3
96	obj96-val30062	7.92	6.11	55.71	3
97	obj97-val30363	4.62	1.84	76.43	3
98	obj98-val30663	5.06	3.38	45	3
99	obj99-val30964	6.88	4.30	51.01	3
100	obj100-val31264	5.14	1.76	53.75	3
101	obj101-val31565	7.61	3.56	16.26	3
102	obj102-val31866	6.92	3.24	49.40	3
103	obj103-val32166	4.29	1.92	24.90	2
104	obj104-val32467	6.96	4.01	62.88	3
105	obj105-val32768	6.04	2.66	7.50	2
106	obj106-val33068	5.37	2.19	13.24	2
107	obj107-val33369	4.98	3.87	38.42	3
108	obj108-val33669	7.01	3.19	27.70	2
109	obj109-val33970	4.25	2.66	77.28	3
110	obj110-val34271	5.53	2.62	41.50	3
111	obj111-val34571	5.65	4.43	22.99	3
112	obj112-val35172	3.73	2.69	34.29	2
113	obj113-val35473	7.27	2.50	3.50	2
114	obj114-val35774	6.28	3.15	8.53	3
115	obj115-val36074	7.63	3.35	15.15	3
116	obj116-val36375	10.08	4.21	15.57	3
117	obj117-val36676	6.01	4.29	33.27	3
118	obj118-val36976	6.28	4.07	70.71	3
119	obj119-val37277	5.98	3.40	18.00	3
120	obj120-val37577	7.95	6.14	67.22	3
121	obj121-val38179	2.98	1.96	78.11	3
122	obj122-val38479	8.16	3.72	18.76	3
123	obj123-val38780	4.23	1.86	27.47	3
124	obj124-val39081	8.10	4.81	17.74	3
125	obj125-val39381	5.46	2.81	11.31	2
126	obj126-val39682	4.26	2.94	67.07	3
127	obj127-val39982	4.76	2.22	60.95	2
128	obj128-val40283	5.28	2.57	14.42	2
129	obj129-val40584	10.10	3.52	10.95	3
130	obj130-val40884	5.07	4.32	25.82	2
131	obj131-val41185	4.85	3.11	26.57	2
132	obj132-val41485	5.57	3.28	16.14	3
133	obj133-val41786	6.83	4.69	34.78	3
134	obj134-val42087	7.38	6.63	47.42	3
135	obj135-val42387	6.80	4.55	16.11	2
136	obj136-val42688	10.52	3.54	8.02	3
137	obj137-val42989	5.87	2.80	33.27	2
138	obj138-val43289	7.13	3.32	17.70	3
139	obj139-val43590	5.87	2.70	2.94	2
140	obj140-val43890	8.88	3.10	10.56	3
141	obj141-val44191	5.60	3.09	27.26	2
142	obj142-val44492	7.95	3.62	6.46	3
143	obj143-val44792	7.82	3.95	2.12	3
144	obj144-val45093	7.06	4.75	12.91	3
145	obj145-val45394	5.90	3.39	8.97	3
146	obj146-val45694	5.10	3.06	10.30	3
147	obj147-val45995	7.33	2.08	6.20	3
148	obj148-val46295	3.97	1.87	12.99	2
149	obj149-val46596	5.25	2.14	14.42	2
150	obj150-val46897	7.59	5.56	20.28	2
151	obj151-val47197	5.38	3.32	18.43	2
152	obj152-val47498	7.37	3.80	30.96	3
153	obj153-val47798	8.93	2.71	28.44	3
154	obj154-val48099	7.66	4.53	6.71	3
155	obj155-val48400	3.71	2.13	72.90	2
156	obj156-val48700	6.76	4.70	12.99	3
157	obj157-val49001	3.83	1.72	33.11	3
158	obj158-val49302	8.27	2.84	25.60	2
159	obj159-val49602	8.29	3.70	9.46	2
160	obj160-val49903	2.16	1.57	24.78	1
161	obj161-val50203	6.69	3.04	39.04	3
162	obj162-val50504	7.83	4.07	16.50	2
163	obj163-val50805	6.23	4.86	23.03	3
164	obj164-val51105	10.53	2.70	1.68	2
165	obj165-val51406	7.01	2.56	5.19	3
166	obj166-val51707	10.39	3.44	3.63	3
167	obj167-val52007	3.37	1.14	59.93	1
168	obj168-val52608	4.09	3.32	8.75	2
169	obj169-val52909	1.84	0.78	41.99	1
170	obj170-val53210	7.31	2.71	47.73	3
171	obj171-val53510	4.29	2.72	68.96	3
172	obj172-val53811	2.42	1.19	63.43	1
173	obj173-val54111	6.86	4.29	13.17	3
174	obj174-val54412	8.18	4.34	6.12	3
175	obj175-val54713	8.39	4.92	11.51	3
176	obj176-val55013	2.32	0.93	7.43	1
177	obj177-val55314	8.29	6.80	33.69	2
178	obj178-val55615	13.48	6.11	16.11	3
179	obj179-val55915	11.48	7.17	12.84	3
180	obj180-val56216	4.83	3.86	65.85	2
181	obj181-val56516	3.66	2.96	71.57	3
182	obj182-val56817	4.42	2.19	49.18	2
183	obj183-val57118	7.00	2.81	6.84	3
184	obj184-val57418	6.34	4.26	29.29	2
185	obj185-val57719	5.50	4.94	18.43	2
186	obj186-val58020	7.73	3.28	3.18	4
187	obj187-val58320	5.21	4.55	7.91	3
188	obj188-val58921	7.80	3.86	5.39	2
189	obj189-val59222	7.71	2.26	16.11	3
190	obj190-val59523	2.42	0.62	32.74	1
191	obj191-val59823	5.80	2.24	19.36	3
192	obj192-val60124	7.76	5.13	3.01	2
193	obj193-val60424	4.17	2.59	14.04	3
194	obj194-val60725	5.62	5.05	7.50	3
195	obj195-val61026	10.77	3.64	8.34	3
196	obj196-val61326	6.25	3.40	62.24	3
197	obj197-val61627	2.37	0.75	71.57	2
198	obj198-val61928	8.13	3.07	15.35	3
199	obj199-val62228	9.76	2.69	3.27	3
200	obj200-val62529	5.20	3.75	3.18	3
201	obj201-val62829	4.89	3.18	12.72	3
202	obj202-val63130	12.33	6.36	48.26	4
203	obj203-val63431	3.22	2.75	10.78	2
204	obj204-val63731	2.62	2.14	73.30	3
205	obj205-val64032	2.89	2.48	22.83	3
206	obj206-val64333	9.93	3.48	3.58	3
207	obj207-val64633	8.49	2.50	4.01	3
208	obj208-val64934	4.20	1.04	24.78	2
209	obj209-val65234	8.09	3.18	23.75	3
210	obj210-val65535	14.66	9.14	51.01	4
