 	objlabelArray	fx0array	fy0array	fz0array	fx1array	fy1array	fz1array
49	obj49-val33279	109.39	27.22	2.79	118.57	31.49	6.23
50	obj50-val33791	154.98	25.58	2.13	161.38	30.83	8.04
51	obj51-val34303	137.27	29.03	2.79	147.11	33.78	6.40
52	obj52-val34815	116.11	31.49	3.12	122.51	33.46	6.23
53	obj53-val35327	102.17	23.78	1.97	90.69	25.75	5.08
54	obj54-val35839	175.48	27.55	3.94	171.05	34.77	6.89
55	obj55-val36351	122.34	23.12	2.30	124.48	19.19	7.22
56	obj56-val36863	141.53	23.78	2.62	133.50	20.83	8.04
57	obj57-val37375	138.25	22.96	2.46	125.13	24.44	6.56
58	obj58-val37887	111.85	25.09	2.62	123.49	29.03	6.89
59	obj59-val38399	118.41	25.75	2.62	130.05	29.52	6.89
60	obj60-val38911	152.52	25.75	2.13	156.95	29.85	8.04
61	obj61-val39423	138.09	32.96	3.61	148.58	36.41	6.07
62	obj62-val39935	141.37	23.62	2.30	135.96	16.40	7.22
63	obj63-val40447	130.22	19.52	2.30	127.26	17.06	6.89
64	obj64-val40959	114.14	23.29	2.46	122.34	17.88	6.56
65	obj65-val41471	150.72	26.08	2.30	154.32	25.42	8.53
66	obj66-val41983	139.40	26.57	2.79	129.56	25.42	7.22
67	obj67-val42495	192.54	30.67	4.59	193.36	28.37	8.86
68	obj68-val43007	185.81	30.83	4.43	187.12	31.16	7.71
69	obj69-val43519	126.12	31.16	3.61	127.59	31.00	6.89
70	obj70-val44031	172.53	21.32	3.28	171.38	17.22	8.53
71	obj71-val45055	131.20	29.19	2.95	138.91	33.62	6.23
72	obj72-val45567	178.60	20.83	4.59	172.04	12.46	6.72
73	obj73-val46079	159.57	20.34	2.46	156.29	18.53	8.36
74	obj74-val46591	143.17	20.66	2.46	138.74	19.19	7.87
75	obj75-val47615	186.80	18.70	3.94	190.90	13.45	8.36
76	obj76-val48127	192.37	18.37	4.76	199.42	16.89	8.69
77	obj77-val48639	112.50	24.60	2.62	123.49	25.91	6.89
78	obj78-val49151	145.47	26.24	2.95	140.71	27.88	7.87
79	obj79-val49663	112.01	22.47	3.12	114.31	24.11	6.89
80	obj80-val50175	140.88	25.75	2.79	131.69	22.47	8.04
81	obj81-val50687	161.38	23.45	3.61	155.80	24.76	8.53
82	obj82-val51199	164.98	19.35	2.95	169.41	13.45	7.87
83	obj83-val51711	158.92	22.47	3.12	148.91	18.20	7.71
84	obj84-val52223	163.84	24.11	3.28	167.44	29.36	8.69
85	obj85-val52735	156.13	30.34	2.95	160.72	32.64	7.87
86	obj86-val53247	181.22	22.30	3.61	182.70	16.89	9.18
87	obj87-val53759	198.28	22.80	5.41	200.74	21.98	7.71
88	obj88-val54271	176.96	23.12	4.26	182.37	22.47	9.84
89	obj89-val54783	158.92	22.96	3.12	167.77	19.52	9.35
90	obj90-val55295	175.32	27.22	3.94	184.66	26.73	9.68
91	obj91-val55807	191.06	32.31	5.58	195.65	34.60	8.36
92	obj92-val56319	162.52	21.98	3.61	164.49	15.42	8.53
93	obj93-val56831	199.59	19.19	5.74	204.51	20.17	9.68
94	obj94-val57343	147.76	24.93	3.28	148.26	20.17	8.36
95	obj95-val57855	166.95	24.44	3.94	172.69	22.96	9.02
96	obj96-val58367	195.32	20.66	4.76	196.47	24.76	9.68
97	obj97-val58879	173.35	25.91	4.10	177.78	21.16	9.35
98	obj98-val59391	188.60	20.83	4.43	189.09	17.55	9.68
99	obj99-val59903	142.19	24.27	2.95	146.45	17.38	7.71
100	obj100-val60415	198.11	25.09	5.58	204.02	22.96	9.35
101	obj101-val60927	181.88	27.39	4.10	184.66	31.00	9.02
102	obj102-val61439	140.71	24.76	5.08	140.38	25.42	8.20
103	obj103-val61951	189.42	29.85	5.41	190.90	28.54	8.69
104	obj104-val62463	180.73	25.42	4.26	189.42	26.40	10.17
105	obj105-val62975	171.22	26.57	3.12	169.08	28.04	9.02
106	obj106-val63487	172.36	14.27	5.58	175.32	17.55	8.86
107	obj107-val64511	184.66	17.55	7.71	184.99	19.52	9.68
108	obj108-val65023	188.11	21.32	5.74	195.16	24.93	10.00
109	obj109-val65535	209.59	25.09	9.02	203.03	26.57	9.18
