Nb	Obj	Type	Label	CX (pix)	CY (pix)	CZ (pix)	CX (unit)	CY (unit)	CZ (unit)	Xmin (pix)	Ymin (pix)	Zmin (pix)	Xmax (pix)	Ymax (pix)	Zmax (pix)	VolBounding (pix)	RatioVolbox	Vol (unit)	Vol (pix)	Surf (unit)	Surf (pix)	SurfCorr (pix)	Comp (pix)	Spher (pix)	CompCorr (pix)	SpherCorr (pix)	Comp (unit)	Spher (unit)	CompDiscrete	Feret (unit)	Ell_MajRad	Ell_Elon	Ell_Flatness	volEllipsoid (unit)	RatioVolEllipsoid	Moment1	Moment2	Moment3	Moment4	Moment5	DCMin (unit)	DCMax (unit)	DCMean (unit)	DCSD (unit)	
0	1	0	obj1-val2324	1111.3286959180552	229.91912551597616	5.59532181623605	182.25790613056108	37.706736584620096	2.23812872649442	1092	213	0	1133	247	16	24990.0	0.26174469787915167	70.3706944	6541	175.6111999999909	3798.0	2534.6290333333336	0.08832340237843869	0.4453405913642454	0.29716486240427153	0.6673174557512793	0.10341401860810634	0.4693823987834588	0.9542505754795927	7.238149166107178	3.2951122847009104	1.215446550518502	1.2024399008327726	84.3653539480936	0.834118404141303	432.9771196504245	59564.384815766585	2606141.6345673967	3.1473368980578353	0.03210725471318538	1.0134896819433499	4.403743402236601	2.4942860213899927	0.5174037554631616	
1	2	0	obj2-val2789	1137.2499625468165	71.40486891385768	13.448913857677903	186.50899385767792	11.71039850187266	5.379565543071162	1115	55	2	1158	91	28	43956.0	0.30371280371280374	143.62464000000003	13350	282.36995199998955	5580.0	3432.2757333333334	0.11601450945794943	0.4877205795330596	0.4985037107280059	0.7929079978351884	0.10362268463239059	0.469697888758653	0.9712805115206689	11.009294509887695	5.035704576394902	1.5137189554186252	1.3972525714357327	167.07208928819134	0.8596566943761289	782.5323332097769	168346.25509628633	1.0220627394588191E7	3.6374842562936567	0.021329009252783294	1.5988653563524708	6.022953168031313	3.518548421080722	0.8326412915085272	
2	3	0	obj3-val3254	884.5041200706298	59.90935844614479	12.397881106533255	145.0586756915833	9.825134785167746	4.959152442613302	872	44	6	898	70	21	11664.0	0.2913237311385459	36.5570432	3398	112.00281600000115	2236.0	1480.5249000000001	0.11681099543089007	0.4888341661171237	0.40239444323165	0.738273576566377	0.10757408767515624	0.47559383165903524	0.9537684187144118	6.369640350341797	2.737047135933709	1.1926946140012193	1.3457541901076215	44.86536044819906	0.8148166611122688	291.2254516228325	26455.101349491917	737041.7189419849	3.20589449091457	0.029840362095315265	1.104179921757748	3.6586865588766972	2.1007751521656575	0.4330168651386636	
3	4	0	obj4-val3718	899.648169430307	210.29633886061401	14.420128057790182	147.54229978657037	34.4885995731407	5.768051223116073	879	195	6	920	224	26	26460.0	0.23019652305366592	65.52941440000001	6091	166.05459199999422	3388.0	2141.1010333333334	0.1078945150839897	0.4760655750263581	0.42748225261819395	0.7533082026382117	0.10606504428980824	0.4733594852778075	0.9598532990016947	9.100937843322754	4.2566060762840365	1.619558034775762	1.6474514023025026	74.76069458872135	0.8765222789929241	512.558082664134	65266.533801182726	2046521.9354158551	4.025275632142922	0.015198024654804928	1.1413102688160541	4.832525264797835	2.72610755220768	0.7847168927225142	
4	5	0	obj5-val5113	1064.2732150006673	222.47190711330575	15.195462431602829	174.54080726010943	36.485392766582144	6.078184972641132	1031	190	3	1101	250	29	116937.0	0.3203861908549048	403.0634560000001	37465	512.5669120000791	11160.0	7465.1341	0.11421187557385315	0.4851813165260907	0.3815847471349835	0.7253211400979916	0.13644182496303067	0.5148129483589328	0.9796302385275447	13.029925346374512	6.2409779250014426	1.2333145852691676	1.4967906140857314	447.23701598840734	0.9012300896186279	1412.5976808990263	599689.8970032098	7.323947641418734E7	3.32744009537754	0.025983028167148627	2.62554182420146	7.033726305485808	4.76655920676083	0.8502813161130968	
5	6	0	obj6-val5577	588.0353773584906	131.13066037735848	14.482075471698113	96.43780188679246	21.50542830188679	5.792830188679246	574	121	11	603	143	22	8280.0	0.2560386473429952	22.807808	2120	82.2374720000016	1774.0	1185.5772666666667	0.09104649863373593	0.44987110187442797	0.30502434685101265	0.6731494603248832	0.10578162043480686	0.4729374772065951	0.9331761237416052	5.186605930328369	2.4161029358833064	1.2760124456958921	1.2767314182530285	28.420094706026454	0.8025239970493	216.06012830177502	14395.511846650717	295747.3011974177	3.2428148119401943	0.029322223605773357	0.8250271205484362	3.122464747088468	1.7141272249202688	0.3953908834843213	
6	7	0	obj7-val6507	648.5807238902192	164.3122582427703	17.668815619819487	106.36723871799596	26.94721035181433	7.067526247927795	614	135	7	681	192	35	114376.0	0.3797300132895013	467.2588288	43432	500.60803200008115	11078.0	7539.086	0.15692348638336423	0.5393817535795273	0.49786997769689684	0.7925718551860572	0.19682214727088154	0.5816899455770539	0.9855261004024217	11.912193298339844	5.206671760379438	1.0905444389836958	1.0423865644340151	476.92890811553167	0.9797242751467077	1317.7182075566018	575366.4798764966	8.328696620981768E7	3.0178700623972756	0.036400672087003934	3.9060933013218637	7.155244522840148	4.682361698639335	0.342082107841494	
7	8	0	obj8-val6972	450.54069604266067	190.98849284310973	21.822621386472075	73.88867415099635	31.322112826269997	8.72904855458883	435	170	15	471	208	30	23088.0	0.3086451836451836	76.66435840000001	7126	182.22499199999004	3900.0	2571.2725	0.09681668055942992	0.4591808145885828	0.3378311522159359	0.6964659650390491	0.1098539215292582	0.47893014637280756	0.9585991547521264	7.544871807098389	3.697734850730055	1.3774279649816967	1.2797219013671448	87.22530426576638	0.8789233702918562	469.9658565180979	65807.92503646747	2785830.794162798	3.3562508796682984	0.026838350060401767	0.9734006005646221	4.120054963749011	2.5974785530367615	0.5782430449299355	
8	9	0	obj9-val7437	964.3943679757546	221.75255714105316	16.904154564970323	158.16067634802374	36.36741937113272	6.76166182598813	929	204	6	1005	234	27	52514.0	0.30159576493887347	170.39153920000004	15838	316.716800000005	6598.0	4376.349333333333	0.09876796758545811	0.4622451617481447	0.33846760358407924	0.6969030558191993	0.10335586432438149	0.46929439753515284	0.9691596482184394	12.852299690246582	6.632049909899316	1.5996743840723202	2.515119502155609	189.84979831336435	0.8975070856738722	1187.714240380767	318714.5493780106	1.3197450105938742E7	4.426108314026626	0.007876878345391856	0.8680362093252633	6.907209805165353	3.956452706112817	1.1877221828175426	
9	10	0	obj10-val8366	925.493130936228	199.23371777476254	14.60820895522388	151.7808734735414	32.674329715061056	5.843283582089552	905	163	5	951	222	29	70500.0	0.16726241134751774	126.86305280000002	11792	291.2430079999906	6238.0	4114.104433333333	0.0647874972223534	0.4016343021365138	0.22584026737991295	0.6089763961684294	0.07368111100290295	0.41923007693843556	0.9537345874233352	14.232641220092773	7.2988561150366795	2.834928290979607	1.1303139852015411	179.29564382231146	0.7075634973358635	1210.0364732590574	229446.35881676836	1.1770887925804805E7	6.381396829166905	0.006643758557375971	0.6917946620157644	7.636265195895581	3.8836459267552144	1.5209665341060126	
